scope,baseline,candidate_id,scenario,icc,beta,planned_repetitions,estimated_repetitions,estimability_rate,support_count,support_rate,support_wilson_95_low,support_wilson_95_high,positive_support_count,positive_support_rate,positive_support_wilson_95_low,positive_support_wilson_95_high
text,B2_training_state,configmean_interactions_d4_r10,additive_proxy_null,0.3,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,configmean_interactions_d4_r10,additive_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,configmean_interactions_d4_r10,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,configmean_interactions_d4_r10,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,5,0.05,0.02154367915436796,0.11175046923191913
text,B2_training_state,configmean_interactions_d4_r10,independent_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,configmean_interactions_d4_r10,independent_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,configmean_interactions_d4_r10,interaction_increment,0.3,0.2,100,100,1.0,14,0.14,0.08526343659939134,0.22137188210963837,14,0.14,0.08526343659939134,0.22137188210963837
text,B2_training_state,configmean_interactions_d4_r10,interaction_increment,0.3,0.35,100,100,1.0,20,0.2,0.1333669333310325,0.2888291655931589,20,0.2,0.1333669333310325,0.2888291655931589
text,B2_training_state,configmean_interactions_d4_r10,interaction_increment,0.3,0.5,100,100,1.0,27,0.27,0.1926958414957634,0.36432116767944994,27,0.27,0.1926958414957634,0.36432116767944994
text,B2_training_state,configmean_interactions_d4_r10,interaction_increment,0.8,0.2,100,100,1.0,17,0.17,0.10893566114059931,0.25548004767601123,17,0.17,0.10893566114059931,0.25548004767601123
text,B2_training_state,configmean_interactions_d4_r10,interaction_increment,0.8,0.35,100,100,1.0,23,0.23,0.15843265880303448,0.3215438302287378,23,0.23,0.15843265880303448,0.3215438302287378
text,B2_training_state,configmean_interactions_d4_r10,interaction_increment,0.8,0.5,100,100,1.0,37,0.37,0.28182360534324524,0.4677947041905709,37,0.37,0.28182360534324524,0.4677947041905709
text,B2_training_state,configmean_interactions_d4_r10,interaction_proxy_null,0.3,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,6,0.06,0.027786123963188192,0.1247681544589592
text,B2_training_state,configmean_interactions_d4_r10,interaction_proxy_null,0.8,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,5,0.05,0.02154367915436796,0.11175046923191913
text,B2_training_state,configmean_interactions_d4_r10,nonlinear_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,configmean_interactions_d4_r10,nonlinear_proxy_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_extra_trees,additive_proxy_null,0.3,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_extra_trees,additive_proxy_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_extra_trees,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,2,0.02,0.00550196755016235,0.07001179072854388
text,B3_validation,configmean_extra_trees,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,5,0.05,0.02154367915436796,0.11175046923191913
text,B3_validation,configmean_extra_trees,independent_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_extra_trees,independent_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_extra_trees,interaction_increment,0.3,0.2,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,6,0.06,0.027786123963188192,0.1247681544589592
text,B3_validation,configmean_extra_trees,interaction_increment,0.3,0.35,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,12,0.12,0.06999406437019488,0.19812099426711421
text,B3_validation,configmean_extra_trees,interaction_increment,0.3,0.5,100,100,1.0,25,0.25,0.17545211362287672,0.34304463548061603,25,0.25,0.17545211362287672,0.34304463548061603
text,B3_validation,configmean_extra_trees,interaction_increment,0.8,0.2,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,11,0.11,0.06254196357064568,0.18631296503080313
text,B3_validation,configmean_extra_trees,interaction_increment,0.8,0.35,100,100,1.0,16,0.16,0.10095288488804782,0.24420269389270244,16,0.16,0.10095288488804782,0.24420269389270244
text,B3_validation,configmean_extra_trees,interaction_increment,0.8,0.5,100,100,1.0,35,0.35,0.26364248243097527,0.44745556703112027,35,0.35,0.26364248243097527,0.44745556703112027
text,B3_validation,configmean_extra_trees,interaction_proxy_null,0.3,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,4,0.04,0.01566330399154762,0.0983707143588792
text,B3_validation,configmean_extra_trees,interaction_proxy_null,0.8,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,4,0.04,0.01566330399154762,0.0983707143588792
text,B3_validation,configmean_extra_trees,nonlinear_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,configmean_extra_trees,nonlinear_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,configmean_interactions_d4_r10,additive_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,configmean_interactions_d4_r10,additive_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,configmean_interactions_d4_r10,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,5,0.05,0.02154367915436796,0.11175046923191913
text,B3_validation,configmean_interactions_d4_r10,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,7,0.07,0.03431926106727268,0.137495147390735
text,B3_validation,configmean_interactions_d4_r10,independent_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,configmean_interactions_d4_r10,independent_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_interactions_d4_r10,interaction_increment,0.3,0.2,100,100,1.0,8,0.08,0.041093461484380624,0.14998107700948735,8,0.08,0.041093461484380624,0.14998107700948735
text,B3_validation,configmean_interactions_d4_r10,interaction_increment,0.3,0.35,100,100,1.0,21,0.21,0.141656540619153,0.29979968834089865,21,0.21,0.141656540619153,0.29979968834089865
text,B3_validation,configmean_interactions_d4_r10,interaction_increment,0.3,0.5,100,100,1.0,26,0.26,0.18404698464748132,0.3537098944918718,26,0.26,0.18404698464748132,0.3537098944918718
text,B3_validation,configmean_interactions_d4_r10,interaction_increment,0.8,0.2,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,12,0.12,0.06999406437019488,0.19812099426711421
text,B3_validation,configmean_interactions_d4_r10,interaction_increment,0.8,0.35,100,100,1.0,25,0.25,0.17545211362287672,0.34304463548061603,25,0.25,0.17545211362287672,0.34304463548061603
text,B3_validation,configmean_interactions_d4_r10,interaction_increment,0.8,0.5,100,100,1.0,40,0.4,0.3094012864324589,0.4979974132089382,40,0.4,0.3094012864324589,0.4979974132089382
text,B3_validation,configmean_interactions_d4_r10,interaction_proxy_null,0.3,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,4,0.04,0.01566330399154762,0.0983707143588792
text,B3_validation,configmean_interactions_d4_r10,interaction_proxy_null,0.8,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,3,0.03,0.010254524024038925,0.0845193642905276
text,B3_validation,configmean_interactions_d4_r10,nonlinear_proxy_null,0.3,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,configmean_interactions_d4_r10,nonlinear_proxy_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
