scenario,expected_profile,expected_signal,n,polynomial_degree,nuisance_model,legacy_partial_reject_rate,legacy_partial_reject_ci_low,legacy_partial_reject_ci_high,crossfit_residual_reject_rate,crossfit_residual_reject_ci_low,crossfit_residual_reject_ci_high,joint_increment_decision_rate,joint_increment_decision_ci_low,joint_increment_decision_ci_high,profile_pass_rate,profile_pass_ci_low,profile_pass_ci_high,repetitions,median_residual_r,median_delta_mse,median_relative_mse_improvement
clustered_null,conditional-null,False,100,2,polynomial_ridge,0.34,0.25461520797348164,0.43722271145275377,0.05,0.02154367915436796,0.11175046923191913,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.11994588219730294,-0.002604459653092986,-0.12170295090210417
clustered_null,conditional-null,False,100,6,polynomial_ridge,0.39,0.3001687400639441,0.4879698295415926,0.14,0.08526343659939134,0.22137188210963837,0.0,3.469446951953614e-18,0.03699349820698568,0.97,0.9154806357094724,0.9897454759759611,100,0.10601503759398495,-0.005610394479168569,-0.24075611815957176
clustered_null,conditional-null,False,200,2,polynomial_ridge,0.34,0.25461520797348164,0.43722271145275377,0.09,0.04807254000256516,0.1622621285271631,0.01,0.0017674320641406505,0.054486196178705315,1.0,0.9630065017930143,1.0,100,0.05145522406285053,-0.0008067772429173354,-0.0433001473780846
clustered_null,conditional-null,False,200,6,polynomial_ridge,0.31,0.22779697212376038,0.40626055719489407,0.07,0.03431926106727268,0.137495147390735,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.03986866791744842,-0.0029062409086985453,-0.1490867019276308
clustered_null,conditional-null,False,400,2,polynomial_ridge,0.34,0.25461520797348164,0.43722271145275377,0.05,0.02154367915436796,0.11175046923191913,0.01,0.0017674320641406505,0.054486196178705315,1.0,0.9630065017930143,1.0,100,0.012834036568213783,-0.0003612139410816466,-0.020028099905243457
clustered_null,conditional-null,False,400,6,polynomial_ridge,0.4,0.3094012864324589,0.4979974132089382,0.12,0.06999406437019488,0.19812099426711421,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.012974683544303799,-0.0010761961935581103,-0.05777140931008652
clustered_null,conditional-null,False,800,2,polynomial_ridge,0.3,0.2189488529493276,0.3958485463334666,0.04,0.01566330399154762,0.0983707143588792,0.01,0.0017674320641406505,0.054486196178705315,1.0,0.9630065017930143,1.0,100,0.03556340091409821,-0.0001987478291992032,-0.010993366254619191
clustered_null,conditional-null,False,800,6,polynomial_ridge,0.36,0.2727122040140433,0.4576459754839126,0.07,0.03431926106727268,0.137495147390735,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.008848001875073244,-0.00046866284430299374,-0.025304636686202718
genuine_increment,increment-survives,True,100,2,polynomial_ridge,1.0,0.9630065017930143,1.0,0.99,0.9455138038212946,0.9982325679358593,0.99,0.9455138038212946,0.9982325679358593,1.0,0.9630065017930143,1.0,100,0.856390977443609,0.04154014263233458,0.7219330313118723
genuine_increment,increment-survives,True,100,6,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8323308270676691,0.04139956977735198,0.7198818831492164
genuine_increment,increment-survives,True,200,2,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8531894934333959,0.04141599887570097,0.7241832969571519
genuine_increment,increment-survives,True,200,6,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8489681050656662,0.041994252241981826,0.742207371395557
genuine_increment,increment-survives,True,400,2,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8422644163150492,0.04076762079935571,0.7462475588984193
genuine_increment,increment-survives,True,400,6,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8498359118612284,0.04128474467067554,0.7528747011623029
genuine_increment,increment-survives,True,800,2,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8482377241298488,0.040294413922163395,0.7397086137284544
