sample_size,repetition,scenario,expected_increment,nuisance_model,residual_p,delta_mse,refit_delta_mse_ci_low,joint_supported,predictive_supported
100,0,null_metric,False,polynomial_ridge,0.99,-0.004238266977274991,-0.003927340248011738,False,False
100,0,null_metric,False,polynomial_ridge_interactions,0.785,-0.0008740896463693172,-0.0018666541645641665,False,False
100,0,nonlinear_proxy,False,polynomial_ridge,0.36,-0.0009304369432166539,-0.0017985562905046702,False,False
100,0,nonlinear_proxy,False,polynomial_ridge_interactions,0.485,0.00016313383878899506,-0.0006996128579482193,False,False
100,0,heteroskedastic_null,False,polynomial_ridge,0.355,-0.00023272015350721525,-0.0012402644338787424,False,False
100,0,heteroskedastic_null,False,polynomial_ridge_interactions,0.835,-0.000534650258288312,-0.0008046895761019321,False,False
100,0,clustered_null,False,polynomial_ridge,0.175,-0.002910408721281881,-0.056841679737645624,False,False
100,0,clustered_null,False,polynomial_ridge_interactions,0.185,-0.0011148108039698758,-0.028277230603326164,False,False
100,0,genuine_increment,True,polynomial_ridge,0.005,0.04869358895130379,0.03797268794054266,True,True
100,0,genuine_increment,True,polynomial_ridge_interactions,0.005,0.05477625673651488,0.03965332430503776,True,True
100,1,null_metric,False,polynomial_ridge,0.085,-0.001385914613538295,-0.0036350903605255063,False,False
100,1,null_metric,False,polynomial_ridge_interactions,0.05,-0.00014434278117677127,-0.0016502927752488174,False,False
100,1,nonlinear_proxy,False,polynomial_ridge,0.375,-0.0003413088725533449,-0.0013497627723174708,False,False
100,1,nonlinear_proxy,False,polynomial_ridge_interactions,0.25,-0.00022751105024718284,-0.0006372363431752786,False,False
100,1,heteroskedastic_null,False,polynomial_ridge,0.47,-0.002062588659644985,-0.002168560568331168,False,False
100,1,heteroskedastic_null,False,polynomial_ridge_interactions,0.74,-0.0004740494567067686,-0.0015174804158907703,False,False
100,1,clustered_null,False,polynomial_ridge,0.51,-0.0007363511255554858,-0.04664440231502436,False,False
100,1,clustered_null,False,polynomial_ridge_interactions,0.745,-0.003821980343860207,-0.03027137733521522,False,False
