geometry,n_configurations,baseline,scenario,icc,beta,method,planned_repetitions,estimated_repetitions,estimability_rate,positive_support_count_a05,positive_support_rate_a05,positive_support_wilson_low_a05,positive_support_wilson_high_a05,positive_support_count_a001,positive_support_rate_a001,positive_support_wilson_low_a001,positive_support_wilson_high_a001
image_like,48,B3_validation,shared_signal,0.3,0.5,latent_ceiling,500,500,1.0,493,0.986,0.9713869308622147,0.9932022102091564,283,0.566,0.5222171596922527,0.6087764273668224
image_like,48,B3_validation,shared_signal,0.3,0.5,observable_oracle,500,500,1.0,386,0.772,0.7332341279039163,0.8066182308849994,74,0.148,0.1195614053892054,0.18180613029572734
image_like,48,B3_validation,shared_signal,0.3,0.5,learned_raw_d2,500,500,1.0,298,0.596,0.5524153513244502,0.6381207753069317,81,0.162,0.13230178838983928,0.19685226576217005
image_like,48,B3_validation,shared_signal,0.3,0.5,learned_rank_d2,500,500,1.0,287,0.574,0.5302541759784422,0.616617421633248,81,0.162,0.13230178838983928,0.19685226576217005
image_like,48,B3_validation,shared_signal,0.8,0.25,latent_ceiling,500,500,1.0,311,0.622,0.5787204544668169,0.6634192064605645,39,0.078,0.05758139347616159,0.10485354987338852
image_like,48,B3_validation,shared_signal,0.8,0.25,observable_oracle,500,500,1.0,295,0.59,0.5463626881245969,0.6322649305923236,38,0.076,0.055869027037427826,0.10259641367396849
image_like,48,B3_validation,shared_signal,0.8,0.25,learned_raw_d2,500,500,1.0,250,0.5,0.4563412653024843,0.5436587346975157,59,0.118,0.09259300825150649,0.14923198786111944
image_like,48,B3_validation,shared_signal,0.8,0.25,learned_rank_d2,500,500,1.0,242,0.484,0.4404854432314528,0.527758535663317,57,0.114,0.08903690099400285,0.1448490898423155
image_like,48,B3_validation,shared_signal,0.8,0.5,latent_ceiling,500,500,1.0,494,0.988,0.9740696388835527,0.9944890048259724,256,0.512,0.46826225284987066,0.5555547629790522
image_like,48,B3_validation,shared_signal,0.8,0.5,observable_oracle,500,500,1.0,486,0.972,0.9535535973250511,0.9832490252792436,214,0.428,0.38534175538940585,0.4717561496370578
image_like,48,B3_validation,shared_signal,0.8,0.5,learned_raw_d2,500,500,1.0,417,0.834,0.7988646838026932,0.8640422567689898,206,0.412,0.369688475931219,0.4556534079900142
image_like,48,B3_validation,shared_signal,0.8,0.5,learned_rank_d2,500,500,1.0,382,0.764,0.7248556437078593,0.7991187045284411,177,0.354,0.3133423051969017,0.3968840022178716
image_like,96,B1_design,additive_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,additive_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,additive_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,12,0.048,0.02766820153069461,0.08201230121318728,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,additive_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,14,0.056,0.03364764921901088,0.0917907207329439,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,additive_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,2,0.008,0.0021966371203094217,0.02869452958320804,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,additive_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,4,0.016,0.006239224570471175,0.04040980934111918,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,additive_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,12,0.048,0.02766820153069461,0.08201230121318728,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,additive_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,10,0.04,0.021869911954542545,0.07205272358126646,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B1_design,heteroskedastic_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,0,0.0,8.673617379884035e-19,0.015133299495444574,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,20,0.08,0.052382328372331775,0.12032964320384165,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,23,0.092,0.06208701511330671,0.13426175727497602,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,11,0.044,0.02474379816749356,0.07705777097235189,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,11,0.044,0.02474379816749356,0.07705777097235189,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,19,0.076,0.04919164066173632,0.11564139731040066,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,heteroskedastic_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,16,0.064,0.039774745277095874,0.10142149188293179,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.3,0.0,latent_ceiling,250,250,1.0,4,0.016,0.006239224570471175,0.04040980934111918,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.3,0.0,observable_oracle,250,250,1.0,3,0.012,0.0040893198805342975,0.0346807804270196,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.3,0.0,learned_raw_d2,250,250,1.0,9,0.036,0.019053279530003277,0.06699042240176928,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.3,0.0,learned_rank_d2,250,250,1.0,10,0.04,0.021869911954542545,0.07205272358126646,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.8,0.0,latent_ceiling,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.8,0.0,observable_oracle,250,250,1.0,9,0.036,0.019053279530003277,0.06699042240176928,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,independent_null,0.8,0.0,learned_raw_d2,250,250,1.0,19,0.076,0.04919164066173632,0.11564139731040066,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B1_design,independent_null,0.8,0.0,learned_rank_d2,250,250,1.0,22,0.088,0.05883135595378163,0.12963848283046467,3,0.012,0.0040893198805342975,0.0346807804270196
image_like,96,B1_design,interaction_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,interaction_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,interaction_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,18,0.072,0.04602556925826497,0.11092853510983557,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,interaction_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,16,0.064,0.039774745277095874,0.10142149188293179,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,interaction_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,interaction_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,8,0.032,0.01630236549364963,0.06186240283408649,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,interaction_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,15,0.06,0.036694410839108495,0.09662289271688271,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,interaction_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,15,0.06,0.036694410839108495,0.09662289271688271,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,nonlinear_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,3,0.012,0.0040893198805342975,0.0346807804270196,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,nonlinear_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,nonlinear_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,17,0.068,0.04288591857836033,0.10618925218570377,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,nonlinear_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,16,0.064,0.039774745277095874,0.10142149188293179,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,nonlinear_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,nonlinear_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,9,0.036,0.019053279530003277,0.06699042240176928,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,nonlinear_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,15,0.06,0.036694410839108495,0.09662289271688271,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B1_design,nonlinear_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,13,0.052,0.030637655164191247,0.08692178118372709,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B1_design,shared_signal,0.3,0.25,latent_ceiling,250,250,1.0,209,0.836,0.7850819159453526,0.8767485067937086,73,0.292,0.23912535589430275,0.3511700966958021
image_like,96,B1_design,shared_signal,0.3,0.25,observable_oracle,250,250,1.0,135,0.54,0.47808008556646064,0.6007092504739038,16,0.064,0.039774745277095874,0.10142149188293179
image_like,96,B1_design,shared_signal,0.3,0.25,learned_raw_d2,250,250,1.0,135,0.54,0.47808008556646064,0.6007092504739038,30,0.12,0.08536319974216687,0.166138107874371
image_like,96,B1_design,shared_signal,0.3,0.25,learned_rank_d2,250,250,1.0,124,0.496,0.4345537335304875,0.557567332865476,28,0.112,0.07863430779240635,0.1571091326160586
image_like,96,B1_design,shared_signal,0.3,0.5,latent_ceiling,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,238,0.952,0.9179876987868126,0.9723317984693053
image_like,96,B1_design,shared_signal,0.3,0.5,observable_oracle,250,250,1.0,233,0.932,0.8938107478142963,0.9571140814216397,134,0.536,0.4741036818936376,0.5968067205426905
image_like,96,B1_design,shared_signal,0.3,0.5,learned_raw_d2,250,250,1.0,227,0.908,0.8657382427250239,0.9379129848866933,139,0.556,0.49402492245642526,0.616280148000085
image_like,96,B1_design,shared_signal,0.3,0.5,learned_rank_d2,250,250,1.0,222,0.888,0.8428908673839414,0.9213656922075936,120,0.48,0.4188424092318671,0.5417629227479506
image_like,96,B1_design,shared_signal,0.8,0.25,latent_ceiling,250,250,1.0,217,0.868,0.8204199080951821,0.9044419834761707,84,0.336,0.2803229470521072,0.39664077518239854
image_like,96,B1_design,shared_signal,0.8,0.25,observable_oracle,250,250,1.0,213,0.852,0.8026659811384634,0.8906801760167434,62,0.248,0.19855156651487427,0.3050756164308297
image_like,96,B1_design,shared_signal,0.8,0.25,learned_raw_d2,250,250,1.0,195,0.78,0.7246272763980252,0.8268980758845258,74,0.296,0.24284603162900242,0.3553283545651389
image_like,96,B1_design,shared_signal,0.8,0.25,learned_rank_d2,250,250,1.0,190,0.76,0.7033795246798652,0.8087511595825035,67,0.268,0.21691132145905745,0.32611052950682884
image_like,96,B1_design,shared_signal,0.8,0.5,latent_ceiling,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,241,0.964,0.9330095775982306,0.9809467204699966
image_like,96,B1_design,shared_signal,0.8,0.5,observable_oracle,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,234,0.936,0.8985785081170682,0.9602252547229041
image_like,96,B1_design,shared_signal,0.8,0.5,learned_raw_d2,250,250,1.0,249,0.996,0.9776942144345839,0.9992935524659348,227,0.908,0.8657382427250239,0.9379129848866933
image_like,96,B1_design,shared_signal,0.8,0.5,learned_rank_d2,250,250,1.0,248,0.992,0.9713054704167919,0.9978033628796906,206,0.824,0.7719933833943993,0.8662002385325525
image_like,96,B2_training_state,additive_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,additive_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,additive_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,19,0.076,0.04919164066173632,0.11564139731040066,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B2_training_state,additive_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,24,0.096,0.06536188077872192,0.1388658252135973,3,0.012,0.0040893198805342975,0.0346807804270196
image_like,96,B2_training_state,additive_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,3,0.012,0.0040893198805342975,0.0346807804270196,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,additive_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,additive_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,13,0.052,0.030637655164191247,0.08692178118372709,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,additive_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,13,0.052,0.030637655164191247,0.08692178118372709,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,1,0.004,0.0007064475340650966,0.02230578556541592,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,19,0.076,0.04919164066173632,0.11564139731040066,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,17,0.068,0.04288591857836033,0.10618925218570377,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,11,0.044,0.02474379816749356,0.07705777097235189,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,10,0.04,0.021869911954542545,0.07205272358126646,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,22,0.088,0.05883135595378163,0.12963848283046467,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B2_training_state,heteroskedastic_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,22,0.088,0.05883135595378163,0.12963848283046467,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B2_training_state,independent_null,0.3,0.0,latent_ceiling,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,independent_null,0.3,0.0,observable_oracle,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,independent_null,0.3,0.0,learned_raw_d2,250,250,1.0,15,0.06,0.036694410839108495,0.09662289271688271,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B2_training_state,independent_null,0.3,0.0,learned_rank_d2,250,250,1.0,11,0.044,0.02474379816749356,0.07705777097235189,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B2_training_state,independent_null,0.8,0.0,latent_ceiling,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,independent_null,0.8,0.0,observable_oracle,250,250,1.0,8,0.032,0.01630236549364963,0.06186240283408649,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,independent_null,0.8,0.0,learned_raw_d2,250,250,1.0,18,0.072,0.04602556925826497,0.11092853510983557,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B2_training_state,independent_null,0.8,0.0,learned_rank_d2,250,250,1.0,19,0.076,0.04919164066173632,0.11564139731040066,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,interaction_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,interaction_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,interaction_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,21,0.084,0.05559603876664466,0.12499486641356522,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B2_training_state,interaction_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,18,0.072,0.04602556925826497,0.11092853510983557,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B2_training_state,interaction_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,interaction_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,interaction_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,16,0.064,0.039774745277095874,0.10142149188293179,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,interaction_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,12,0.048,0.02766820153069461,0.08201230121318728,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B2_training_state,nonlinear_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,1,0.004,0.0007064475340650966,0.02230578556541592,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,nonlinear_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,9,0.036,0.019053279530003277,0.06699042240176928,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,nonlinear_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,25,0.1,0.06865492898829106,0.14345171060806458,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B2_training_state,nonlinear_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,21,0.084,0.05559603876664466,0.12499486641356522,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B2_training_state,nonlinear_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,4,0.016,0.006239224570471175,0.04040980934111918,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,nonlinear_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,nonlinear_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,18,0.072,0.04602556925826497,0.11092853510983557,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B2_training_state,nonlinear_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,12,0.048,0.02766820153069461,0.08201230121318728,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B2_training_state,shared_signal,0.3,0.25,latent_ceiling,250,250,1.0,216,0.864,0.8159642285705384,0.901018729396778,88,0.352,0.29544464804913095,0.41303480860152053
image_like,96,B2_training_state,shared_signal,0.3,0.25,observable_oracle,250,250,1.0,142,0.568,0.5060249967174061,0.6279168745512133,16,0.064,0.039774745277095874,0.10142149188293179
image_like,96,B2_training_state,shared_signal,0.3,0.25,learned_raw_d2,250,250,1.0,133,0.532,0.4701311851522348,0.5929002836800568,31,0.124,0.08874849146643424,0.17063174975414006
image_like,96,B2_training_state,shared_signal,0.3,0.25,learned_rank_d2,250,250,1.0,118,0.472,0.4110100538102362,0.5338374109615085,28,0.112,0.07863430779240635,0.1571091326160586
image_like,96,B2_training_state,shared_signal,0.3,0.5,latent_ceiling,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,244,0.976,0.9486378761864735,0.9889552226938632
image_like,96,B2_training_state,shared_signal,0.3,0.5,observable_oracle,250,250,1.0,236,0.944,0.908209279267056,0.966352350780989,144,0.576,0.5140449538388132,0.6356547846378791
image_like,96,B2_training_state,shared_signal,0.3,0.5,learned_raw_d2,250,250,1.0,222,0.888,0.8428908673839414,0.9213656922075936,138,0.552,0.4900328126787554,0.6123933241737185
image_like,96,B2_training_state,shared_signal,0.3,0.5,learned_rank_d2,250,250,1.0,214,0.856,0.8070876594372886,0.8941374313219549,123,0.492,0.4306200826658989,0.553622050126028
image_like,96,B2_training_state,shared_signal,0.8,0.25,latent_ceiling,250,250,1.0,218,0.872,0.824887758249811,0.9078530669255781,100,0.4,0.34122832313654916,0.4617983367625397
image_like,96,B2_training_state,shared_signal,0.8,0.25,observable_oracle,250,250,1.0,216,0.864,0.8159642285705384,0.901018729396778,78,0.312,0.25777888902447976,0.3719112315858073
image_like,96,B2_training_state,shared_signal,0.8,0.25,learned_raw_d2,250,250,1.0,189,0.756,0.699148919960885,0.8051028306974474,77,0.308,0.25403826197731444,0.36777292502893616
image_like,96,B2_training_state,shared_signal,0.8,0.25,learned_rank_d2,250,250,1.0,189,0.756,0.699148919960885,0.8051028306974474,65,0.26,0.20955021872073462,0.3177137650370787
image_like,96,B2_training_state,shared_signal,0.8,0.5,latent_ceiling,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,246,0.984,0.9595901906588808,0.9937607754295288
image_like,96,B2_training_state,shared_signal,0.8,0.5,observable_oracle,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,243,0.972,0.9433422238771394,0.9863719413991607
image_like,96,B2_training_state,shared_signal,0.8,0.5,learned_raw_d2,250,250,1.0,250,1.0,0.9848667005045553,0.9999999999999998,215,0.86,0.8115202816735541,0.8975837426897257
image_like,96,B2_training_state,shared_signal,0.8,0.5,learned_rank_d2,250,250,1.0,243,0.972,0.9433422238771394,0.9863719413991607,201,0.804,0.7503491896964016,0.8484497642103681
image_like,96,B3_validation,additive_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,3,0.012,0.0040893198805342975,0.0346807804270196,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,additive_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,4,0.016,0.006239224570471175,0.04040980934111918,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,additive_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,24,0.096,0.06536188077872192,0.1388658252135973,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,additive_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,21,0.084,0.05559603876664466,0.12499486641356522,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B3_validation,additive_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,3,0.012,0.0040893198805342975,0.0346807804270196,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,additive_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,5,0.02,0.008572324384058198,0.045955643131568594,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,additive_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,10,0.04,0.021869911954542545,0.07205272358126646,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,additive_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,10,0.04,0.021869911954542545,0.07205272358126646,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B3_validation,heteroskedastic_proxy_null,0.3,0.0,latent_ceiling,250,250,1.0,2,0.008,0.0021966371203094217,0.02869452958320804,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,heteroskedastic_proxy_null,0.3,0.0,observable_oracle,250,250,1.0,4,0.016,0.006239224570471175,0.04040980934111918,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,heteroskedastic_proxy_null,0.3,0.0,learned_raw_d2,250,250,1.0,21,0.084,0.05559603876664466,0.12499486641356522,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B3_validation,heteroskedastic_proxy_null,0.3,0.0,learned_rank_d2,250,250,1.0,26,0.104,0.07196523249243102,0.14802034070796105,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B3_validation,heteroskedastic_proxy_null,0.8,0.0,latent_ceiling,250,250,1.0,13,0.052,0.030637655164191247,0.08692178118372709,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,heteroskedastic_proxy_null,0.8,0.0,observable_oracle,250,250,1.0,10,0.04,0.021869911954542545,0.07205272358126646,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,heteroskedastic_proxy_null,0.8,0.0,learned_raw_d2,250,250,1.0,27,0.108,0.07529194840055528,0.15257255840387324,3,0.012,0.0040893198805342975,0.0346807804270196
image_like,96,B3_validation,heteroskedastic_proxy_null,0.8,0.0,learned_rank_d2,250,250,1.0,25,0.1,0.06865492898829106,0.14345171060806458,2,0.008,0.0021966371203094217,0.02869452958320804
image_like,96,B3_validation,independent_null,0.3,0.0,latent_ceiling,250,250,1.0,4,0.016,0.006239224570471175,0.04040980934111918,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,independent_null,0.3,0.0,observable_oracle,250,250,1.0,7,0.028,0.013628058600839217,0.05665777612286046,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,independent_null,0.3,0.0,learned_raw_d2,250,250,1.0,13,0.052,0.030637655164191247,0.08692178118372709,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,independent_null,0.3,0.0,learned_rank_d2,250,250,1.0,9,0.036,0.019053279530003277,0.06699042240176928,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,independent_null,0.8,0.0,latent_ceiling,250,250,1.0,6,0.024,0.01104477730613677,0.051362123813526464,1,0.004,0.0007064475340650966,0.02230578556541592
image_like,96,B3_validation,independent_null,0.8,0.0,observable_oracle,250,250,1.0,8,0.032,0.01630236549364963,0.06186240283408649,0,0.0,8.673617379884035e-19,0.015133299495444574
image_like,96,B3_validation,independent_null,0.8,0.0,learned_raw_d2,250,250,1.0,23,0.092,0.06208701511330671,0.13426175727497602,1,0.004,0.0007064475340650966,0.02230578556541592
