sample_size,scenario,expected_increment,nuisance_model,repetitions,joint_support_rate,predictive_support_rate,median_delta_mse,median_refit_ci_low
100,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.006298972052491251,-0.05410670498828297
100,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.003052471037925615,-0.053707030297725535
100,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04161747152632896,0.028361086285049932
100,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04314984730708718,0.027028764919329453
100,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0008635170103383737,-0.0019715031206959275
100,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00022969282762101955,-0.0011029400933411702
100,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00033624236230994815,-0.0013192789956854736
100,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00011823709422775601,-0.0005942934274563354
100,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.002119611383544495,-0.004411873561493208
100,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0004823619638428915,-0.001987905108594864
150,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.00301187732043655,-0.013791669844397891
150,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.001079618188682959,-0.011500485411362187
150,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04096262383387505,0.029531314182579815
150,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.03947722611866803,0.029744731148437054
150,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0005009676279132801,-0.0011035314110086028
150,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00013461358835116684,-0.0004616173340361897
150,nonlinear_proxy,False,polynomial_ridge,25,0.04,0.04,-5.9806895548137305e-05,-0.0005795021319041567
150,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.04,0.04,-0.00012883684612219684,-0.0004294831634208489
150,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0014906558188242797,-0.002624386709730338
150,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.000291074982214843,-0.001126372630802622
200,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0029908656549022597,-0.008389798687444544
200,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0010640051418066704,-0.00481038023520143
200,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04212578106793186,0.03248307873511475
200,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04136725825679263,0.03185450563081896
200,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0002951150230421926,-0.0007068336029741393
200,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00012064956794422856,-0.00033880130781765153
200,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00015278290969194998,-0.00037418822516157007
200,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-7.691573486582302e-05,-0.0002564970315736306
200,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0007987020208080273,-0.0017437325142332176
200,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0002186051608191325,-0.0007179035757877971
300,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0016040171337464472,-0.003984925878308806
300,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0005090611186780655,-0.0024780768997376356
300,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04136904317867974,0.03310348014941581
300,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04053906146379142,0.033057907475580184
300,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.00020922336289758234,-0.00047044012380345607
300,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-5.040104239862307e-05,-0.0001944000746864687
300,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-7.68739003960536e-05,-0.00027886032824326067
300,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-3.661721371525303e-05,-0.00018364860058259444
300,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.000617737116952382,-0.0011453492565843804
300,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00012824164362661497,-0.0004900602725042913
