structure,repetition,independence_units,residual_r,residual_p,rejected_05
homoskedastic,0,200,-0.009517737943448587,0.913,False
homoskedastic,1,200,0.18622747552220448,0.01,True
homoskedastic,2,200,0.04779269481737043,0.476,False
homoskedastic,3,200,0.15723266666584354,0.039,True
homoskedastic,4,200,-0.0207530343906414,0.752,False
homoskedastic,5,200,-0.02330158253956349,0.759,False
homoskedastic,6,200,-0.05955748893722344,0.402,False
homoskedastic,7,200,0.11047026175654391,0.118,False
homoskedastic,8,200,-0.07862146553663842,0.271,False
homoskedastic,9,200,-0.09936477138108078,0.164,False
homoskedastic,10,200,0.048269706742668575,0.477,False
homoskedastic,11,200,-0.1073419738025928,0.15,False
homoskedastic,12,200,0.07380262274155726,0.309,False
homoskedastic,13,200,0.004740118502962574,0.948,False
homoskedastic,14,200,-0.05578041542804541,0.422,False
homoskedastic,15,200,0.03632342170682837,0.634,False
homoskedastic,16,200,0.01799295657127426,0.816,False
homoskedastic,17,200,-0.07303238058380003,0.289,False
homoskedastic,18,200,0.0676666916672917,0.327,False
homoskedastic,19,200,-0.031205280132003306,0.674,False
homoskedastic,20,200,0.08538363459086479,0.231,False
homoskedastic,21,200,0.028647716192904828,0.683,False
homoskedastic,22,200,0.09134410211062935,0.198,False
homoskedastic,23,200,0.13655141378534466,0.057,False
homoskedastic,24,200,0.03970449261231531,0.592,False
homoskedastic,25,200,-0.057266931673291846,0.442,False
homoskedastic,26,200,0.06994074851871299,0.347,False
homoskedastic,27,200,0.028596747090019737,0.699,False
homoskedastic,28,200,-0.08996628289443478,0.221,False
homoskedastic,29,200,0.009904747618690469,0.893,False
homoskedastic,30,200,-0.02303757593939849,0.741,False
homoskedastic,31,200,0.0034860884594949053,0.957,False
homoskedastic,32,200,0.0008707720958419933,0.99,False
homoskedastic,33,200,-0.11116044575184368,0.118,False
homoskedastic,34,200,-0.1490617265431636,0.048,True
homoskedastic,35,200,0.00712967824195605,0.919,False
homoskedastic,36,200,0.021431801868904154,0.777,False
homoskedastic,37,200,0.020648773962640754,0.793,False
homoskedastic,38,200,0.09305653579062646,0.177,False
homoskedastic,39,200,0.011613294687353507,0.864,False
homoskedastic,40,200,0.11769828073072881,0.1,False
homoskedastic,41,200,0.029282243036919123,0.691,False
homoskedastic,42,200,-0.03941350011756825,0.583,False
