reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,degree,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,0,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320269729,3020269729,polynomial_ridge,estimated,-0.00035247184108960815,0.26,-0.001388232977022716,0.0010826148668539556,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,0,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320269729,3020269729,polynomial_ridge_interactions,estimated,-0.0011049600111365002,0.49,-0.01912603028732393,0.0006463902278679788,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,1,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320369732,3021269732,polynomial_ridge,estimated,-0.0006416802703949993,0.65,-0.0007810227726668387,0.0011022645581118414,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,1,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320369732,3021269732,polynomial_ridge_interactions,estimated,-0.00036644943438157804,0.97,-0.026686339020623877,0.0006236852320467138,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,2,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320469735,3022269735,polynomial_ridge,estimated,-0.00017023184837886376,0.02,-0.0016126772562677055,0.0010230574228342344,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,2,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320469735,3022269735,polynomial_ridge_interactions,estimated,-0.002198256125149582,0.56,-0.0218252027306047,0.0006311131294169091,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,3,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320569738,3023269738,polynomial_ridge,estimated,-0.0003220089343418037,0.65,-0.0013026854812401272,0.0010649398750966984,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,3,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320569738,3023269738,polynomial_ridge_interactions,estimated,-0.0010494734843651203,0.01,-0.02287942177079362,0.001284985737295122,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,4,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320669741,3024269741,polynomial_ridge,estimated,-7.539851585085982e-05,0.03,-0.0015223870417409827,0.0010842963716163078,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,4,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,3,320669741,3024269741,polynomial_ridge_interactions,estimated,-0.00026006389573000064,0.19,-0.019550852592889533,0.0015705691099503153,False,False
