repetition,scenario,expected_increment,nuisance_model,refit_draws,simulation_seed,analysis_seed,status,delta_mse,refit_delta_mse_ci_low,refit_delta_mse_ci_high,residual_p,predictive_supported,joint_supported
4,clustered_null,False,polynomial_ridge,199,20660743,24290764,estimated,-0.0045325837418956,-0.016429098018738212,0.030413599761274626,0.14,False,False
4,clustered_null,False,polynomial_ridge,499,20660743,24290764,estimated,-0.0045325837418956,-0.018194773238620583,0.0317390600844425,0.14,False,False
4,clustered_null,False,polynomial_ridge,999,20660743,24290764,estimated,-0.0045325837418956,-0.0188726222949496,0.034878505717530074,0.14,False,False
4,clustered_null,False,polynomial_ridge_interactions,99,20660743,24291773,estimated,-0.0031071754198648827,-0.022655599612973247,0.01276239294254959,0.175,False,False
4,clustered_null,False,polynomial_ridge_interactions,199,20660743,24291773,estimated,-0.0031071754198648827,-0.02036020336408438,0.01317241032854974,0.175,False,False
4,clustered_null,False,polynomial_ridge_interactions,499,20660743,24291773,estimated,-0.0031071754198648827,-0.02854414366775296,0.018765668697432663,0.175,False,False
4,clustered_null,False,polynomial_ridge_interactions,999,20660743,24291773,estimated,-0.0031071754198648827,-0.028210057017215812,0.020143396344464395,0.175,False,False
4,genuine_increment,True,polynomial_ridge,99,20660743,24300771,estimated,0.04198631888109344,0.032347492617147734,0.05403857017856217,0.005,True,True
4,genuine_increment,True,polynomial_ridge,199,20660743,24300771,estimated,0.04198631888109344,0.03193081374444215,0.053608416353129934,0.005,True,True
4,genuine_increment,True,polynomial_ridge,499,20660743,24300771,estimated,0.04198631888109344,0.031993115068637744,0.054199570890102765,0.005,True,True
4,genuine_increment,True,polynomial_ridge,999,20660743,24300771,estimated,0.04198631888109344,0.0325642869767218,0.05442683873702601,0.005,True,True
4,genuine_increment,True,polynomial_ridge_interactions,99,20660743,24301780,estimated,0.04379620744759696,0.03309911340537839,0.05488784711512525,0.005,True,True
4,genuine_increment,True,polynomial_ridge_interactions,199,20660743,24301780,estimated,0.04379620744759696,0.0337243537398229,0.05552828278712208,0.005,True,True
4,genuine_increment,True,polynomial_ridge_interactions,499,20660743,24301780,estimated,0.04379620744759696,0.03229121773612087,0.0547475413357469,0.005,True,True
4,genuine_increment,True,polynomial_ridge_interactions,999,20660743,24301780,estimated,0.04379620744759696,0.032282630605618694,0.054616085351138655,0.005,True,True
4,heteroskedastic_null,False,polynomial_ridge,99,20660743,24280757,estimated,-0.00011830856345213317,-0.001265276888277538,0.0019861145810752137,0.61,False,False
4,heteroskedastic_null,False,polynomial_ridge,199,20660743,24280757,estimated,-0.00011830856345213317,-0.0012766801112032782,0.0020883898694527567,0.61,False,False
4,heteroskedastic_null,False,polynomial_ridge,499,20660743,24280757,estimated,-0.00011830856345213317,-0.001339540331504466,0.0020757273704139954,0.61,False,False
4,heteroskedastic_null,False,polynomial_ridge,999,20660743,24280757,estimated,-0.00011830856345213317,-0.0014587527704126226,0.002039728875147735,0.61,False,False
4,heteroskedastic_null,False,polynomial_ridge_interactions,99,20660743,24281766,estimated,-0.0003778790836896865,-0.0005815289670240495,0.00031841290463866185,0.655,False,False
