sample_size,scenario,expected_increment,nuisance_model,repetitions,joint_support_rate,predictive_support_rate,median_delta_mse,median_refit_ci_low
100,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.008907868650061136,-0.07432340319301707
100,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00363823801049833,-0.054353713472457
100,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04665474988132633,0.030788816673972694
100,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.045877522074419905,0.030458101861876002
100,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0006850065597960725,-0.0022964478206466445
100,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0003113883215517064,-0.000969219213402602
100,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.0002638459435796983,-0.0014695674336618755
100,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00010519501353228444,-0.0007317778939844521
100,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0023898917448689876,-0.0048894757580497114
100,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0006619701090129528,-0.0024185314792466864
150,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.005955975221026304,-0.0212373719500479
150,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.001580384715227555,-0.01595024626718977
150,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04068390249139138,0.029577174525988334
150,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04050369623206387,0.030079018247686596
150,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.00035642160056050583,-0.0010285489696362754
150,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00015117475519632953,-0.0005157483282347543
150,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.04,-8.046771155772146e-05,-0.0005460281209236663
150,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.04,0.04,-5.511074607243444e-05,-0.0003805436981770562
150,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0013834444119620246,-0.002836323446285668
150,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.000273482049608028,-0.0009832405375505779
200,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.002780710515795995,-0.01140704245194328
200,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00199192723409769,-0.0066935526880625585
200,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.043006022854429726,0.03261197949099033
200,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04241459363341511,0.0317961774811577
200,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0002386080082200457,-0.000753839507805096
200,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-6.999347119196996e-05,-0.0003320551470579018
200,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.0001246147199554749,-0.00038017408102436424
200,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.04,-3.826572908295547e-05,-0.00026264497501865504
200,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.001142731615059095,-0.0017680335659943937
200,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00038880877346107734,-0.0007968431342039907
300,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0019400368395353605,-0.004037561010756341
300,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.000722112533134641,-0.0027426877392351364
300,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04163252644388482,0.03419018343949682
300,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04101562112813164,0.03376102091148004
300,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0002393420580720576,-0.00047975572287426284
300,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-3.872003055993903e-05,-0.00023851979440831696
300,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-5.3410012482686155e-05,-0.0002813778172690158
300,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-2.554469650116638e-06,-0.0001683823370142475
300,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0004547495554322496,-0.0010655964198704785
300,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00014485256447773973,-0.000468461405529318
