repetition,seed,scenario,expected_stable_increment,contains_conditional_increment,configurations,raw_spearman,raw_kendall,partial_spearman,granulated_kendall,granulated_min_axis,jiang_cmi,jiang_cmi_min_conditioning,mbe_additive_residual_r,mbe_additive_p,mbe_additive_delta,mbe_additive_delta_ci_low,mbe_additive_class,mbe_interaction_residual_r,mbe_interaction_p,mbe_interaction_delta,mbe_interaction_delta_ci_low,mbe_interaction_class
10,30364854,axis_specialist_proxy,False,False,27,0.8144078144078144,0.5954415954415955,-0.118938451318176,0.2098765432098766,-0.18518518518518517,0.044091818531237004,hp_a,-0.37606837606837606,0.051,-0.0018060966197738886,-0.00340260375176699,no-supported-increment,-0.1105006105006105,0.591,5.7485296804783356e-05,-0.00042716472868586995,no-supported-increment
10,30365863,sign_flip_increment,False,True,27,0.04029304029304029,0.019943019943019946,-0.19062025561534215,0.037037037037037035,-0.1111111111111111,0.00028691627396563465,none,-0.06898656898656899,0.769,-0.0009189313302155264,-0.01098133353552811,no-supported-increment,-0.2698412698412698,0.174,0.015926280537275767,0.0019679807946313987,predictive-improvement-only
11,30370825,independent_null,False,False,27,0.163003663003663,0.11680911680911683,-0.14982845443497003,-0.012345679012345697,-0.18518518518518523,0.00986483742788268,none,-0.3302808302808303,0.097,-0.0005256533142089792,-0.0011651987638519445,no-supported-increment,-0.3235653235653235,0.087,-0.0010277438792817171,-0.0015980011373106762,no-supported-increment
11,30371834,design_proxy,False,False,27,0.9835164835164836,0.9145299145299146,0.6545152533029852,0.8271604938271605,0.7037037037037037,0.4977429275746404,"hp_a,hp_c",0.6166056166056165,0.001,0.0030512886734541146,-0.0002755532965951318,residual-dependence-only,0.24358974358974358,0.216,0.0006408501934274946,-0.0006454502423745508,no-supported-increment
11,30372843,interaction_proxy,False,False,27,0.818070818070818,0.6410256410256411,0.355243766470732,0.35802469135802467,-0.40740740740740744,0.18986100620144208,"hp_a,hp_c",0.6941391941391941,0.001,0.005041369405946176,0.001228350963162674,increment-supported,-0.06349206349206347,0.768,-0.0018131468223362198,-0.0034684626066971867,no-supported-increment
11,30373852,genuine_increment,True,True,27,0.3919413919413919,0.264957264957265,0.7599217888776183,0.6049382716049383,0.18518518518518523,0.03703914677774088,hp_b,0.8669108669108669,0.001,0.03536988648093724,0.016531659878383693,increment-supported,0.8656898656898656,0.001,0.034692447428892596,0.008343580510930688,increment-supported
11,30374861,axis_specialist_proxy,False,False,27,0.833943833943834,0.6410256410256411,0.049772752720906685,0.25925925925925924,-0.2592592592592593,0.013011811546593867,hp_a,0.2838827838827839,0.153,-0.0003320582946827154,-0.0012444999293066696,no-supported-increment,0.019536019536019536,0.918,-0.000764213513869778,-0.001448551074562666,no-supported-increment
11,30375870,sign_flip_increment,False,True,27,0.3156288156288157,0.19088319088319092,0.18742001891873522,0.1111111111111111,0.037037037037037056,0.026445285605893352,none,0.184981684981685,0.37,-0.019659994390866707,-0.03234506625319729,no-supported-increment,-0.4157509157509158,0.03,0.01852935689759566,0.004541668156200803,increment-supported
12,30380832,independent_null,False,False,27,0.13247863247863248,0.09401709401709403,0.0022195352378510903,-0.012345679012345697,-0.2592592592592593,0.006385571799925109,none,-0.33821733821733824,0.074,-0.0027952411283080087,-0.005520471558938969,no-supported-increment,-0.24725274725274726,0.223,-0.000382457615341239,-0.0010316035144795404,no-supported-increment
12,30381841,design_proxy,False,False,27,0.9645909645909645,0.8689458689458691,0.636400550110118,0.7530864197530865,0.6296296296296295,0.2720725588507979,"hp_a,hp_c",0.832112332112332,0.001,0.0016180260426621514,-0.0021242429610966126,residual-dependence-only,0.6086691086691086,0.001,-0.0005175415365627194,-0.0016123917534276884,residual-dependence-only
12,30382850,interaction_proxy,False,False,27,0.8846153846153846,0.6980056980056981,0.31422609652181765,0.5555555555555555,-0.03703703703703706,0.15275828606387543,"hp_a,hp_c",0.7802197802197801,0.001,0.0024227676037967515,-0.0005826719210135199,residual-dependence-only,0.6489621489621489,0.001,-0.0004744183028394088,-0.0011014891286550484,residual-dependence-only
12,30383859,genuine_increment,True,True,27,0.5006105006105006,0.33333333333333337,0.7035847627299098,0.40740740740740744,0.18518518518518523,0.0817041659455104,none,0.8199023199023199,0.001,0.02014580147230732,0.005808137660390778,increment-supported,0.9041514041514042,0.001,0.03862498797627513,0.01857859001799003,increment-supported
12,30384868,axis_specialist_proxy,False,False,27,0.8907203907203908,0.7321937321937323,0.10986094986164503,0.5061728395061729,0.1111111111111111,0.04000943509583709,hp_a,0.17155067155067155,0.396,-0.0017123573431013697,-0.0033578751408968144,no-supported-increment,0.31929181929181927,0.109,-0.0006989114325019162,-0.0014685955943776674,no-supported-increment
12,30385877,sign_flip_increment,False,True,27,0.2936507936507936,0.19088319088319092,0.049374542893011894,-0.012345679012345697,-0.2592592592592593,0.013270213960504793,hp_a,0.10989010989010989,0.609,0.006860869829067383,-0.007261903097210672,no-supported-increment,-0.3156288156288157,0.127,0.022236065462616937,0.009348530179422153,predictive-improvement-only
13,30390839,independent_null,False,False,27,0.15873015873015872,0.13960113960113962,-0.12559657088654233,0.012345679012345685,-0.18518518518518523,0.014103986513193877,none,-0.03235653235653236,0.866,-0.0007960572665007444,-0.0018163196861584686,no-supported-increment,-0.16788766788766787,0.388,0.0008126419903117053,-0.00041187993161720003,no-supported-increment
