reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,degree,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,5,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,320769744,3025269744,polynomial_ridge,estimated,-0.00011638258519555537,0.5,-0.0016607536158088293,0.0010530041640846503,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,5,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,320769744,3025269744,polynomial_ridge_interactions,estimated,-0.0006115384091458307,0.01,-0.020614772083246847,0.0009392799018448619,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,6,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,320869747,3026269747,polynomial_ridge,estimated,-0.00014630446103908613,0.39,-0.0013734426482285246,0.001131213004860264,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,6,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,320869747,3026269747,polynomial_ridge_interactions,estimated,-0.0005446865510074343,0.99,-0.024928319283795904,0.0013853719863061963,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,7,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,320969750,3027269750,polynomial_ridge,estimated,-0.0001552145857890621,0.84,-0.001978698886803179,0.0006866678345823821,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,7,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,320969750,3027269750,polynomial_ridge_interactions,estimated,-0.0010167502163517033,0.3,-0.02577568628924899,0.0012286949722048381,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,8,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321069753,3028269753,polynomial_ridge,estimated,-0.00013003838146594397,0.21,-0.002171668450426724,0.001158960922468157,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,8,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321069753,3028269753,polynomial_ridge_interactions,estimated,-0.00010707846562033204,0.56,-0.024568386593714058,0.0014978709014510688,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321169756,3029269756,polynomial_ridge,estimated,-0.0004820988583379574,0.05,-0.0017304525677203206,0.0011888709487888904,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,9,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321169756,3029269756,polynomial_ridge_interactions,estimated,-0.0004670767814751531,0.3,-0.028110105919228814,0.0006176723424037955,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321269759,3030269759,polynomial_ridge,estimated,-0.000322264108521029,0.27,-0.0020015302345954868,0.0005431994866810857,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,10,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321269759,3030269759,polynomial_ridge_interactions,estimated,-0.0005556816886399607,0.08,-0.031744975566221356,0.0013296171618937794,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321369762,3031269762,polynomial_ridge,estimated,-0.0008067052957148469,0.53,-0.001982464796299851,0.0013728965788408667,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,11,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321369762,3031269762,polynomial_ridge_interactions,estimated,-0.0005601925570817485,0.09,-0.022669085714993164,0.001870330463420985,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321469765,3032269765,polynomial_ridge,estimated,-0.0001895637022338724,0.29,-0.0021592273347006523,0.001164600618072071,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321469765,3032269765,polynomial_ridge_interactions,estimated,-0.0005753216327279115,0.68,-0.027328543271923307,0.0009358850273888355,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321569768,3033269768,polynomial_ridge,estimated,-0.0002137543500348206,0.55,-0.0023325183340599277,0.0010549580732890037,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321569768,3033269768,polynomial_ridge_interactions,estimated,-0.0006013768847634385,0.02,-0.020129721766308627,0.0047727935420473384,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321669771,3034269771,polynomial_ridge,estimated,-0.0005559418324150456,0.73,-0.0017051533161920214,0.0008278810144514732,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321669771,3034269771,polynomial_ridge_interactions,estimated,-0.00026114332827198113,0.19,-0.016809657045927635,0.0008055930779298317,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321769774,3035269774,polynomial_ridge,estimated,0.00011792347601998084,0.2,-0.0021036229697842064,0.0014958969869621169,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321769774,3035269774,polynomial_ridge_interactions,estimated,-0.000346863740787308,0.38,-0.022857315998647463,0.0007145044131657736,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321869777,3036269777,polynomial_ridge,estimated,-6.913441291007158e-05,0.19,-0.0017345123049273099,0.0006975785178335032,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321869777,3036269777,polynomial_ridge_interactions,estimated,0.0002493789532365671,0.43,-0.022386918066115022,0.001757890239516696,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321969780,3037269780,polynomial_ridge,estimated,-0.0001234817372003853,0.63,-0.0016652673613029101,0.0008150958697920953,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,321969780,3037269780,polynomial_ridge_interactions,estimated,-0.0009523547325276038,0.82,-0.02274262165912498,0.001544130136475681,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322069783,3038269783,polynomial_ridge,estimated,-0.00022528060657560876,0.37,-0.0019521963110201372,0.0010062559127222031,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322069783,3038269783,polynomial_ridge_interactions,estimated,-0.0004158395207841349,0.07,-0.008972488659280744,0.000969811115827636,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322169786,3039269786,polynomial_ridge,estimated,-9.046381652784603e-05,0.03,-0.0014863334703722883,0.0012729140745956675,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322169786,3039269786,polynomial_ridge_interactions,estimated,-0.001484323304843989,0.23,-0.016821418015313564,0.0017779457965066531,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322269789,3040269789,polynomial_ridge,estimated,-0.0002901950362473129,0.99,-0.001693427597863523,0.0010183436610356558,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322269789,3040269789,polynomial_ridge_interactions,estimated,-0.0009877159516851492,0.85,-0.027016962741943675,0.0006982068418994992,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322369792,3041269792,polynomial_ridge,estimated,-0.00011320735073091538,0.17,-0.0018131597076091704,0.0008327827925341739,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322369792,3041269792,polynomial_ridge_interactions,estimated,-0.00011052979266039484,0.09,-0.019244021581023583,0.00267617733910501,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322469795,3042269795,polynomial_ridge,estimated,-0.0004536280422025628,0.69,-0.0019441128740372644,0.0007553483782051372,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322469795,3042269795,polynomial_ridge_interactions,estimated,-0.00021658725472373241,0.01,-0.022993775086667927,0.0006308951634447017,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322569798,3043269798,polynomial_ridge,estimated,-0.00022065101785648245,0.54,-0.0019409979012405137,0.0010552672520744424,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322569798,3043269798,polynomial_ridge_interactions,estimated,-0.0026645461880571352,0.02,-0.03884953094738229,0.0010935988373687755,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322669801,3044269801,polynomial_ridge,estimated,-0.00018839793167918376,0.39,-0.0015375896311761487,0.0008895683510490849,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322669801,3044269801,polynomial_ridge_interactions,estimated,-0.0014564953332344317,0.95,-0.021823804165379053,0.0008066910671392263,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322769804,3045269804,polynomial_ridge,estimated,-0.0004084739209643054,0.77,-0.0015469539071064698,0.0004337018312167965,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322769804,3045269804,polynomial_ridge_interactions,estimated,-0.00015140451717497445,0.48,-0.014231692603210184,0.0013894289887220977,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322869807,3046269807,polynomial_ridge,estimated,-0.00020427592260857707,0.96,-0.0016667110824368347,0.0008795907108317073,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322869807,3046269807,polynomial_ridge_interactions,estimated,-0.00037001964656271685,0.8,-0.022843573483836085,0.0011497573281027177,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322969810,3047269810,polynomial_ridge,estimated,-0.000194137155060543,0.58,-0.001925202261114413,0.0009648811075744156,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,322969810,3047269810,polynomial_ridge_interactions,estimated,-0.0005178026774986825,0.88,-0.012288555055497698,0.0009930228443580215,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323069813,3048269813,polynomial_ridge,estimated,-0.00012615906156840948,0.36,-0.0018079397090499632,0.0008765211661452463,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323069813,3048269813,polynomial_ridge_interactions,estimated,-5.7750437945854136e-05,0.08,-0.028876144084180544,0.0006932651118356743,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323169816,3049269816,polynomial_ridge,estimated,-0.0005657542608555276,0.48,-0.0024289426814809436,0.0011039079639586597,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323169816,3049269816,polynomial_ridge_interactions,estimated,-0.0003956232450148579,0.02,-0.02312156696153177,0.0010770305372776413,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323269819,3050269819,polynomial_ridge,estimated,-9.924791799133725e-05,0.24,-0.002441059648321932,0.0009222753933922235,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323269819,3050269819,polynomial_ridge_interactions,estimated,-4.177572851926138e-05,0.54,-0.018810461075384245,0.0006650454724284969,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323369822,3051269822,polynomial_ridge,estimated,3.5234501123004944e-05,0.04,-0.0015375023204256435,0.001160679107569003,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323369822,3051269822,polynomial_ridge_interactions,estimated,-9.285172895637911e-05,0.27,-0.02431070182182723,0.0011793302565252046,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323469825,3052269825,polynomial_ridge,estimated,-0.00019602466901209436,0.29,-0.0012287332754446396,0.0012121542125260452,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323469825,3052269825,polynomial_ridge_interactions,estimated,-0.0016531428269764923,0.75,-0.016678836125307992,0.0006330065896282178,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323569828,3053269828,polynomial_ridge,estimated,-0.00023684717687035266,0.71,-0.0017288994676537496,0.0007179796945331451,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323569828,3053269828,polynomial_ridge_interactions,estimated,-0.0012954375870509185,0.49,-0.01842587411930738,0.00032949922382658424,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323669831,3054269831,polynomial_ridge,estimated,-0.00022949047269957387,0.98,-0.0014224054073919464,0.0006333435665938966,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323669831,3054269831,polynomial_ridge_interactions,estimated,-0.0007493196363543972,0.31,-0.02013161508663423,0.0004816557107560905,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323769834,3055269834,polynomial_ridge,estimated,-0.00029355118211888114,0.99,-0.0017764813616182196,0.0007945739644885598,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323769834,3055269834,polynomial_ridge_interactions,estimated,-0.0004270799532578877,0.82,-0.0125864128163974,0.0008180824345728912,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323869837,3056269837,polynomial_ridge,estimated,-0.00037443457453092835,0.85,-0.0016812088065844993,0.001210416592390883,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323869837,3056269837,polynomial_ridge_interactions,estimated,-0.0010912200816293694,0.18,-0.016856923551351048,0.0012708582852729773,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323969840,3057269840,polynomial_ridge,estimated,-0.0004445005349646956,0.91,-0.002139757106095328,0.0009578385541361044,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,323969840,3057269840,polynomial_ridge_interactions,estimated,-0.0008908917724892013,0.36,-0.02038980929323464,0.0023527441070026194,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324069843,3058269843,polynomial_ridge,estimated,-0.0003914103533145558,0.83,-0.002022277057517648,0.0008549150697193281,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324069843,3058269843,polynomial_ridge_interactions,estimated,-0.0002513089877270644,0.7,-0.013552649244604222,0.0009388038044286777,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324169846,3059269846,polynomial_ridge,estimated,7.800006136607753e-05,0.62,-0.001283352875573375,0.001381923837381836,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324169846,3059269846,polynomial_ridge_interactions,estimated,0.000218858041950777,0.19,-0.026323542590039384,0.0007141755228617057,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324269849,3060269849,polynomial_ridge,estimated,2.9225380401106792e-05,0.5,-0.0018957102591959179,0.0009311836445062928,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324269849,3060269849,polynomial_ridge_interactions,estimated,-0.000839801643919268,0.47,-0.019794082066840444,0.0003373782975829464,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324369852,3061269852,polynomial_ridge,estimated,-0.000487515846482987,0.31,-0.002093023123859572,0.0012695454136552676,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.0,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,4,324369852,3061269852,polynomial_ridge_interactions,estimated,-0.0018189613055478537,0.15,-0.01760291249729871,0.0029063998422127813,False,False
