shard,sample_size,repetition,scenario,expected_increment,nuisance_model,residual_p,delta_mse,refit_delta_mse_ci_low,joint_supported,predictive_supported
inference_shard_02,150,9,nonlinear_proxy,False,polynomial_ridge_interactions,0.75,-0.0002903330250142,-0.0003945411780641,False,False
inference_shard_02,150,9,heteroskedastic_null,False,polynomial_ridge,0.49,-0.0003602920984551,-0.0010731623169557,False,False
inference_shard_02,150,9,heteroskedastic_null,False,polynomial_ridge_interactions,0.565,0.0001493067382676,-0.0005206309553086,False,False
inference_shard_02,150,9,clustered_null,False,polynomial_ridge,0.415,-0.0023366226475454,-0.0104432169593373,False,False
inference_shard_02,150,9,clustered_null,False,polynomial_ridge_interactions,0.91,-0.0008570196314605,-0.0086937052247634,False,False
inference_shard_02,150,9,genuine_increment,True,polynomial_ridge,0.005,0.0434544471951207,0.0282927975896133,True,True
inference_shard_02,150,9,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0424172782125358,0.026827939502352,True,True
inference_shard_02,150,10,null_metric,False,polynomial_ridge,0.96,-0.0014921183677531,-0.0028496150338549,False,False
inference_shard_02,150,10,null_metric,False,polynomial_ridge_interactions,0.875,-0.000331891259645,-0.0008754850497478,False,False
inference_shard_02,150,10,nonlinear_proxy,False,polynomial_ridge,0.105,-0.0005059203129429,-0.0006873567319669,False,False
inference_shard_02,150,10,nonlinear_proxy,False,polynomial_ridge_interactions,0.425,-4.4560189904890336e-05,-0.0005571371291372,False,False
inference_shard_02,150,10,heteroskedastic_null,False,polynomial_ridge,0.35,-0.0006847599248586,-0.0011896096844827,False,False
inference_shard_02,150,10,heteroskedastic_null,False,polynomial_ridge_interactions,0.52,-0.0003420258612965,-0.0010643999401022,False,False
inference_shard_02,150,10,clustered_null,False,polynomial_ridge,0.075,0.0013403918265039,-0.0189075528229267,False,False
inference_shard_02,150,10,clustered_null,False,polynomial_ridge_interactions,0.57,-0.0007170793686973,-0.0250841467067635,False,False
inference_shard_02,150,10,genuine_increment,True,polynomial_ridge,0.005,0.0372764474543864,0.026722623245437,True,True
inference_shard_02,150,10,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0381960861912487,0.0262595751955216,True,True
inference_shard_02,150,11,null_metric,False,polynomial_ridge,0.985,-0.0009336799129902,-0.0018671965711458,False,False
inference_shard_02,150,11,null_metric,False,polynomial_ridge_interactions,0.845,-0.000390125707285,-0.0013107089413412,False,False
inference_shard_02,150,11,nonlinear_proxy,False,polynomial_ridge,0.98,-0.0002738728311532,-0.000959595158202,False,False
inference_shard_02,150,11,nonlinear_proxy,False,polynomial_ridge_interactions,0.985,-0.000515212233416,-0.0004385731144982,False,False
inference_shard_02,150,11,heteroskedastic_null,False,polynomial_ridge,0.06,-0.0001156773291419,-0.0010940244669977,False,False
inference_shard_02,150,11,heteroskedastic_null,False,polynomial_ridge_interactions,0.035,3.543416651136978e-05,-0.000459274179709,False,False
inference_shard_02,150,11,clustered_null,False,polynomial_ridge,0.16,-0.0157269930885322,-0.0313000767371993,False,False
inference_shard_02,150,11,clustered_null,False,polynomial_ridge_interactions,0.705,-0.0081328176274288,-0.0263549916029514,False,False
inference_shard_02,150,11,genuine_increment,True,polynomial_ridge,0.005,0.0403308677096372,0.0323236730844798,True,True
inference_shard_02,150,11,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0419769436908066,0.0337425532030641,True,True
inference_shard_02,150,12,null_metric,False,polynomial_ridge,0.76,-0.0005661412863529,-0.0021059402786309,False,False
inference_shard_02,150,12,null_metric,False,polynomial_ridge_interactions,0.7,0.000266366275831,-0.000473243576752,False,False
inference_shard_02,150,12,nonlinear_proxy,False,polynomial_ridge,0.445,-0.0003425981749633,-0.0011979254267529,False,False
inference_shard_02,150,12,nonlinear_proxy,False,polynomial_ridge_interactions,0.995,-0.0002447517584528,-0.0008588727629247,False,False
inference_shard_02,150,12,heteroskedastic_null,False,polynomial_ridge,0.91,-0.0008612468421661,-0.0010553845079983,False,False
inference_shard_02,150,12,heteroskedastic_null,False,polynomial_ridge_interactions,0.785,-0.0003376291959602,-0.0005837403760315,False,False
inference_shard_02,150,12,clustered_null,False,polynomial_ridge,0.035,0.0048110253369541,-0.0143764851404848,False,False
inference_shard_02,150,12,clustered_null,False,polynomial_ridge_interactions,0.02,0.0075407040744881,-0.0149156589777286,False,False
inference_shard_02,150,12,genuine_increment,True,polynomial_ridge,0.005,0.0411420791534672,0.0311329488331374,True,True
inference_shard_02,150,12,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0400598905454319,0.0298465482225264,True,True
inference_shard_02,150,13,null_metric,False,polynomial_ridge,0.87,-0.0019193054561614,-0.0024774359902983,False,False
inference_shard_02,150,13,null_metric,False,polynomial_ridge_interactions,0.91,0.0002398900667942,-0.0010116130793884,False,False
inference_shard_02,150,13,nonlinear_proxy,False,polynomial_ridge,0.66,-0.0006812294383646,-0.0012901248720593,False,False
inference_shard_02,150,13,nonlinear_proxy,False,polynomial_ridge_interactions,0.445,-1.4301505970404011e-05,-0.0005258139931556,False,False
inference_shard_02,150,13,heteroskedastic_null,False,polynomial_ridge,0.025,-0.000449849677702,-0.0011155600779853,False,False
inference_shard_02,150,13,heteroskedastic_null,False,polynomial_ridge_interactions,0.075,-0.0006179255604307,-0.0008107900764279,False,False
inference_shard_02,150,13,clustered_null,False,polynomial_ridge,0.055,-0.0005688616683729,-0.0067884365462885,False,False
inference_shard_02,150,13,clustered_null,False,polynomial_ridge_interactions,0.085,0.0048096974565168,-0.0071855820342105,False,False
inference_shard_02,150,13,genuine_increment,True,polynomial_ridge,0.005,0.0471059091311478,0.0404740457677548,True,True
inference_shard_02,150,13,genuine_increment,True,polynomial_ridge_interactions,0.005,0.046876201048742,0.037789947853432,True,True
inference_shard_02,150,14,null_metric,False,polynomial_ridge,0.685,-0.0022225755918281,-0.0027091251702549,False,False
inference_shard_02,150,14,null_metric,False,polynomial_ridge_interactions,0.99,-0.0010281612723121,-0.0014020269000655,False,False
inference_shard_02,150,14,nonlinear_proxy,False,polynomial_ridge,0.53,0.0004796001761492,-5.072903624731791e-05,False,False
inference_shard_02,150,14,nonlinear_proxy,False,polynomial_ridge_interactions,0.565,6.489103413056911e-06,-0.0002522381382886,False,False
inference_shard_02,150,14,heteroskedastic_null,False,polynomial_ridge,0.63,-0.0009576121250162,-0.0014214185860601,False,False
inference_shard_02,150,14,heteroskedastic_null,False,polynomial_ridge_interactions,0.845,-0.0002438651622294,-0.0007509037739881,False,False
inference_shard_02,150,14,clustered_null,False,polynomial_ridge,0.38,-0.0030849263461364,-0.0300087247240801,False,False
inference_shard_02,150,14,clustered_null,False,polynomial_ridge_interactions,0.99,-0.0028198657214741,-0.0115755905911043,False,False
inference_shard_02,150,14,genuine_increment,True,polynomial_ridge,0.005,0.0418210851573304,0.0303645854567489,True,True
inference_shard_02,150,14,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0397324522350661,0.0310917178529197,True,True
inference_shard_02,150,15,null_metric,False,polynomial_ridge,0.165,-0.0019874467883653,-0.0034496048256927,False,False
inference_shard_02,150,15,null_metric,False,polynomial_ridge_interactions,0.19,-0.0003673032165589,-0.0011919357706639,False,False
inference_shard_02,150,15,nonlinear_proxy,False,polynomial_ridge,0.08,-0.0002433381984481,-0.0008281896698026,False,False
inference_shard_02,150,15,nonlinear_proxy,False,polynomial_ridge_interactions,0.08,1.7093820805625867e-05,-0.0003052936966825,False,False
inference_shard_02,150,15,heteroskedastic_null,False,polynomial_ridge,0.405,-0.0006703275790739,-0.0014963487576311,False,False
inference_shard_02,150,15,heteroskedastic_null,False,polynomial_ridge_interactions,0.53,-0.0005530398545275,-0.0008385805464633,False,False
inference_shard_02,150,15,clustered_null,False,polynomial_ridge,0.015,0.0033911695695005,-0.0058608549451015,False,False
inference_shard_02,150,15,clustered_null,False,polynomial_ridge_interactions,0.08,0.0002465963540065,-0.0033089747361401,False,False
inference_shard_02,150,15,genuine_increment,True,polynomial_ridge,0.005,0.0367434940499815,0.0288545847953684,True,True
inference_shard_02,150,15,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0362315730868387,0.0267535138546201,True,True
inference_shard_02,150,16,null_metric,False,polynomial_ridge,0.745,-0.0002875953787046,-0.004098121674629,False,False
inference_shard_02,150,16,null_metric,False,polynomial_ridge_interactions,0.93,2.321852642184208e-05,-0.0012210078818683,False,False
inference_shard_02,150,16,nonlinear_proxy,False,polynomial_ridge,0.615,-0.0001983482294982,-0.0007314929304032,False,False
inference_shard_02,150,16,nonlinear_proxy,False,polynomial_ridge_interactions,0.84,-5.784794786088503e-05,-0.000393127782512,False,False
inference_shard_02,150,16,heteroskedastic_null,False,polynomial_ridge,0.41,-0.0007180761444112,-0.0016439786457796,False,False
inference_shard_02,150,16,heteroskedastic_null,False,polynomial_ridge_interactions,0.59,-0.0002009917106367,-0.0005753695418134,False,False
inference_shard_02,150,16,clustered_null,False,polynomial_ridge,0.79,-0.0041952694771727,-0.0231774948161452,False,False
inference_shard_02,150,16,clustered_null,False,polynomial_ridge_interactions,0.865,-0.003369386609533,-0.0200290450308096,False,False
inference_shard_02,150,16,genuine_increment,True,polynomial_ridge,0.005,0.051480784247054,0.039442905972181,True,True
inference_shard_02,150,16,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0474391401157541,0.0371051871107368,True,True
inference_shard_02,150,17,null_metric,False,polynomial_ridge,0.465,-0.0006124364320326,-0.0017163814586346,False,False
inference_shard_02,150,17,null_metric,False,polynomial_ridge_interactions,0.31,-0.0002736507097864,-0.0008371223847546,False,False
inference_shard_02,150,17,nonlinear_proxy,False,polynomial_ridge,0.235,-0.0001970724394063,-0.0007804546485298,False,False
inference_shard_02,150,17,nonlinear_proxy,False,polynomial_ridge_interactions,0.485,3.0358685124903285e-05,-0.0006468065562393,False,False
inference_shard_02,150,17,heteroskedastic_null,False,polynomial_ridge,0.31,-8.978076085778414e-05,-0.0006353300424793,False,False
inference_shard_02,150,17,heteroskedastic_null,False,polynomial_ridge_interactions,0.75,-6.609154165836476e-05,-0.0003147592103948,False,False
inference_shard_02,150,17,clustered_null,False,polynomial_ridge,0.44,-0.0028066946784709,-0.0113557842028362,False,False
inference_shard_02,150,17,clustered_null,False,polynomial_ridge_interactions,0.435,-5.947464978197856e-05,-0.0075116691498548,False,False
inference_shard_02,150,17,genuine_increment,True,polynomial_ridge,0.005,0.0434436588366939,0.0338409026220349,True,True
inference_shard_02,150,17,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0432920625086454,0.0316160871846693,True,True
inference_shard_02,150,18,null_metric,False,polynomial_ridge,0.435,-0.0007485685411744,-0.002846588896905,False,False
inference_shard_02,150,18,null_metric,False,polynomial_ridge_interactions,0.34,-0.0004808042187669,-0.0012243183943121,False,False
inference_shard_02,150,18,nonlinear_proxy,False,polynomial_ridge,0.775,0.0005684824814316,-0.0007045378221438,False,False
inference_shard_02,150,18,nonlinear_proxy,False,polynomial_ridge_interactions,0.94,-0.0002378680466439,-0.0006754438439051,False,False
inference_shard_02,150,18,heteroskedastic_null,False,polynomial_ridge,0.97,-2.1739718767264243e-05,-0.0010260164303766,False,False
inference_shard_02,150,18,heteroskedastic_null,False,polynomial_ridge_interactions,0.59,6.788934797863008e-06,-0.0007833639783743,False,False
inference_shard_02,150,18,clustered_null,False,polynomial_ridge,0.01,0.0019550265891115,-0.033622122800501,False,False
inference_shard_02,150,18,clustered_null,False,polynomial_ridge_interactions,0.02,0.0061773866799366,-0.0119696609402507,False,False
inference_shard_02,150,18,genuine_increment,True,polynomial_ridge,0.005,0.0469511239975677,0.0343451902874802,True,True
inference_shard_02,150,18,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0468757845044894,0.0343273168023241,True,True
inference_shard_02,150,19,null_metric,False,polynomial_ridge,0.63,-0.0010692365646223,-0.0025770929946378,False,False
inference_shard_02,150,19,null_metric,False,polynomial_ridge_interactions,0.96,-0.0003292188899619,-0.0014642462649672,False,False
inference_shard_02,150,19,nonlinear_proxy,False,polynomial_ridge,0.79,-0.000359528864728,-0.000710218734989,False,False
inference_shard_02,150,19,nonlinear_proxy,False,polynomial_ridge_interactions,0.62,-6.0609185684608845e-05,-0.0003210295263415,False,False
inference_shard_02,150,19,heteroskedastic_null,False,polynomial_ridge,0.86,-0.0004867584825319,-0.0017603594652436,False,False
inference_shard_02,150,19,heteroskedastic_null,False,polynomial_ridge_interactions,0.57,-0.0003894653762804,-0.0009140155026957,False,False
inference_shard_02,150,19,clustered_null,False,polynomial_ridge,0.73,-0.000669592186181,-0.021824779836382,False,False
inference_shard_02,150,19,clustered_null,False,polynomial_ridge_interactions,0.27,-0.0046510543452498,-0.0092228628431423,False,False
inference_shard_02,150,19,genuine_increment,True,polynomial_ridge,0.005,0.0428056737046998,0.0339123509011246,True,True
inference_shard_02,150,19,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0441161711114164,0.0319797245731358,True,True
inference_shard_02,150,20,null_metric,False,polynomial_ridge,0.675,-0.0004308549081311,-0.0017591865831552,False,False
inference_shard_02,150,20,null_metric,False,polynomial_ridge_interactions,0.54,-0.0002499960284054,-0.0009149098966746,False,False
inference_shard_02,150,20,nonlinear_proxy,False,polynomial_ridge,0.81,-0.0004078633711993,-0.0015405306574849,False,False
inference_shard_02,150,20,nonlinear_proxy,False,polynomial_ridge_interactions,0.825,-6.005073815824706e-05,-0.0009478205588916,False,False
inference_shard_02,150,20,heteroskedastic_null,False,polynomial_ridge,0.845,-0.0002003582007997,-0.0010918535585882,False,False
inference_shard_02,150,20,heteroskedastic_null,False,polynomial_ridge_interactions,0.62,-0.0002102944539067,-0.0004541734795907,False,False
inference_shard_02,150,20,clustered_null,False,polynomial_ridge,0.205,-0.0339134391411144,-0.0369587741252273,False,False
inference_shard_02,150,20,clustered_null,False,polynomial_ridge_interactions,0.5,-0.0069825326438041,-0.0251407406151601,False,False
inference_shard_02,150,20,genuine_increment,True,polynomial_ridge,0.005,0.0412548090686187,0.0304409552626832,True,True
inference_shard_02,150,20,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0393855812243563,0.0314784931350442,True,True
inference_shard_02,150,21,null_metric,False,polynomial_ridge,0.42,2.953070173550981e-06,-0.001600841791017,False,False
inference_shard_02,150,21,null_metric,False,polynomial_ridge_interactions,0.875,-0.000343428551087,-0.0008252273493265,False,False
inference_shard_02,150,21,nonlinear_proxy,False,polynomial_ridge,0.555,-0.0003564354214354,-0.0005940041324095,False,False
inference_shard_02,150,21,nonlinear_proxy,False,polynomial_ridge_interactions,0.15,-8.256751289457097e-05,-0.0004696330262505,False,False
inference_shard_02,150,21,heteroskedastic_null,False,polynomial_ridge,0.59,-0.0009651262828134,-0.0013927277371748,False,False
inference_shard_02,150,21,heteroskedastic_null,False,polynomial_ridge_interactions,0.335,-1.769511958275502e-05,-0.0004771487386828,False,False
inference_shard_02,150,21,clustered_null,False,polynomial_ridge,0.945,-0.0011303553685774,-0.0104302971101054,False,False
inference_shard_02,150,21,clustered_null,False,polynomial_ridge_interactions,0.78,0.0012681737948744,-0.0092375527614727,False,False
inference_shard_02,150,21,genuine_increment,True,polynomial_ridge,0.005,0.0396248361710016,0.031055500550893,True,True
inference_shard_02,150,21,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0398544795248066,0.0283245729201955,True,True
inference_shard_02,150,22,null_metric,False,polynomial_ridge,0.01,-0.0014133267303114,-0.0029210973252418,False,False
inference_shard_02,150,22,null_metric,False,polynomial_ridge_interactions,0.005,-0.0006529800706153,-0.0013729864864884,False,False
inference_shard_02,150,22,nonlinear_proxy,False,polynomial_ridge,0.11,-3.536426737320644e-05,-0.0003823165718302,False,False
inference_shard_02,150,22,nonlinear_proxy,False,polynomial_ridge_interactions,0.085,-0.0001097445667471,-0.0004727152486485,False,False
inference_shard_02,150,22,heteroskedastic_null,False,polynomial_ridge,0.615,-0.0005754284935423,-0.001522675124821,False,False
inference_shard_02,150,22,heteroskedastic_null,False,polynomial_ridge_interactions,0.36,-0.0001288577535064,-0.0009268725971171,False,False
inference_shard_02,150,22,clustered_null,False,polynomial_ridge,0.985,-0.0025740558117827,-0.0067140314920828,False,False
inference_shard_02,150,22,clustered_null,False,polynomial_ridge_interactions,0.2,-0.002830811738783,-0.0071351874400188,False,False
inference_shard_02,150,22,genuine_increment,True,polynomial_ridge,0.005,0.0359402422733004,0.0258877528687837,True,True
inference_shard_02,150,22,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0359869447113641,0.0262051454324577,True,True
inference_shard_02,150,23,null_metric,False,polynomial_ridge,0.155,-0.0018206565346244,-0.0023737634787467,False,False
inference_shard_02,150,23,null_metric,False,polynomial_ridge_interactions,0.255,-0.0010382305603186,-0.0010426629616074,False,False
inference_shard_02,150,23,nonlinear_proxy,False,polynomial_ridge,0.26,-9.622976070393884e-05,-0.0010604898598454,False,False
inference_shard_02,150,23,nonlinear_proxy,False,polynomial_ridge_interactions,0.81,-0.0001795679088535,-0.0004832002900579,False,False
inference_shard_02,150,23,heteroskedastic_null,False,polynomial_ridge,0.13,-0.0003975324042163,-0.0008307635677776,False,False
inference_shard_02,150,23,heteroskedastic_null,False,polynomial_ridge_interactions,0.585,-1.890926043648673e-05,-0.0004297790181592,False,False
inference_shard_02,150,23,clustered_null,False,polynomial_ridge,0.87,-0.0071620800668969,-0.0234888375787232,False,False
inference_shard_02,150,23,clustered_null,False,polynomial_ridge_interactions,0.955,0.0009467698979263,-0.0107135407660508,False,False
inference_shard_02,150,23,genuine_increment,True,polynomial_ridge,0.005,0.0305932277303076,0.0229763036462261,True,True
inference_shard_02,150,23,genuine_increment,True,polynomial_ridge_interactions,0.005,0.030162903859546,0.0212322065236259,True,True
inference_shard_02,150,24,null_metric,False,polynomial_ridge,0.08,-0.0014432901369177,-0.0018370233720476,False,False
inference_shard_02,150,24,null_metric,False,polynomial_ridge_interactions,0.12,-0.0007728172662933,-0.0010043649522432,False,False
inference_shard_02,150,24,nonlinear_proxy,False,polynomial_ridge,0.51,-0.000387158686736,-0.001289175380489,False,False
inference_shard_02,150,24,nonlinear_proxy,False,polynomial_ridge_interactions,0.91,-7.026109331003706e-05,-0.0005112870159483,False,False
inference_shard_02,150,24,heteroskedastic_null,False,polynomial_ridge,0.385,-0.0009543734425638,-0.0011356216022328,False,False
inference_shard_02,150,24,heteroskedastic_null,False,polynomial_ridge_interactions,0.315,-6.973086718142611e-05,-0.0005799529791988,False,False
inference_shard_02,150,24,clustered_null,False,polynomial_ridge,0.58,-0.0023527414182225,-0.0079237429716832,False,False
inference_shard_02,150,24,clustered_null,False,polynomial_ridge_interactions,0.505,-0.0010467691218161,-0.0073010935644553,False,False
inference_shard_02,150,24,genuine_increment,True,polynomial_ridge,0.005,0.0289342569461474,0.021576600079669,True,True
inference_shard_02,150,24,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0302805299548045,0.0217965869383186,True,True
inference_shard_02,200,0,null_metric,False,polynomial_ridge,0.955,-7.56664925805825e-05,-0.0018963329464041,False,False
inference_shard_02,200,0,null_metric,False,polynomial_ridge_interactions,0.69,-0.0003221343198476,-0.0013880654189764,False,False
inference_shard_02,200,0,nonlinear_proxy,False,polynomial_ridge,0.43,-0.0003389649612038,-0.0004623262986646,False,False
inference_shard_02,200,0,nonlinear_proxy,False,polynomial_ridge_interactions,0.555,5.378717107816771e-05,-0.0001919035961482,False,False
inference_shard_02,200,0,heteroskedastic_null,False,polynomial_ridge,0.24,-0.0002563480053874,-0.0008414803910638,False,False
inference_shard_02,200,0,heteroskedastic_null,False,polynomial_ridge_interactions,0.185,-8.443557726714804e-05,-0.0002944863630424,False,False
inference_shard_02,200,0,clustered_null,False,polynomial_ridge,0.395,-0.0030128909160625,-0.0078588396649121,False,False
inference_shard_02,200,0,clustered_null,False,polynomial_ridge_interactions,0.57,-0.0005706862952171,-0.0052910022051873,False,False
inference_shard_02,200,0,genuine_increment,True,polynomial_ridge,0.005,0.0399302839822783,0.0295853902396242,True,True
inference_shard_02,200,0,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0372760720898126,0.0281325721011051,True,True
inference_shard_02,200,1,null_metric,False,polynomial_ridge,0.635,-0.000146255443129,-0.0012119918144152,False,False
inference_shard_02,200,1,null_metric,False,polynomial_ridge_interactions,0.74,0.0002661550457139,-0.0003393540070943,False,False
inference_shard_02,200,1,nonlinear_proxy,False,polynomial_ridge,0.715,-0.0005565117054015,-0.0005767120728321,False,False
inference_shard_02,200,1,nonlinear_proxy,False,polynomial_ridge_interactions,0.945,-0.0001562026753941,-0.0004186057705704,False,False
inference_shard_02,200,1,heteroskedastic_null,False,polynomial_ridge,0.165,-0.0002551091395373,-0.000866648650845,False,False
inference_shard_02,200,1,heteroskedastic_null,False,polynomial_ridge_interactions,0.14,-9.102823091019542e-05,-0.0003305348522617,False,False
inference_shard_02,200,1,clustered_null,False,polynomial_ridge,0.25,0.0008805965966823,-0.0068276227990494,False,False
inference_shard_02,200,1,clustered_null,False,polynomial_ridge_interactions,0.67,-0.0001494360803342,-0.0038372877359255,False,False
inference_shard_02,200,1,genuine_increment,True,polynomial_ridge,0.005,0.0446687984224657,0.0366036544103303,True,True
inference_shard_02,200,1,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0446349281755512,0.0329270678601785,True,True
inference_shard_02,200,2,null_metric,False,polynomial_ridge,0.09,-0.0017599679712924,-0.0028049620428436,False,False
inference_shard_02,200,2,null_metric,False,polynomial_ridge_interactions,0.095,-0.0005415938147019,-0.0010688053139478,False,False
inference_shard_02,200,2,nonlinear_proxy,False,polynomial_ridge,0.85,-0.0001429762625422,-0.0005515048515198,False,False
inference_shard_02,200,2,nonlinear_proxy,False,polynomial_ridge_interactions,0.4,1.3267247110750231e-05,-0.0003289113253865,False,False
inference_shard_02,200,2,heteroskedastic_null,False,polynomial_ridge,0.395,-9.586693264672028e-05,-0.0007377450290379,False,False
inference_shard_02,200,2,heteroskedastic_null,False,polynomial_ridge_interactions,0.455,-0.0002014529652862,-0.000497697222873,False,False
inference_shard_02,200,2,clustered_null,False,polynomial_ridge,0.725,-0.0042449462880572,-0.011211306017086,False,False
inference_shard_02,200,2,clustered_null,False,polynomial_ridge_interactions,0.41,-0.0039066221933186,-0.0067283026227835,False,False
inference_shard_02,200,2,genuine_increment,True,polynomial_ridge,0.005,0.0375348917567558,0.0294941165174942,True,True
inference_shard_02,200,2,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0382059096679392,0.0291349733531332,True,True
inference_shard_02,200,3,null_metric,False,polynomial_ridge,0.68,-0.0005362127913877,-0.0016070841036841,False,False
inference_shard_02,200,3,null_metric,False,polynomial_ridge_interactions,0.67,-0.0004295612452666,-0.0005883207408808,False,False
inference_shard_02,200,3,nonlinear_proxy,False,polynomial_ridge,0.71,-9.389111990197596e-05,-0.0003094008343747,False,False
inference_shard_02,200,3,nonlinear_proxy,False,polynomial_ridge_interactions,0.84,-0.0002801119499747,-0.0002582693676027,False,False
inference_shard_02,200,3,heteroskedastic_null,False,polynomial_ridge,0.96,-0.0001030868940588,-0.0004873393322113,False,False
inference_shard_02,200,3,heteroskedastic_null,False,polynomial_ridge_interactions,0.98,-3.7305433537649854e-05,-0.0002925083987892,False,False
inference_shard_02,200,3,clustered_null,False,polynomial_ridge,0.185,-0.0009562889802952,-0.0063056111905806,False,False
inference_shard_02,200,3,clustered_null,False,polynomial_ridge_interactions,0.09,-0.0012369587548063,-0.0051651310690902,False,False
inference_shard_02,200,3,genuine_increment,True,polynomial_ridge,0.005,0.0434991766497075,0.0353940153634266,True,True
inference_shard_02,200,3,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0447441945390602,0.0362278997055696,True,True
inference_shard_02,200,4,null_metric,False,polynomial_ridge,0.545,0.0004185485832226,-0.0014293080357691,False,False
inference_shard_02,200,4,null_metric,False,polynomial_ridge_interactions,0.48,-0.0002331711999574,-0.0006166707440087,False,False
inference_shard_02,200,4,nonlinear_proxy,False,polynomial_ridge,0.06,-9.79435583899806e-05,-0.0003741783250968,False,False
inference_shard_02,200,4,nonlinear_proxy,False,polynomial_ridge_interactions,0.055,-0.0001664353917941,-0.000317752046882,False,False
inference_shard_02,200,4,heteroskedastic_null,False,polynomial_ridge,0.945,-0.0002358293420196,-0.0007049310484352,False,False
inference_shard_02,200,4,heteroskedastic_null,False,polynomial_ridge_interactions,0.795,-7.953693841341626e-05,-0.0003942132350598,False,False
inference_shard_02,200,4,clustered_null,False,polynomial_ridge,0.255,-0.001083294490151,-0.0044605231801786,False,False
inference_shard_02,200,4,clustered_null,False,polynomial_ridge_interactions,0.21,0.0026951528942712,-0.0015781483285975,False,False
inference_shard_02,200,4,genuine_increment,True,polynomial_ridge,0.005,0.0456026111508039,0.0339997724641239,True,True
inference_shard_02,200,4,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0451095881407711,0.0343630177874162,True,True
inference_shard_02,200,5,null_metric,False,polynomial_ridge,0.105,-0.0012007937614119,-0.0020053606074877,False,False
inference_shard_02,200,5,null_metric,False,polynomial_ridge_interactions,0.225,-0.0006255467227252,-0.0007988230811038,False,False
inference_shard_02,200,5,nonlinear_proxy,False,polynomial_ridge,0.96,-2.1706575951755715e-05,-0.000453261015905,False,False
inference_shard_02,200,5,nonlinear_proxy,False,polynomial_ridge_interactions,0.765,-0.0001371066911567,-0.0004029361184176,False,False
inference_shard_02,200,5,heteroskedastic_null,False,polynomial_ridge,0.005,-0.0003473560718393,-0.0011701796034625,False,False
inference_shard_02,200,5,heteroskedastic_null,False,polynomial_ridge_interactions,0.025,-0.0001639035884561,-0.000416954695207,False,False
inference_shard_02,200,5,clustered_null,False,polynomial_ridge,0.025,0.0067176623369371,-0.0087527523903176,False,False
inference_shard_02,200,5,clustered_null,False,polynomial_ridge_interactions,0.075,0.0029019059707895,-0.0073170910350825,False,False
inference_shard_02,200,5,genuine_increment,True,polynomial_ridge,0.005,0.0421426790946333,0.0345734018451223,True,True
inference_shard_02,200,5,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0419041155860851,0.0345604896732932,True,True
inference_shard_02,200,6,null_metric,False,polynomial_ridge,0.75,-0.0016984243843601,-0.0024030211427782,False,False
inference_shard_02,200,6,null_metric,False,polynomial_ridge_interactions,0.87,-0.0002689226784584,-0.0012986862698408,False,False
inference_shard_02,200,6,nonlinear_proxy,False,polynomial_ridge,0.89,-0.0002168198747911,-0.0005184935699196,False,False
inference_shard_02,200,6,nonlinear_proxy,False,polynomial_ridge_interactions,0.79,-0.0001051818739324,-0.0004005214646143,False,False
inference_shard_02,200,6,heteroskedastic_null,False,polynomial_ridge,0.19,-6.869598446788971e-05,-0.0005077219607026,False,False
inference_shard_02,200,6,heteroskedastic_null,False,polynomial_ridge_interactions,0.09,6.751397415710389e-05,-0.0002127549401356,False,False
inference_shard_02,200,6,clustered_null,False,polynomial_ridge,0.925,-0.0028162090267314,-0.0124258399528687,False,False
inference_shard_02,200,6,clustered_null,False,polynomial_ridge_interactions,0.155,-0.0002629173728969,-0.0082567744761476,False,False
inference_shard_02,200,6,genuine_increment,True,polynomial_ridge,0.005,0.0404588999556211,0.0311745485743244,True,True
inference_shard_02,200,6,genuine_increment,True,polynomial_ridge_interactions,0.005,0.0390690343265287,0.0293657678780552,True,True
inference_shard_02,200,7,null_metric,False,polynomial_ridge,0.515,-0.0012670552782323,-0.0026350907568056,False,False
inference_shard_02,200,7,null_metric,False,polynomial_ridge_interactions,0.98,-0.0002012022339896,-0.0009059862082089,False,False
inference_shard_02,200,7,nonlinear_proxy,False,polynomial_ridge,0.16,-0.0005671382989405,-0.0006430566171863,False,False
inference_shard_02,200,7,nonlinear_proxy,False,polynomial_ridge_interactions,0.26,3.844318467990937e-05,-0.0003742559199933,False,False
