shard,repetition,seed,scenario,expected_stable_increment,contains_conditional_increment,configurations,raw_spearman,raw_kendall,partial_spearman,granulated_kendall,granulated_min_axis,jiang_cmi,jiang_cmi_min_conditioning,mbe_additive_residual_r,mbe_additive_p,mbe_additive_delta,mbe_additive_delta_ci_low,mbe_additive_class,mbe_interaction_residual_r,mbe_interaction_p,mbe_interaction_delta,mbe_interaction_delta_ci_low,mbe_interaction_class
factorial_shard_00,4,20304793,axis_specialist_proxy,False,False,27,0.8186813186813187,0.6182336182336183,-0.0722525776319779,0.3333333333333333,-0.037037037037037,0.0273722700962529,hp_a,-0.083028083028083,0.678,1.4182144066196207e-05,-0.000808509467484,no-supported-increment,-0.2838827838827839,0.157,7.690399675703424e-07,-0.0009460118601488,no-supported-increment
factorial_shard_00,4,20305802,sign_flip_increment,False,True,27,0.0347985347985347,-0.037037037037037,0.3171850161389511,-0.1604938271604938,-0.4814814814814815,0.0009897291195186,none,0.1562881562881563,0.428,0.0080353671755343,0.0010232179918116,predictive-improvement-only,0.2753357753357753,0.182,-0.0167388629310444,-0.0518260011941108,no-supported-increment
factorial_shard_00,5,20310764,independent_null,False,False,27,-0.0543345543345543,-0.0256410256410256,0.0617223802852446,0.0617283950617284,0.037037037037037,0.0004743107063508,none,0.0476190476190476,0.825,-0.0014780965143197,-0.0027908852617371,no-supported-increment,0.0775335775335775,0.716,-0.0005132777346188,-0.0015183058963011,no-supported-increment
factorial_shard_00,5,20311773,design_proxy,False,False,27,0.976190476190476,0.8860398860398863,0.6662939180463407,0.8271604938271605,0.7037037037037037,0.4021990612608749,"hp_a,hp_c",0.7942612942612942,0.001,0.0050640536902893,0.0014704167114271,increment-supported,0.5396825396825397,0.006,-0.0010897316539352,-0.0028915225532157,residual-dependence-only
factorial_shard_00,5,20312782,interaction_proxy,False,False,27,0.7301587301587301,0.5555555555555557,0.2913044069427742,0.5802469135802469,0.3333333333333333,0.1436378850502255,"hp_a,hp_c",0.6831501831501832,0.001,0.0035478195957635,0.0003260585210307,increment-supported,0.0677655677655677,0.715,3.741820834016543e-05,-0.0007516741626848,no-supported-increment
factorial_shard_00,5,20313791,genuine_increment,True,True,27,0.3705738705738706,0.2535612535612536,0.7210228690727688,0.2839506172839506,-0.1111111111111111,0.0468880223644736,none,0.7081807081807082,0.001,0.0105897656280529,0.0003667407323618,increment-supported,0.8730158730158729,0.001,0.0161816223091476,0.0051690678043644,increment-supported
factorial_shard_00,5,20314800,axis_specialist_proxy,False,False,27,0.898046398046398,0.720797720797721,0.0221483166082399,0.382716049382716,0.037037037037037,0.0498662018525592,hp_a,0.2979242979242979,0.148,-0.0006027482293104,-0.0017245525951073,no-supported-increment,-0.1105006105006105,0.584,-0.0004030711476618,-0.0012305035818104,no-supported-increment
factorial_shard_00,5,20315809,sign_flip_increment,False,True,27,-0.2283272283272283,-0.1396011396011396,-0.1470272279259888,-0.0864197530864197,-0.1851851851851852,0.0141039865131938,none,-0.2118437118437118,0.274,0.0051344968418597,-0.0055999852190009,no-supported-increment,-0.188034188034188,0.333,0.0156821674147754,0.0054915894562446,predictive-improvement-only
factorial_shard_00,6,20320771,independent_null,False,False,27,-0.4059829059829059,-0.2934472934472935,-0.1442279709536109,-0.308641975308642,-0.4074074074074074,0.0630398711570068,none,-0.7002442002442002,0.001,-0.0010779629315251,-0.0020519943780635,residual-dependence-only,-0.6147741147741148,0.003,-0.0006428649792847,-0.0012663542955563,residual-dependence-only
factorial_shard_00,6,20321780,design_proxy,False,False,27,0.9847374847374848,0.9031339031339032,0.5890002111809062,0.8024691358024691,0.6296296296296297,0.4764172016248418,"hp_a,hp_c",0.8351648351648352,0.001,0.0029347360085518,0.0006391131395803,increment-supported,0.5592185592185592,0.005,0.0005691631592526,-0.0014391265114942,residual-dependence-only
factorial_shard_00,6,20322789,interaction_proxy,False,False,27,0.8192918192918193,0.6296296296296297,0.420164714936769,0.5061728395061729,0.037037037037037,0.2795177808483492,"hp_a,hp_c",0.8717948717948717,0.001,0.0060943009713128,0.0028995416189692,increment-supported,0.6459096459096458,0.001,-0.0020716641244669,-0.0038114140209013,residual-dependence-only
factorial_shard_00,6,20323798,genuine_increment,True,True,27,0.3730158730158729,0.2592592592592593,0.6834206119781007,0.5802469135802469,0.4074074074074074,0.0475253639815759,hp_c,0.8272283272283273,0.001,0.0222408816634003,0.0087296270327105,increment-supported,0.833943833943834,0.001,0.0302962906605947,0.0100342016519046,increment-supported
factorial_shard_00,6,20324807,axis_specialist_proxy,False,False,27,0.8095238095238095,0.6011396011396013,0.1078043933713836,0.2592592592592592,-0.2592592592592593,0.0224705204705902,hp_a,-0.1739926739926739,0.384,-0.0007813449582499,-0.0020714638552773,no-supported-increment,-0.1953601953601953,0.34,-0.0008892887507117,-0.0014121067028467,no-supported-increment
factorial_shard_00,6,20325816,sign_flip_increment,False,True,27,0.1092796092796092,0.0883190883190883,0.0438060719875856,0.1111111111111111,-0.037037037037037,0.0056340370652568,none,-0.0317460317460317,0.876,-0.0013604145208769,-0.0283301928135559,no-supported-increment,-0.1746031746031746,0.383,0.0538976124159671,0.0165779899827791,predictive-improvement-only
factorial_shard_00,7,20330778,independent_null,False,False,27,0.0128205128205128,0.0256410256410256,0.0743566675532143,-0.0123456790123456,-0.4074074074074074,0.0004743107063508,none,0.0146520146520146,0.938,-0.0001697806326297,-0.0011311522979521,no-supported-increment,0.2777777777777777,0.16,-0.0002031807962875,-0.0007612780503871,no-supported-increment
factorial_shard_00,7,20331787,design_proxy,False,False,27,0.9597069597069596,0.8461538461538463,0.6559387301661698,0.6790123456790124,0.4074074074074074,0.2437076648686216,"hp_a,hp_c",0.6831501831501832,0.001,0.0034957956841175,-0.0008644593884077,residual-dependence-only,0.4413919413919414,0.019,-0.0016219275087245,-0.005515349906541,residual-dependence-only
factorial_shard_00,7,20332796,interaction_proxy,False,False,27,0.7582417582417582,0.6182336182336183,0.2502998144729283,0.5061728395061729,0.1111111111111111,0.2051213655747942,"hp_a,hp_c",0.7625152625152625,0.001,0.0017279360314131,-0.0006258707505177,residual-dependence-only,0.177045177045177,0.391,-0.0001732420135269,-0.0011416276278567,no-supported-increment
factorial_shard_00,7,20333805,genuine_increment,True,True,27,0.5323565323565322,0.3903133903133903,0.7891224399806964,0.5061728395061728,0.3333333333333333,0.1128690130580234,none,0.8199023199023199,0.001,0.0294177739322656,0.0098236697095623,increment-supported,0.956043956043956,0.001,0.0368415475786164,0.0140772624646408,increment-supported
factorial_shard_00,7,20334814,axis_specialist_proxy,False,False,27,0.8156288156288156,0.6011396011396013,-0.0192346758211459,0.3086419753086419,-0.1851851851851852,0.0444945333760485,hp_a,-0.0836385836385836,0.685,-0.0013213740652033,-0.0024894462531991,no-supported-increment,-0.3253968253968254,0.113,-0.0001498955289987,-0.000462833578557,no-supported-increment
factorial_shard_00,7,20335823,sign_flip_increment,False,True,27,-0.039072039072039,-0.0484330484330484,0.0068299313953956,-0.0123456790123456,-0.1851851851851851,0.0016927704579951,none,-0.0708180708180708,0.726,-0.0190104822943926,-0.0323785049988852,no-supported-increment,0.0073260073260073,0.973,0.0308519782463663,0.013640201816829,predictive-improvement-only
factorial_shard_00,8,20340785,independent_null,False,False,27,-0.3144078144078144,-0.2250712250712251,0.0117753429521076,-0.1604938271604938,-0.2592592592592593,0.0239484128290819,hp_a,0.1514041514041514,0.463,-0.0002475221810682,-0.0012235138838964,no-supported-increment,0.1251526251526251,0.545,-0.0014879304165603,-0.002478071729197,no-supported-increment
factorial_shard_00,8,20341794,design_proxy,False,False,27,0.9682539682539684,0.8746438746438747,0.6544569935168443,0.7777777777777778,0.6296296296296297,0.3974354922560362,"hp_a,hp_c",0.6001221001221001,0.002,5.357916375000986e-05,-0.002919658125751,residual-dependence-only,0.5048840048840049,0.009,0.0007565856729422,-0.0007904974376555,residual-dependence-only
factorial_shard_00,8,20342803,interaction_proxy,False,False,27,0.7277167277167277,0.5954415954415955,0.4700700832982902,0.5555555555555557,0.4814814814814815,0.1878493185949899,"hp_a,hp_c",0.8772893772893773,0.001,0.0044622780593275,0.0016426145052073,increment-supported,0.5952380952380952,0.003,0.000186306224495,-0.0004738063851785,residual-dependence-only
factorial_shard_00,8,20343812,genuine_increment,True,True,27,0.6965811965811965,0.5042735042735044,0.8901386801941231,0.6790123456790124,0.4814814814814814,0.1921261462181489,none,0.9352869352869352,0.001,0.077831584735085,0.0510652938685555,increment-supported,0.9377289377289376,0.001,0.10642612711243,0.0563756579669768,increment-supported
factorial_shard_00,8,20344821,axis_specialist_proxy,False,False,27,0.8211233211233211,0.6068376068376069,-0.0786421171274768,0.382716049382716,0.037037037037037,0.0141034207760735,hp_a,-0.0451770451770451,0.839,-0.0003295145161095,-0.0009424310022209,no-supported-increment,0.2722832722832722,0.169,-0.0001880014771182,-0.0004398941559102,no-supported-increment
factorial_shard_00,8,20345830,sign_flip_increment,False,True,27,-0.3894993894993894,-0.2763532763532764,-0.0760770450116721,-0.1851851851851852,-0.3333333333333333,0.0558136849973435,none,-0.2258852258852259,0.278,-0.0102359282086001,-0.0302114455694514,no-supported-increment,-0.3339438339438339,0.091,0.0366946598698584,0.0166350002728595,predictive-improvement-only
factorial_shard_00,9,20350792,independent_null,False,False,27,-0.0683760683760683,-0.0427350427350427,-0.1136429031316869,0.0864197530864197,0.037037037037037,0.0013177866265262,none,-0.5115995115995117,0.01,-0.0003088878217188,-0.0010762255918121,residual-dependence-only,-0.3211233211233211,0.102,-0.0003030588564819,-0.0009633179533455,no-supported-increment
factorial_shard_00,9,20351801,design_proxy,False,False,27,0.9774114774114774,0.8974358974358976,0.5878649978753383,0.8024691358024691,0.6296296296296297,0.5419883604742034,"hp_a,hp_c",0.8107448107448108,0.001,0.0011683679851782,-0.0003851162812709,residual-dependence-only,0.4285714285714285,0.016,-0.0004363227283875,-0.0018177994475449,residual-dependence-only
factorial_shard_00,9,20352810,interaction_proxy,False,False,27,0.7161172161172161,0.5441595441595443,0.3601583407799717,0.3580246913580246,-0.2592592592592593,0.2256318617407048,none,0.771062271062271,0.001,0.0037352238068253,0.0012091102321817,increment-supported,0.0262515262515262,0.881,-0.001153843860374,-0.0030316876995527,no-supported-increment
factorial_shard_00,9,20353819,genuine_increment,True,True,27,0.4218559218559218,0.3048433048433049,0.8198296379685033,0.5555555555555556,0.3333333333333333,0.0681133000853888,none,0.9365079365079364,0.001,0.0663476102333129,0.0346573365599422,increment-supported,0.9468864468864469,0.001,0.0991213446003102,0.0580317577162858,increment-supported
factorial_shard_00,9,20354828,axis_specialist_proxy,False,False,27,0.833943833943834,0.6353276353276355,-0.0330138086042212,0.2592592592592592,-0.1851851851851851,0.0057682624923827,hp_a,-0.0201465201465201,0.921,4.115994271676124e-06,-0.0008754739382177,no-supported-increment,-0.0366300366300366,0.866,-0.000359987500712,-0.0010566976831,no-supported-increment
factorial_shard_00,9,20355837,sign_flip_increment,False,True,27,-0.1153846153846153,-0.0769230769230769,-0.0338130096555411,0.0123456790123456,-0.037037037037037,0.0042725479150744,none,-0.1703296703296703,0.393,-0.0289366841411248,-0.0555366088173699,no-supported-increment,0.0799755799755799,0.693,0.0274665343938407,0.0139748182900178,predictive-improvement-only
factorial_shard_00,10,20360799,independent_null,False,False,27,-0.1892551892551892,-0.1225071225071225,-0.0653747544455984,-0.0864197530864197,-0.2592592592592593,0.0062219770344295,hp_c,0.0891330891330891,0.627,-0.0004313907509646,-0.0011690293718933,no-supported-increment,0.0177045177045177,0.931,-0.0011414294138561,-0.0024560958250919,no-supported-increment
factorial_shard_00,10,20361808,design_proxy,False,False,27,0.9603174603174602,0.8461538461538463,0.5523707477834415,0.7283950617283951,0.5555555555555556,0.264180278520121,"hp_a,hp_c",0.7692307692307693,0.001,0.0022108398146804,-0.0014282735588775,residual-dependence-only,0.5146520146520146,0.006,-0.0005625343301508,-0.0029677491247526,residual-dependence-only
factorial_shard_00,10,20362817,interaction_proxy,False,False,27,0.6746031746031745,0.50997150997151,0.4117645977813197,0.4320987654320987,0.037037037037037,0.1019288328818911,"hp_a,hp_c",0.8864468864468864,0.001,0.0081735721341598,0.0039342744231094,increment-supported,0.6086691086691086,0.003,2.709755534390477e-05,-0.0011217841431858,residual-dependence-only
factorial_shard_00,10,20363826,genuine_increment,True,True,27,0.6336996336996337,0.4245014245014246,0.8573399173905064,0.5061728395061729,0.4074074074074074,0.1342039219274991,none,0.9468864468864469,0.001,0.09922724571056,0.0594446058141652,increment-supported,0.9413919413919414,0.001,0.0950148788679504,0.052118748008073,increment-supported
factorial_shard_00,10,20364835,axis_specialist_proxy,False,False,27,0.8137973137973138,0.6068376068376069,-0.1082883282049713,0.2345679012345679,-0.1851851851851851,0.0465693539337978,hp_a,-0.3919413919413919,0.044,-0.0003692127641915,-0.0015280153603882,residual-dependence-only,-0.489010989010989,0.011,-0.0007242974797539,-0.00157183128517,residual-dependence-only
factorial_shard_00,10,20365844,sign_flip_increment,False,True,27,-0.1800976800976801,-0.1339031339031339,-0.2022422020060798,-0.037037037037037,-0.1851851851851851,0.0129727270789466,none,0.0885225885225885,0.687,-0.0271071149791535,-0.0544582518128962,no-supported-increment,-0.1208791208791208,0.56,0.0419794418949116,0.0095261795196488,predictive-improvement-only
factorial_shard_00,11,20370806,independent_null,False,False,27,-0.2142857142857142,-0.1339031339031339,0.0483931245835044,-0.0617283950617284,-0.2592592592592593,0.0110542198354241,hp_a,-0.0427350427350427,0.835,-0.0014269049976097,-0.0028876991477876,no-supported-increment,0.3253968253968254,0.102,-0.0003705791470953,-0.0016933186731973,no-supported-increment
factorial_shard_00,11,20371815,design_proxy,False,False,27,0.9694749694749696,0.8803418803418804,0.6172526765399577,0.7777777777777778,0.5555555555555556,0.3429537633021512,"hp_a,hp_c",0.7295482295482296,0.001,-0.0014190720910198,-0.0049917862151827,residual-dependence-only,0.5134310134310134,0.007,-0.0004273523002331,-0.0015623666243206,residual-dependence-only
factorial_shard_00,11,20372824,interaction_proxy,False,False,27,0.721001221001221,0.5384615384615385,0.400495726587725,0.5061728395061729,0.1111111111111111,0.1663747503003585,"hp_a,hp_c",0.8717948717948717,0.001,0.0061745299211601,0.0025931667347542,increment-supported,0.6404151404151404,0.001,-0.0004859029345496,-0.0017201039893852,residual-dependence-only
factorial_shard_00,11,20373833,genuine_increment,True,True,27,0.6416361416361417,0.4871794871794872,0.7849131411415422,0.6790123456790124,0.5555555555555556,0.1787190582550136,none,0.8400488400488401,0.001,0.0542507474216933,0.0132366896611519,increment-supported,0.8302808302808303,0.001,0.0558917400531447,0.0042842859486074,increment-supported
factorial_shard_00,11,20374842,axis_specialist_proxy,False,False,27,0.876068376068376,0.7264957264957266,-0.0060063244977141,0.5555555555555556,0.1851851851851851,0.0602966788095691,hp_a,-0.1813186813186813,0.381,-0.0002245909007885,-0.001284931381795,no-supported-increment,-0.3131868131868132,0.121,-0.0001325937487435,-0.0006791302327435,no-supported-increment
factorial_shard_00,11,20375851,sign_flip_increment,False,True,27,0.2039072039072039,0.1168091168091168,-0.3815634650231032,0.0617283950617283,-0.1851851851851852,0.0098648374278826,none,-0.4126984126984126,0.041,-0.0157264044621497,-0.0313389737627178,residual-dependence-only,-0.6807081807081806,0.001,0.0117220145547447,-0.0025710704530576,residual-dependence-only
factorial_shard_00,12,20380813,independent_null,False,False,27,-0.115995115995116,-0.0712250712250712,-0.0802443511582813,-0.0123456790123456,-0.3333333333333333,0.0029573667581513,hp_b,0.1758241758241758,0.398,-0.0014489051243135,-0.0023417841467361,no-supported-increment,-0.4267399267399268,0.029,-0.00043186392023,-0.00104294631678,residual-dependence-only
factorial_shard_00,12,20381822,design_proxy,False,False,27,0.9792429792429792,0.8803418803418804,0.5818604506778579,0.7530864197530865,0.5555555555555556,0.3424636341825048,"hp_a,hp_c",0.854090354090354,0.001,0.0018403464056194,-0.0018499859881404,residual-dependence-only,0.6355311355311355,0.002,0.0004212891853119,-0.000703309594943,residual-dependence-only
factorial_shard_00,12,20382831,interaction_proxy,False,False,27,0.669108669108669,0.5042735042735044,0.3914708088965292,0.4074074074074074,-0.037037037037037,0.1528419240347834,"hp_a,hp_c",0.8705738705738705,0.001,0.0075465865464448,0.0031849140245412,increment-supported,0.3418803418803419,0.089,4.474603116559183e-05,-0.0004436915175976,no-supported-increment
factorial_shard_00,12,20383840,genuine_increment,True,True,27,0.7484737484737484,0.54985754985755,0.8448737891654247,0.6790123456790124,0.4074074074074074,0.2259693516085543,hp_b,0.8888888888888888,0.001,0.0378714452950387,0.0221768492853524,increment-supported,0.876068376068376,0.001,0.022844180739453,0.0103531261323589,increment-supported
factorial_shard_00,12,20384849,axis_specialist_proxy,False,False,27,0.8095238095238095,0.6068376068376069,0.1104007186190541,0.3333333333333333,-0.2592592592592593,0.0428074181182986,hp_a,-0.1123321123321123,0.583,-0.0017724530276385,-0.0036913998118296,no-supported-increment,0.1483516483516483,0.451,-0.000900834887291,-0.0018057302093129,no-supported-increment
factorial_shard_00,12,20385858,sign_flip_increment,False,True,27,0.0781440781440781,0.0655270655270655,-0.0789660997894663,0.0864197530864197,0.037037037037037,0.0030995396850511,none,-0.1599511599511599,0.45,-0.0224969219381355,-0.0643151393619233,no-supported-increment,-0.2234432234432234,0.267,0.0300376063589062,0.006679544412812,predictive-improvement-only
factorial_shard_00,13,20390820,independent_null,False,False,27,-0.072039072039072,-0.0427350427350427,0.0280319726090884,-0.1358024691358025,-0.2592592592592593,0.0013177866265262,none,0.3473748473748474,0.069,-0.0003106961491918,-0.0012926096902301,no-supported-increment,-0.282051282051282,0.164,-0.0010975961769628,-0.0022544647604894,no-supported-increment
factorial_shard_00,13,20391829,design_proxy,False,False,27,0.974969474969475,0.8860398860398863,0.6607849122700467,0.7777777777777778,0.4814814814814815,0.3748354419360245,"hp_a,hp_c",0.7893772893772893,0.001,0.0046805021726332,0.0005018668950671,increment-supported,0.5122100122100123,0.01,0.0008144660462469,-0.000828086422296,residual-dependence-only
