scenario,expected_profile,expected_signal,n,polynomial_degree,nuisance_model,legacy_partial_reject_rate,legacy_partial_reject_ci_low,legacy_partial_reject_ci_high,crossfit_residual_reject_rate,crossfit_residual_reject_ci_low,crossfit_residual_reject_ci_high,joint_increment_decision_rate,joint_increment_decision_ci_low,joint_increment_decision_ci_high,profile_pass_rate,profile_pass_ci_low,profile_pass_ci_high,repetitions,median_residual_r,median_delta_mse,median_relative_mse_improvement
clustered_null,conditional-null,False,100,2,extra_trees,0.34,0.2546152079734816,0.4372227114527537,0.13,0.0775716742724051,0.2098035144007642,0.03,0.0102545240240389,0.0845193642905276,0.93,0.8625048526092651,0.9656807389327272,100,0.037608128673829,0.0014699370064799,0.0471608750925818
clustered_null,conditional-null,False,100,6,extra_trees,0.39,0.3001687400639441,0.4879698295415926,0.19,0.1251475150976873,0.2777884537906437,0.07,0.0343192610672726,0.137495147390735,0.88,0.8018790057328857,0.9300059356298052,100,0.0676691729323308,0.0011207415139952,0.0492082607812368
clustered_null,conditional-null,False,200,2,extra_trees,0.34,0.2546152079734816,0.4372227114527537,0.17,0.1089356611405993,0.2554800476760112,0.07,0.0343192610672726,0.137495147390735,0.99,0.9455138038212946,0.9982325679358592,100,-0.024108818011257,0.0021857817887277,0.0945143365573386
clustered_null,conditional-null,False,200,6,extra_trees,0.31,0.2277969721237603,0.406260557194894,0.1,0.0552291370606751,0.1743656615049134,0.04,0.0156633039915476,0.0983707143588792,0.95,0.8882495307680808,0.978456320845632,100,-0.0151047253088218,0.0028629602085331,0.1176621137967399
clustered_null,conditional-null,False,400,2,extra_trees,0.34,0.2546152079734816,0.4372227114527537,0.18,0.1170022549894635,0.2666735838630073,0.13,0.0775716742724051,0.2098035144007642,0.98,0.929988209271456,0.9944980324498376,100,-0.0221401781528363,0.0033583776014868,0.1382981415205041
clustered_null,conditional-null,False,400,6,extra_trees,0.4,0.3094012864324589,0.4979974132089382,0.19,0.1251475150976873,0.2777884537906437,0.1,0.0552291370606751,0.1743656615049134,0.98,0.929988209271456,0.9944980324498376,100,-0.0042194092827004,0.0028422604659084,0.1341903237829442
clustered_null,conditional-null,False,800,2,extra_trees,0.3,0.2189488529493276,0.3958485463334666,0.13,0.0775716742724051,0.2098035144007642,0.1,0.0552291370606751,0.1743656615049134,0.97,0.9154806357094724,0.9897454759759612,100,-0.0075500996132661,0.0037659614714288,0.1585013109608376
clustered_null,conditional-null,False,800,6,extra_trees,0.36,0.2727122040140433,0.4576459754839126,0.12,0.0699940643701948,0.1981209942671142,0.11,0.0625419635706456,0.1863129650308031,1.0,0.9630065017930144,1.0,100,-0.0122055549044884,0.0036439170536996,0.1522326904314659
clustered_null,conditional-null,False,100,2,polynomial_ridge,0.34,0.2546152079734816,0.4372227114527537,0.05,0.0215436791543679,0.1117504692319191,0.0,3.469446951953614e-18,0.0369934982069856,1.0,0.9630065017930144,1.0,100,0.1199458821973029,-0.0026044596530929,-0.1217029509021041
clustered_null,conditional-null,False,100,6,polynomial_ridge,0.39,0.3001687400639441,0.4879698295415926,0.14,0.0852634365993913,0.2213718821096383,0.0,3.469446951953614e-18,0.0369934982069856,0.97,0.9154806357094724,0.9897454759759612,100,0.1060150375939849,-0.0056103944791685,-0.2407561181595717
