shard,structure,repetition,independence_units,residual_r,residual_p,rejected_05
inference_shard_00,heteroskedastic,104,200,-0.0130840869152417,0.857,False
inference_shard_00,heteroskedastic,105,200,-0.0356971558153313,0.612,False
inference_shard_00,heteroskedastic,106,200,-0.0821526154298473,0.252,False
inference_shard_00,heteroskedastic,107,200,0.0244041192545278,0.717,False
inference_shard_00,heteroskedastic,108,200,0.0425245790611966,0.567,False
inference_shard_00,heteroskedastic,109,200,0.1256289378343064,0.08,False
inference_shard_00,heteroskedastic,110,200,-0.0759483987099677,0.299,False
inference_shard_00,heteroskedastic,111,200,-0.0236645916147903,0.712,False
inference_shard_00,heteroskedastic,112,200,0.0485442136053401,0.491,False
inference_shard_00,heteroskedastic,113,200,0.1497262431560789,0.04,True
inference_shard_00,heteroskedastic,114,200,-0.1793865519337679,0.012,True
inference_shard_00,heteroskedastic,115,200,0.073339860998978,0.295,False
inference_shard_00,heteroskedastic,116,200,0.0035955898897472,0.96,False
inference_shard_00,heteroskedastic,117,200,-0.0067741693542338,0.921,False
inference_shard_00,heteroskedastic,118,200,0.1239910357624477,0.086,False
inference_shard_00,heteroskedastic,119,200,-0.0276404513764556,0.697,False
inference_shard_00,heteroskedastic,120,200,0.0545053830740993,0.441,False
inference_shard_00,heteroskedastic,121,200,-0.0033465849195925,0.97,False
inference_shard_00,heteroskedastic,122,200,-0.0342706196169751,0.625,False
inference_shard_00,heteroskedastic,123,200,-0.0288442211055276,0.678,False
inference_shard_00,heteroskedastic,124,200,0.1018210837100063,0.148,False
inference_shard_00,heteroskedastic,125,200,-0.0678714976910655,0.328,False
inference_shard_00,heteroskedastic,126,200,0.0483934779845072,0.491,False
inference_shard_00,heteroskedastic,127,200,-0.0020828036321941,0.977,False
inference_shard_00,heteroskedastic,128,200,0.0730908272706817,0.276,False
inference_shard_00,heteroskedastic,129,200,-0.0122815616446275,0.865,False
inference_shard_00,heteroskedastic,130,200,-0.124104102602565,0.085,False
inference_shard_00,heteroskedastic,131,200,-0.0181474536863421,0.815,False
inference_shard_00,heteroskedastic,132,200,-0.0756469195405886,0.306,False
inference_shard_00,heteroskedastic,133,200,0.0368904222605565,0.604,False
inference_shard_00,heteroskedastic,134,200,-0.0764149103727593,0.294,False
inference_shard_00,heteroskedastic,135,200,-0.0294930205051627,0.676,False
inference_shard_00,heteroskedastic,136,200,0.093780950027326,0.198,False
inference_shard_00,heteroskedastic,137,200,-0.0399564989124728,0.601,False
inference_shard_00,heteroskedastic,138,200,0.0515817895447386,0.467,False
inference_shard_00,heteroskedastic,139,200,-0.023924875037362,0.718,False
inference_shard_00,heteroskedastic,140,200,-0.0393189829745743,0.57,False
inference_shard_00,heteroskedastic,141,200,-0.0752643816095402,0.3,False
inference_shard_00,heteroskedastic,142,200,0.0298372459311482,0.698,False
inference_shard_00,heteroskedastic,143,200,-0.0587902418023898,0.418,False
inference_shard_00,heteroskedastic,144,200,0.0223648175072458,0.751,False
inference_shard_00,heteroskedastic,145,200,0.0906150493568838,0.225,False
