baseline,metric,nuisance_model,status,target,controls,group_col,permutation_block_col,n,independence_units,n_splits,polynomial_degree,run_residual_r,residual_r,residual_p,residual_ci_low,residual_ci_high,baseline_mse,augmented_mse,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,increment_classification,refit_bootstrap_draws,refit_bootstrap_successful,refit_residual_ci_low,refit_residual_ci_high,refit_delta_mse_ci_low,refit_delta_mse_ci_high,refit_predictive_classification,refit_increment_classification
B2_training_state,gradient_norm,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.2364755272670906,-0.4491634491634492,0.003,,,0.0012625901203310711,0.0010225931451033439,0.00023999697522772727,,,0.19008304545009133,residual-dependence-only,199,199,-0.7374743263025473,0.4288317864983343,-0.0033185263974358707,0.0018402433060183882,no-supported-increment,residual-dependence-only
B2_training_state,empirical_fisher_trace,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.3953695815946729,-0.5207207207207207,0.001,,,0.0012048572554973146,0.0009717822529530305,0.00023307500254428413,,,0.19344615428993747,residual-dependence-only,199,199,-0.7863039040926739,0.4233236659813658,-0.001183375574775196,0.0011961228119811672,no-supported-increment,residual-dependence-only
B2_training_state,empirical_fisher_trace,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.40792560218819435,-0.528957528957529,0.001,,,0.0012625901203310711,0.0009617721156306562,0.000300818004700415,,,0.23825467969093225,residual-dependence-only,199,199,-0.7799384756407928,0.4818502374152869,-0.006352326915673135,0.002315391507389108,no-supported-increment,residual-dependence-only
B2_training_state,fim_erank,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.2261161487063422,-0.44761904761904764,0.005,,,0.0012048572554973146,0.0011629949573418355,4.186229815547919e-05,,,0.03474461224719951,residual-dependence-only,199,199,-0.8229382586908051,0.5137646382099814,-0.0006181549388457004,0.0005541083466274481,no-supported-increment,residual-dependence-only
B2_training_state,fim_erank,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.24011864569827643,-0.6365508365508367,0.002,,,0.0012625901203310711,0.0010394116508422346,0.00022317846948883657,,,0.1767624076056572,residual-dependence-only,199,199,-0.8556394366344681,0.40129504404447974,-0.003501554247865692,0.0006985157748429804,no-supported-increment,residual-dependence-only
B2_training_state,fim_norm,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.2261161487063422,-0.44761904761904764,0.005,,,0.0012048572554973146,0.0011629949573418355,4.186229815547919e-05,,,0.03474461224719951,residual-dependence-only,199,199,-0.8229382586908051,0.5137646382099814,-0.0006181549388457004,0.0005541083466274481,no-supported-increment,residual-dependence-only
B2_training_state,fim_norm,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.24011864569827643,-0.6365508365508367,0.002,,,0.0012625901203310711,0.0010394116508422346,0.00022317846948883657,,,0.1767624076056572,residual-dependence-only,199,199,-0.8556394366344681,0.40129504404447974,-0.003501554247865692,0.0006985157748429804,no-supported-increment,residual-dependence-only
B2_training_state,feature_erank,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.06846823304035417,0.056885456885456896,0.732,,,0.0012048572554973146,0.0009463748099146087,0.0002584824455827059,,,0.21453366728991907,no-supported-increment,199,199,-0.6914601710669068,0.6665164778578784,-0.0017295655187829942,0.0010680989896263867,no-supported-increment,no-supported-increment
B2_training_state,feature_erank,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.059566745218602925,0.3250965250965251,0.046,,,0.0012625901203310711,0.0010898898554191653,0.0001727002649119058,,,0.13678252516867553,residual-dependence-only,199,199,-0.6298245404620492,0.8014660266652707,-0.007380187124177258,0.0013329622618517961,no-supported-increment,residual-dependence-only
B2_training_state,parameter_l2,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.005374731662616142,-0.005662805662805663,0.985,,,0.0012048572554973146,0.0014701248116683364,-0.0002652675561710218,,,-0.22016513156285095,no-supported-increment,199,199,-0.4901988327399389,0.4071528983990478,-0.0014101664472034065,0.0003359180310044864,no-supported-increment,no-supported-increment
