sample_size,scenario,expected_increment,nuisance_model,repetitions,joint_support_rate,predictive_support_rate,median_delta_mse,median_refit_ci_low
100,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.003645877904209255,-0.05193577370665565
100,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0028486148869828146,-0.03690723405978928
100,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.0416904404810173,0.028177272152084574
100,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.042499882250957376,0.027958743296470707
100,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0008855372045409697,-0.002362016524976491
100,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00024172716189382187,-0.0012838297081544966
100,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-7.925385344050972e-05,-0.001268631301601282
100,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-7.988929896785013e-05,-0.0007444416387306903
100,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0021540999300140376,-0.004719947566692528
100,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.001141331139856868,-0.001965165394290349
150,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.003654138133679187,-0.017297281430280437
150,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0019612757022842674,-0.012703633984032871
150,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04322999575595964,0.03246011185904777
150,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04366560020793265,0.03186736128741101
150,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0005359684592725154,-0.0014121238642397012
150,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00015658114530725173,-0.000554933607017515
150,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-3.131931434056934e-05,-0.000632635944625933
150,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.04,0.04,-7.804155168737031e-05,-0.0004089258925394877
150,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0010575423529660434,-0.0024923886619739634
150,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0003199678418340582,-0.001113174455639128
200,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.002201586452550027,-0.006790066639089996
200,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0009428667656113388,-0.004919133187565717
200,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04264014467230176,0.03391065241980946
200,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.042734855692376145,0.03241749548515947
200,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.00027096484894651926,-0.0007828964222455673
200,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-7.193929323574128e-05,-0.0003466618188981945
200,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-4.041510588216005e-05,-0.0004061252880002925
200,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-1.701425779604155e-05,-0.0002535817361965213
200,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.000822842173571682,-0.0016342430449827164
200,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00020137358207897652,-0.0008089097480471307
300,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0017275247890425303,-0.003587762825826488
300,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00044044355433914273,-0.0027364816516556
300,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.03917448380016921,0.03313043323640054
300,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04005381106018205,0.03184801905087301
300,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.000195453769379645,-0.0005023369770145962
300,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-6.063910135823032e-05,-0.00022298225441237895
300,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00018063404659008318,-0.00028229070935186906
300,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-2.7458574446352635e-05,-0.00018664108109779008
300,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0005347674318824866,-0.0010772418805850372
300,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00012059706783005761,-0.0004378183645884385
