sample_size,repetition,scenario,expected_increment,nuisance_model,residual_p,delta_mse,refit_delta_mse_ci_low,joint_supported,predictive_supported
100,0,null_metric,False,polynomial_ridge,0.62,-0.002318328328969912,-0.0068866353613651204,False,False
100,0,null_metric,False,polynomial_ridge_interactions,0.805,0.00015435017684846397,-0.0015263934433829482,False,False
100,0,nonlinear_proxy,False,polynomial_ridge,0.315,-0.0008159568008949993,-0.0009054088643096256,False,False
100,0,nonlinear_proxy,False,polynomial_ridge_interactions,0.42,-7.126327075698824e-05,-0.0003439874194714271,False,False
100,0,heteroskedastic_null,False,polynomial_ridge,0.45,-0.0011041948759495865,-0.0024209988181779587,False,False
100,0,heteroskedastic_null,False,polynomial_ridge_interactions,0.955,-3.571830213214104e-05,-0.0007951198002520538,False,False
100,0,clustered_null,False,polynomial_ridge,0.485,-0.0008407656190200438,-0.029751176573610073,False,False
100,0,clustered_null,False,polynomial_ridge_interactions,0.88,-0.004807514964335381,-0.026754564591399164,False,False
100,0,genuine_increment,True,polynomial_ridge,0.005,0.04744633614994419,0.03367959932560265,True,True
100,0,genuine_increment,True,polynomial_ridge_interactions,0.005,0.054197165856697316,0.03265217858566191,True,True
100,1,null_metric,False,polynomial_ridge,0.405,-0.0036603309038172327,-0.006328786944662725,False,False
100,1,null_metric,False,polynomial_ridge_interactions,0.325,-8.913306508779792e-05,-0.0019653043813838904,False,False
100,1,nonlinear_proxy,False,polynomial_ridge,0.745,0.00013875583207770183,-0.0012038829789286969,False,False
100,1,nonlinear_proxy,False,polynomial_ridge_interactions,0.61,-7.449559056070185e-06,-0.0007444416387306903,False,False
100,1,heteroskedastic_null,False,polynomial_ridge,0.665,-0.0011050348554812687,-0.002762335676390904,False,False
100,1,heteroskedastic_null,False,polynomial_ridge_interactions,0.415,-6.112004116798526e-05,-0.0015323789158046437,False,False
100,1,clustered_null,False,polynomial_ridge,0.06,-0.005988178945391092,-0.04812933210990108,False,False
100,1,clustered_null,False,polynomial_ridge_interactions,0.015,-0.001604098054393651,-0.014366401816196436,False,False
100,1,genuine_increment,True,polynomial_ridge,0.005,0.04397148215135253,0.029347812804596494,True,True
100,1,genuine_increment,True,polynomial_ridge_interactions,0.005,0.04045543821869929,0.02704731654245924,True,True
100,2,null_metric,False,polynomial_ridge,0.14,-0.0038782902648369227,-0.004345632382762756,False,False
100,2,null_metric,False,polynomial_ridge_interactions,0.355,-0.0009757025722698272,-0.0015194276885323978,False,False
100,2,nonlinear_proxy,False,polynomial_ridge,0.405,-7.925385344050972e-05,-0.0005428694585648622,False,False
100,2,nonlinear_proxy,False,polynomial_ridge_interactions,0.245,-0.00015259099140525235,-0.00046547589469170725,False,False
100,2,heteroskedastic_null,False,polynomial_ridge,0.515,-0.0016639346561733367,-0.0024546680349436813,False,False
100,2,heteroskedastic_null,False,polynomial_ridge_interactions,0.255,-0.00033692568413987156,-0.0013683111373714815,False,False
100,2,clustered_null,False,polynomial_ridge,0.25,-0.010258783681936806,-0.0857848747746939,False,False
100,2,clustered_null,False,polynomial_ridge_interactions,0.065,0.004168834020070615,-0.11313535064538643,False,False
100,2,genuine_increment,True,polynomial_ridge,0.005,0.03832810851488228,0.025513630352459363,True,True
100,2,genuine_increment,True,polynomial_ridge_interactions,0.005,0.033691938964442655,0.024387338203276737,True,True
100,3,null_metric,False,polynomial_ridge,0.505,-0.0034630237509755864,-0.005748973777863891,False,False
100,3,null_metric,False,polynomial_ridge_interactions,0.69,-0.002179960873949123,-0.0026387259306200625,False,False
100,3,nonlinear_proxy,False,polynomial_ridge,0.07,-0.0002028898164717994,-0.0016655731274804644,False,False
100,3,nonlinear_proxy,False,polynomial_ridge_interactions,0.03,-0.00020927418725078927,-0.0007967467798784153,False,False
100,3,heteroskedastic_null,False,polynomial_ridge,0.305,-0.00025886304393903103,-0.001379022864067448,False,False
100,3,heteroskedastic_null,False,polynomial_ridge_interactions,0.52,-0.00017473755418916798,-0.0005247189296132382,False,False
100,3,clustered_null,False,polynomial_ridge,0.75,-0.04720887989771063,-0.08857087164542124,False,False
100,3,clustered_null,False,polynomial_ridge_interactions,0.715,-0.018340304344086178,-0.1553434904450503,False,False
100,3,genuine_increment,True,polynomial_ridge,0.005,0.053884454107716286,0.03646121675182173,True,True
100,3,genuine_increment,True,polynomial_ridge_interactions,0.005,0.05166844511520474,0.03349084453218168,True,True
100,4,null_metric,False,polynomial_ridge,0.7,0.00020763791973373025,-0.0040784366311408405,False,False
100,4,null_metric,False,polynomial_ridge_interactions,0.265,-0.001141331139856868,-0.0029167113125525205,False,False
100,4,nonlinear_proxy,False,polynomial_ridge,0.1,2.6454173360243236e-05,-0.001268631301601282,False,False
