scope,baseline,candidate_id,scenario,icc,beta,planned_repetitions,estimated_repetitions,estimability_rate,predictive_support_count,predictive_support_rate,predictive_wilson_95_low,predictive_wilson_95_high,joint_support_count,joint_support_rate,joint_wilson_95_low,joint_wilson_95_high
image,B2_training_state,interactions_d6,independent_null,0.3,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,3,0.03,0.010254524024038925,0.0845193642905276
image,B2_training_state,interactions_d6,independent_null,0.8,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,1,0.01,0.0017674320641406505,0.054486196178705315
image,B2_training_state,interactions_d6,interaction_increment,0.3,0.2,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,2,0.02,0.00550196755016235,0.07001179072854388
image,B2_training_state,interactions_d6,interaction_increment,0.3,0.35,100,100,1.0,8,0.08,0.041093461484380624,0.14998107700948735,2,0.02,0.00550196755016235,0.07001179072854388
image,B2_training_state,interactions_d6,interaction_increment,0.3,0.5,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,10,0.1,0.0552291370606751,0.17436566150491345
image,B2_training_state,interactions_d6,interaction_increment,0.8,0.2,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B2_training_state,interactions_d6,interaction_increment,0.8,0.35,100,100,1.0,9,0.09,0.04807254000256516,0.1622621285271631,7,0.07,0.03431926106727268,0.137495147390735
image,B2_training_state,interactions_d6,interaction_increment,0.8,0.5,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,9,0.09,0.04807254000256516,0.1622621285271631
image,B2_training_state,interactions_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,7,0.07,0.03431926106727268,0.137495147390735
image,B2_training_state,interactions_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B2_training_state,interactions_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B2_training_state,interactions_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,9,0.09,0.04807254000256516,0.1622621285271631,5,0.05,0.02154367915436796,0.11175046923191913
image,B3_validation,additive_d4,additive_proxy_null,0.3,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,additive_d4,additive_proxy_null,0.8,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,additive_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,50,0.5,0.4038315303659956,0.5961684696340044,44,0.44,0.34672026630160796,0.5377189534832302
image,B3_validation,additive_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,41,0.41,0.3186731302113651,0.5079856994658921,32,0.32,0.23669147324999093,0.41662618610452384
image,B3_validation,additive_d4,independent_null,0.3,0.0,100,100,1.0,18,0.18,0.1170022549894635,0.2666735838630073,4,0.04,0.01566330399154762,0.0983707143588792
image,B3_validation,additive_d4,independent_null,0.8,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,9,0.09,0.04807254000256516,0.1622621285271631
image,B3_validation,additive_d4,interaction_increment,0.3,0.2,100,100,1.0,64,0.64,0.5423540245160874,0.7272877959859567,59,0.59,0.4920143005341078,0.6813268697886348
image,B3_validation,additive_d4,interaction_increment,0.3,0.35,100,100,1.0,77,0.77,0.6784561697712622,0.8415673411969654,68,0.68,0.5833738138954762,0.7633085267500092
image,B3_validation,additive_d4,interaction_increment,0.3,0.5,100,100,1.0,87,0.87,0.7901964855992357,0.9224283257275948,84,0.84,0.7557973061072976,0.8990471151119521
image,B3_validation,additive_d4,interaction_increment,0.8,0.2,100,100,1.0,70,0.7,0.6041514536665332,0.7810511470506724,64,0.64,0.5423540245160874,0.7272877959859567
image,B3_validation,additive_d4,interaction_increment,0.8,0.35,100,100,1.0,79,0.79,0.7002003116591013,0.858343459380847,77,0.77,0.6784561697712622,0.8415673411969654
image,B3_validation,additive_d4,interaction_increment,0.8,0.5,100,100,1.0,93,0.93,0.8625048526092651,0.9656807389327273,93,0.93,0.8625048526092651,0.9656807389327273
image,B3_validation,additive_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,43,0.43,0.33733298524110106,0.5278461045078768,34,0.34,0.25461520797348164,0.43722271145275377
image,B3_validation,additive_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,27,0.27,0.1926958414957634,0.36432116767944994,22,0.22,0.150012823846054,0.31070353514985793
image,B3_validation,additive_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,5,0.05,0.02154367915436796,0.11175046923191913
image,B3_validation,additive_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,9,0.09,0.04807254000256516,0.1622621285271631,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,additive_d6,additive_proxy_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,4,0.04,0.01566330399154762,0.0983707143588792
image,B3_validation,additive_d6,additive_proxy_null,0.8,0.0,100,100,1.0,9,0.09,0.04807254000256516,0.1622621285271631,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,additive_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,31,0.31,0.22779697212376038,0.40626055719489407,29,0.29,0.2101483574912227,0.3853889117557111
image,B3_validation,additive_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,32,0.32,0.23669147324999093,0.41662618610452384,27,0.27,0.1926958414957634,0.36432116767944994
image,B3_validation,additive_d6,independent_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,5,0.05,0.02154367915436796,0.11175046923191913
image,B3_validation,additive_d6,independent_null,0.8,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,6,0.06,0.027786123963188192,0.1247681544589592
image,B3_validation,additive_d6,interaction_increment,0.3,0.2,100,100,1.0,49,0.49,0.3942199893044113,0.5865198806597283,42,0.42,0.3279838267435473,0.5179351329695703
image,B3_validation,additive_d6,interaction_increment,0.3,0.35,100,100,1.0,56,0.56,0.4622810465167699,0.6532797336983921,52,0.52,0.4231657776522397,0.615354482419481
image,B3_validation,additive_d6,interaction_increment,0.3,0.5,100,100,1.0,69,0.69,0.5937394428051057,0.7722030278762395,69,0.69,0.5937394428051057,0.7722030278762395
image,B3_validation,additive_d6,interaction_increment,0.8,0.2,100,100,1.0,55,0.55,0.45244602997442135,0.6438546202048803,54,0.54,0.44264860323368227,0.6343919169097589
image,B3_validation,additive_d6,interaction_increment,0.8,0.35,100,100,1.0,69,0.69,0.5937394428051057,0.7722030278762395,67,0.67,0.5730534379509052,0.7543687726587197
image,B3_validation,additive_d6,interaction_increment,0.8,0.5,100,100,1.0,85,0.85,0.7671644040916763,0.9069401471634337,85,0.85,0.7671644040916763,0.9069401471634337
image,B3_validation,additive_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,28,0.28,0.20139685211186212,0.3748802870992116,24,0.24,0.16691325556948772,0.33232336349814473
image,B3_validation,additive_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,27,0.27,0.1926958414957634,0.36432116767944994,22,0.22,0.150012823846054,0.31070353514985793
image,B3_validation,additive_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,4,0.04,0.01566330399154762,0.0983707143588792
image,B3_validation,additive_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,extra_trees,additive_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,additive_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,heteroskedastic_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,heteroskedastic_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,independent_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,independent_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_increment,0.3,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_increment,0.3,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_increment,0.3,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_increment,0.8,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_increment,0.8,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_increment,0.8,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,interaction_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,nonlinear_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,extra_trees,nonlinear_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,additive_proxy_null,0.3,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,3,0.03,0.010254524024038925,0.0845193642905276
image,B3_validation,interactions_d4,additive_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,independent_null,0.3,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,4,0.04,0.01566330399154762,0.0983707143588792
image,B3_validation,interactions_d4,independent_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,interaction_increment,0.3,0.2,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,interaction_increment,0.3,0.35,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,interaction_increment,0.3,0.5,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,5,0.05,0.02154367915436796,0.11175046923191913
image,B3_validation,interactions_d4,interaction_increment,0.8,0.2,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
image,B3_validation,interactions_d4,interaction_increment,0.8,0.35,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,1,0.01,0.0017674320641406505,0.054486196178705315
image,B3_validation,interactions_d4,interaction_increment,0.8,0.5,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,4,0.04,0.01566330399154762,0.0983707143588792
image,B3_validation,interactions_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,additive_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,additive_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,interactions_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,independent_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,independent_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,1,0.01,0.0017674320641406505,0.054486196178705315
image,B3_validation,interactions_d6,interaction_increment,0.3,0.2,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
image,B3_validation,interactions_d6,interaction_increment,0.3,0.35,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,3,0.03,0.010254524024038925,0.0845193642905276
image,B3_validation,interactions_d6,interaction_increment,0.3,0.5,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,3,0.03,0.010254524024038925,0.0845193642905276
image,B3_validation,interactions_d6,interaction_increment,0.8,0.2,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,interaction_increment,0.8,0.35,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
image,B3_validation,interactions_d6,interaction_increment,0.8,0.5,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,2,0.02,0.00550196755016235,0.07001179072854388
image,B3_validation,interactions_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
image,B3_validation,interactions_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,1,0.01,0.0017674320641406505,0.054486196178705315
image,B3_validation,interactions_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,4,0.04,0.01566330399154762,0.0983707143588792
image,B3_validation,interactions_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,additive_d4,additive_proxy_null,0.3,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,4,0.04,0.01566330399154762,0.0983707143588792
text,B1_design,additive_d4,additive_proxy_null,0.8,0.0,100,100,1.0,17,0.17,0.10893566114059931,0.25548004767601123,6,0.06,0.027786123963188192,0.1247681544589592
text,B1_design,additive_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,29,0.29,0.2101483574912227,0.3853889117557111,22,0.22,0.150012823846054,0.31070353514985793
text,B1_design,additive_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,32,0.32,0.23669147324999093,0.41662618610452384,22,0.22,0.150012823846054,0.31070353514985793
text,B1_design,additive_d4,independent_null,0.3,0.0,100,100,1.0,16,0.16,0.10095288488804782,0.24420269389270244,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,additive_d4,independent_null,0.8,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,additive_d4,interaction_increment,0.3,0.2,100,100,1.0,41,0.41,0.3186731302113651,0.5079856994658921,27,0.27,0.1926958414957634,0.36432116767944994
text,B1_design,additive_d4,interaction_increment,0.3,0.35,100,100,1.0,48,0.48,0.384645517580519,0.5768342223477603,39,0.39,0.3001687400639441,0.4879698295415926
text,B1_design,additive_d4,interaction_increment,0.3,0.5,100,100,1.0,52,0.52,0.4231657776522397,0.615354482419481,46,0.46,0.36560808309024106,0.5573513967663177
text,B1_design,additive_d4,interaction_increment,0.8,0.2,100,100,1.0,40,0.4,0.3094012864324589,0.4979974132089382,25,0.25,0.17545211362287672,0.34304463548061603
text,B1_design,additive_d4,interaction_increment,0.8,0.35,100,100,1.0,46,0.46,0.36560808309024106,0.5573513967663177,38,0.38,0.29097599252478734,0.47790244704488916
text,B1_design,additive_d4,interaction_increment,0.8,0.5,100,100,1.0,61,0.61,0.5120301704584073,0.6998312599360558,56,0.56,0.4622810465167699,0.6532797336983921
text,B1_design,additive_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,28,0.28,0.20139685211186212,0.3748802870992116,18,0.18,0.1170022549894635,0.2666735838630073
text,B1_design,additive_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,17,0.17,0.10893566114059931,0.25548004767601123,12,0.12,0.06999406437019488,0.19812099426711421
text,B1_design,additive_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,additive_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,18,0.18,0.1170022549894635,0.2666735838630073,9,0.09,0.04807254000256516,0.1622621285271631
text,B1_design,additive_d6,additive_proxy_null,0.3,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,4,0.04,0.01566330399154762,0.0983707143588792
text,B1_design,additive_d6,additive_proxy_null,0.8,0.0,100,100,1.0,8,0.08,0.041093461484380624,0.14998107700948735,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,additive_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,12,0.12,0.06999406437019488,0.19812099426711421
text,B1_design,additive_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,20,0.2,0.1333669333310325,0.2888291655931589,11,0.11,0.06254196357064568,0.18631296503080313
text,B1_design,additive_d6,independent_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,additive_d6,independent_null,0.8,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,additive_d6,interaction_increment,0.3,0.2,100,100,1.0,31,0.31,0.22779697212376038,0.40626055719489407,24,0.24,0.16691325556948772,0.33232336349814473
text,B1_design,additive_d6,interaction_increment,0.3,0.35,100,100,1.0,41,0.41,0.3186731302113651,0.5079856994658921,36,0.36,0.2727122040140433,0.4576459754839126
text,B1_design,additive_d6,interaction_increment,0.3,0.5,100,100,1.0,39,0.39,0.3001687400639441,0.4879698295415926,31,0.31,0.22779697212376038,0.40626055719489407
text,B1_design,additive_d6,interaction_increment,0.8,0.2,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,18,0.18,0.1170022549894635,0.2666735838630073
text,B1_design,additive_d6,interaction_increment,0.8,0.35,100,100,1.0,53,0.53,0.4328885697009936,0.6248918204065872,49,0.49,0.3942199893044113,0.5865198806597283
text,B1_design,additive_d6,interaction_increment,0.8,0.5,100,100,1.0,59,0.59,0.4920143005341078,0.6813268697886348,53,0.53,0.4328885697009936,0.6248918204065872
text,B1_design,additive_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,16,0.16,0.10095288488804782,0.24420269389270244
text,B1_design,additive_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,18,0.18,0.1170022549894635,0.2666735838630073,12,0.12,0.06999406437019488,0.19812099426711421
text,B1_design,additive_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,14,0.14,0.08526343659939134,0.22137188210963837,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,additive_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,4,0.04,0.01566330399154762,0.0983707143588792
text,B1_design,extra_trees,additive_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,additive_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,heteroskedastic_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,heteroskedastic_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,independent_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,independent_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_increment,0.3,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_increment,0.3,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_increment,0.3,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_increment,0.8,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_increment,0.8,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_increment,0.8,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,interaction_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,nonlinear_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,extra_trees,nonlinear_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,interactions_d4,additive_proxy_null,0.3,0.0,100,100,1.0,8,0.08,0.041093461484380624,0.14998107700948735,5,0.05,0.02154367915436796,0.11175046923191913
text,B1_design,interactions_d4,additive_proxy_null,0.8,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,interactions_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,7,0.07,0.03431926106727268,0.137495147390735
text,B1_design,interactions_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,2,0.02,0.00550196755016235,0.07001179072854388
text,B1_design,interactions_d4,independent_null,0.3,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d4,independent_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d4,interaction_increment,0.3,0.2,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,2,0.02,0.00550196755016235,0.07001179072854388
text,B1_design,interactions_d4,interaction_increment,0.3,0.35,100,100,1.0,14,0.14,0.08526343659939134,0.22137188210963837,7,0.07,0.03431926106727268,0.137495147390735
text,B1_design,interactions_d4,interaction_increment,0.3,0.5,100,100,1.0,14,0.14,0.08526343659939134,0.22137188210963837,7,0.07,0.03431926106727268,0.137495147390735
text,B1_design,interactions_d4,interaction_increment,0.8,0.2,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,interactions_d4,interaction_increment,0.8,0.35,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,6,0.06,0.027786123963188192,0.1247681544589592
text,B1_design,interactions_d4,interaction_increment,0.8,0.5,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,10,0.1,0.0552291370606751,0.17436566150491345
text,B1_design,interactions_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,4,0.04,0.01566330399154762,0.0983707143588792
text,B1_design,interactions_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,interactions_d6,additive_proxy_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,4,0.04,0.01566330399154762,0.0983707143588792
