scope,baseline,candidate_id,scenario,icc,beta,planned_repetitions,estimated_repetitions,estimability_rate,predictive_support_count,predictive_support_rate,predictive_wilson_95_low,predictive_wilson_95_high,joint_support_count,joint_support_rate,joint_wilson_95_low,joint_wilson_95_high
text,B1_design,interactions_d6,additive_proxy_null,0.8,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,3,0.03,0.010254524024038925,0.0845193642905276
text,B1_design,interactions_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B1_design,interactions_d6,independent_null,0.3,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,2,0.02,0.00550196755016235,0.07001179072854388
text,B1_design,interactions_d6,independent_null,0.8,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d6,interaction_increment,0.3,0.2,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d6,interaction_increment,0.3,0.35,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,9,0.09,0.04807254000256516,0.1622621285271631
text,B1_design,interactions_d6,interaction_increment,0.3,0.5,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,9,0.09,0.04807254000256516,0.1622621285271631
text,B1_design,interactions_d6,interaction_increment,0.8,0.2,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,2,0.02,0.00550196755016235,0.07001179072854388
text,B1_design,interactions_d6,interaction_increment,0.8,0.35,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,5,0.05,0.02154367915436796,0.11175046923191913
text,B1_design,interactions_d6,interaction_increment,0.8,0.5,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,6,0.06,0.027786123963188192,0.1247681544589592
text,B1_design,interactions_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,9,0.09,0.04807254000256516,0.1622621285271631,2,0.02,0.00550196755016235,0.07001179072854388
text,B1_design,interactions_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,8,0.08,0.041093461484380624,0.14998107700948735,4,0.04,0.01566330399154762,0.0983707143588792
text,B1_design,interactions_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,1,0.01,0.0017674320641406505,0.054486196178705315
text,B1_design,interactions_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,additive_d4,additive_proxy_null,0.3,0.0,100,100,1.0,18,0.18,0.1170022549894635,0.2666735838630073,5,0.05,0.02154367915436796,0.11175046923191913
text,B2_training_state,additive_d4,additive_proxy_null,0.8,0.0,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,4,0.04,0.01566330399154762,0.0983707143588792
text,B2_training_state,additive_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,28,0.28,0.20139685211186212,0.3748802870992116,15,0.15,0.0930598528365663,0.23283559590832364
text,B2_training_state,additive_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,8,0.08,0.041093461484380624,0.14998107700948735
text,B2_training_state,additive_d4,independent_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,6,0.06,0.027786123963188192,0.1247681544589592
text,B2_training_state,additive_d4,independent_null,0.8,0.0,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,additive_d4,interaction_increment,0.3,0.2,100,100,1.0,28,0.28,0.20139685211186212,0.3748802870992116,18,0.18,0.1170022549894635,0.2666735838630073
text,B2_training_state,additive_d4,interaction_increment,0.3,0.35,100,100,1.0,50,0.5,0.4038315303659956,0.5961684696340044,40,0.4,0.3094012864324589,0.4979974132089382
text,B2_training_state,additive_d4,interaction_increment,0.3,0.5,100,100,1.0,47,0.47,0.3751081795934127,0.5671114302990063,43,0.43,0.33733298524110106,0.5278461045078768
text,B2_training_state,additive_d4,interaction_increment,0.8,0.2,100,100,1.0,35,0.35,0.26364248243097527,0.44745556703112027,30,0.3,0.2189488529493276,0.3958485463334666
text,B2_training_state,additive_d4,interaction_increment,0.8,0.35,100,100,1.0,52,0.52,0.4231657776522397,0.615354482419481,43,0.43,0.33733298524110106,0.5278461045078768
text,B2_training_state,additive_d4,interaction_increment,0.8,0.5,100,100,1.0,58,0.58,0.4820648670304296,0.6720161732564526,51,0.51,0.4134801193402717,0.6057800106955886
text,B2_training_state,additive_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,28,0.28,0.20139685211186212,0.3748802870992116,19,0.19,0.12514751509768735,0.27778845379064376
text,B2_training_state,additive_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,20,0.2,0.1333669333310325,0.2888291655931589,13,0.13,0.07757167427240512,0.20980351440076428
text,B2_training_state,additive_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,5,0.05,0.02154367915436796,0.11175046923191913
text,B2_training_state,additive_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,10,0.1,0.0552291370606751,0.17436566150491345
text,B2_training_state,additive_d6,additive_proxy_null,0.3,0.0,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,additive_d6,additive_proxy_null,0.8,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,additive_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,13,0.13,0.07757167427240512,0.20980351440076428
text,B2_training_state,additive_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,13,0.13,0.07757167427240512,0.20980351440076428
text,B2_training_state,additive_d6,independent_null,0.3,0.0,100,100,1.0,14,0.14,0.08526343659939134,0.22137188210963837,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,additive_d6,independent_null,0.8,0.0,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,additive_d6,interaction_increment,0.3,0.2,100,100,1.0,24,0.24,0.16691325556948772,0.33232336349814473,16,0.16,0.10095288488804782,0.24420269389270244
text,B2_training_state,additive_d6,interaction_increment,0.3,0.35,100,100,1.0,27,0.27,0.1926958414957634,0.36432116767944994,19,0.19,0.12514751509768735,0.27778845379064376
text,B2_training_state,additive_d6,interaction_increment,0.3,0.5,100,100,1.0,39,0.39,0.3001687400639441,0.4879698295415926,35,0.35,0.26364248243097527,0.44745556703112027
text,B2_training_state,additive_d6,interaction_increment,0.8,0.2,100,100,1.0,31,0.31,0.22779697212376038,0.40626055719489407,22,0.22,0.150012823846054,0.31070353514985793
text,B2_training_state,additive_d6,interaction_increment,0.8,0.35,100,100,1.0,34,0.34,0.25461520797348164,0.43722271145275377,28,0.28,0.20139685211186212,0.3748802870992116
text,B2_training_state,additive_d6,interaction_increment,0.8,0.5,100,100,1.0,59,0.59,0.4920143005341078,0.6813268697886348,55,0.55,0.45244602997442135,0.6438546202048803
text,B2_training_state,additive_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,10,0.1,0.0552291370606751,0.17436566150491345
text,B2_training_state,additive_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,18,0.18,0.1170022549894635,0.2666735838630073,8,0.08,0.041093461484380624,0.14998107700948735
text,B2_training_state,additive_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,additive_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,extra_trees,additive_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,additive_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,heteroskedastic_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,heteroskedastic_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,independent_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,independent_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_increment,0.3,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_increment,0.3,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_increment,0.3,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_increment,0.8,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_increment,0.8,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_increment,0.8,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,interaction_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,nonlinear_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,extra_trees,nonlinear_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d4,additive_proxy_null,0.3,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,interactions_d4,additive_proxy_null,0.8,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d4,independent_null,0.3,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d4,independent_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d4,interaction_increment,0.3,0.2,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,interactions_d4,interaction_increment,0.3,0.35,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,interactions_d4,interaction_increment,0.3,0.5,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,5,0.05,0.02154367915436796,0.11175046923191913
text,B2_training_state,interactions_d4,interaction_increment,0.8,0.2,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d4,interaction_increment,0.8,0.35,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,interactions_d4,interaction_increment,0.8,0.5,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,interactions_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,additive_proxy_null,0.3,0.0,100,100,1.0,5,0.05,0.02154367915436796,0.11175046923191913,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d6,additive_proxy_null,0.8,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,interactions_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,3,0.03,0.010254524024038925,0.0845193642905276,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,4,0.04,0.01566330399154762,0.0983707143588792,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,interactions_d6,independent_null,0.3,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,interactions_d6,independent_null,0.8,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,interaction_increment,0.3,0.2,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B2_training_state,interactions_d6,interaction_increment,0.3,0.35,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,4,0.04,0.01566330399154762,0.0983707143588792
text,B2_training_state,interactions_d6,interaction_increment,0.3,0.5,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,3,0.03,0.010254524024038925,0.0845193642905276
text,B2_training_state,interactions_d6,interaction_increment,0.8,0.2,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,interaction_increment,0.8,0.35,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,2,0.02,0.00550196755016235,0.07001179072854388
text,B2_training_state,interactions_d6,interaction_increment,0.8,0.5,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,6,0.06,0.027786123963188192,0.1247681544589592
text,B2_training_state,interactions_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,2,0.02,0.00550196755016235,0.07001179072854388,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B2_training_state,interactions_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,1,0.01,0.0017674320641406505,0.054486196178705315,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,additive_d4,additive_proxy_null,0.3,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,11,0.11,0.06254196357064568,0.18631296503080313
text,B3_validation,additive_d4,additive_proxy_null,0.8,0.0,100,100,1.0,12,0.12,0.06999406437019488,0.19812099426711421,3,0.03,0.010254524024038925,0.0845193642905276
text,B3_validation,additive_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,10,0.1,0.0552291370606751,0.17436566150491345
text,B3_validation,additive_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,19,0.19,0.12514751509768735,0.27778845379064376,13,0.13,0.07757167427240512,0.20980351440076428
text,B3_validation,additive_d4,independent_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,4,0.04,0.01566330399154762,0.0983707143588792
text,B3_validation,additive_d4,independent_null,0.8,0.0,100,100,1.0,6,0.06,0.027786123963188192,0.1247681544589592,3,0.03,0.010254524024038925,0.0845193642905276
text,B3_validation,additive_d4,interaction_increment,0.3,0.2,100,100,1.0,29,0.29,0.2101483574912227,0.3853889117557111,20,0.2,0.1333669333310325,0.2888291655931589
text,B3_validation,additive_d4,interaction_increment,0.3,0.35,100,100,1.0,36,0.36,0.2727122040140433,0.4576459754839126,33,0.33,0.24563122734128034,0.4269465620490947
text,B3_validation,additive_d4,interaction_increment,0.3,0.5,100,100,1.0,44,0.44,0.34672026630160796,0.5377189534832302,35,0.35,0.26364248243097527,0.44745556703112027
text,B3_validation,additive_d4,interaction_increment,0.8,0.2,100,100,1.0,33,0.33,0.24563122734128034,0.4269465620490947,22,0.22,0.150012823846054,0.31070353514985793
text,B3_validation,additive_d4,interaction_increment,0.8,0.35,100,100,1.0,49,0.49,0.3942199893044113,0.5865198806597283,44,0.44,0.34672026630160796,0.5377189534832302
text,B3_validation,additive_d4,interaction_increment,0.8,0.5,100,100,1.0,60,0.6,0.5020025867910618,0.6905987135675411,57,0.57,0.47215389549212305,0.6626670147588988
text,B3_validation,additive_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,10,0.1,0.0552291370606751,0.17436566150491345
text,B3_validation,additive_d4,interaction_proxy_null,0.8,0.0,100,100,1.0,17,0.17,0.10893566114059931,0.25548004767601123,9,0.09,0.04807254000256516,0.1622621285271631
text,B3_validation,additive_d4,nonlinear_proxy_null,0.3,0.0,100,100,1.0,8,0.08,0.041093461484380624,0.14998107700948735,1,0.01,0.0017674320641406505,0.054486196178705315
text,B3_validation,additive_d4,nonlinear_proxy_null,0.8,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,5,0.05,0.02154367915436796,0.11175046923191913
text,B3_validation,additive_d6,additive_proxy_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,3,0.03,0.010254524024038925,0.0845193642905276
text,B3_validation,additive_d6,additive_proxy_null,0.8,0.0,100,100,1.0,7,0.07,0.03431926106727268,0.137495147390735,3,0.03,0.010254524024038925,0.0845193642905276
text,B3_validation,additive_d6,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,9,0.09,0.04807254000256516,0.1622621285271631
text,B3_validation,additive_d6,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,22,0.22,0.150012823846054,0.31070353514985793,13,0.13,0.07757167427240512,0.20980351440076428
text,B3_validation,additive_d6,independent_null,0.3,0.0,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,additive_d6,independent_null,0.8,0.0,100,100,1.0,11,0.11,0.06254196357064568,0.18631296503080313,2,0.02,0.00550196755016235,0.07001179072854388
text,B3_validation,additive_d6,interaction_increment,0.3,0.2,100,100,1.0,29,0.29,0.2101483574912227,0.3853889117557111,22,0.22,0.150012823846054,0.31070353514985793
text,B3_validation,additive_d6,interaction_increment,0.3,0.35,100,100,1.0,24,0.24,0.16691325556948772,0.33232336349814473,18,0.18,0.1170022549894635,0.2666735838630073
text,B3_validation,additive_d6,interaction_increment,0.3,0.5,100,100,1.0,32,0.32,0.23669147324999093,0.41662618610452384,28,0.28,0.20139685211186212,0.3748802870992116
text,B3_validation,additive_d6,interaction_increment,0.8,0.2,100,100,1.0,26,0.26,0.18404698464748132,0.3537098944918718,20,0.2,0.1333669333310325,0.2888291655931589
text,B3_validation,additive_d6,interaction_increment,0.8,0.35,100,100,1.0,27,0.27,0.1926958414957634,0.36432116767944994,24,0.24,0.16691325556948772,0.33232336349814473
text,B3_validation,additive_d6,interaction_increment,0.8,0.5,100,100,1.0,53,0.53,0.4328885697009936,0.6248918204065872,49,0.49,0.3942199893044113,0.5865198806597283
text,B3_validation,additive_d6,interaction_proxy_null,0.3,0.0,100,100,1.0,15,0.15,0.0930598528365663,0.23283559590832364,9,0.09,0.04807254000256516,0.1622621285271631
text,B3_validation,additive_d6,interaction_proxy_null,0.8,0.0,100,100,1.0,18,0.18,0.1170022549894635,0.2666735838630073,11,0.11,0.06254196357064568,0.18631296503080313
text,B3_validation,additive_d6,nonlinear_proxy_null,0.3,0.0,100,100,1.0,10,0.1,0.0552291370606751,0.17436566150491345,4,0.04,0.01566330399154762,0.0983707143588792
text,B3_validation,additive_d6,nonlinear_proxy_null,0.8,0.0,100,100,1.0,13,0.13,0.07757167427240512,0.20980351440076428,2,0.02,0.00550196755016235,0.07001179072854388
text,B3_validation,extra_trees,additive_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,additive_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,heteroskedastic_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,heteroskedastic_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,independent_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,independent_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_increment,0.3,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_increment,0.3,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_increment,0.3,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_increment,0.8,0.2,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_increment,0.8,0.35,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_increment,0.8,0.5,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,interaction_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,nonlinear_proxy_null,0.3,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,extra_trees,nonlinear_proxy_null,0.8,0.0,100,0,0.0,0,0.0,3.469446951953614e-18,0.03699349820698568,0,0.0,3.469446951953614e-18,0.03699349820698568
text,B3_validation,interactions_d4,additive_proxy_null,0.3,0.0,100,100,1.0,76,0.76,0.6676766365018553,0.8330867444305122,15,0.15,0.0930598528365663,0.23283559590832364
text,B3_validation,interactions_d4,additive_proxy_null,0.8,0.0,100,100,1.0,77,0.77,0.6784561697712622,0.8415673411969654,26,0.26,0.18404698464748132,0.3537098944918718
text,B3_validation,interactions_d4,heteroskedastic_proxy_null,0.3,0.0,100,100,1.0,75,0.75,0.656955364519384,0.8245478863771232,25,0.25,0.17545211362287672,0.34304463548061603
text,B3_validation,interactions_d4,heteroskedastic_proxy_null,0.8,0.0,100,100,1.0,60,0.6,0.5020025867910618,0.6905987135675411,17,0.17,0.10893566114059931,0.25548004767601123
text,B3_validation,interactions_d4,independent_null,0.3,0.0,100,100,1.0,76,0.76,0.6676766365018553,0.8330867444305122,27,0.27,0.1926958414957634,0.36432116767944994
text,B3_validation,interactions_d4,independent_null,0.8,0.0,100,100,1.0,67,0.67,0.5730534379509052,0.7543687726587197,20,0.2,0.1333669333310325,0.2888291655931589
text,B3_validation,interactions_d4,interaction_increment,0.3,0.2,100,100,1.0,83,0.83,0.7445199523239887,0.8910643388594006,23,0.23,0.15843265880303448,0.3215438302287378
text,B3_validation,interactions_d4,interaction_increment,0.3,0.35,100,100,1.0,78,0.78,0.6892964648501421,0.8499871761539459,24,0.24,0.16691325556948772,0.33232336349814473
text,B3_validation,interactions_d4,interaction_increment,0.3,0.5,100,100,1.0,75,0.75,0.656955364519384,0.8245478863771232,27,0.27,0.1926958414957634,0.36432116767944994
text,B3_validation,interactions_d4,interaction_increment,0.8,0.2,100,100,1.0,62,0.62,0.5220975529551107,0.7090240074752127,18,0.18,0.1170022549894635,0.2666735838630073
text,B3_validation,interactions_d4,interaction_increment,0.8,0.35,100,100,1.0,74,0.74,0.6462901055081282,0.8159530153525186,21,0.21,0.141656540619153,0.29979968834089865
text,B3_validation,interactions_d4,interaction_increment,0.8,0.5,100,100,1.0,73,0.73,0.6356788323205499,0.8073041585042365,27,0.27,0.1926958414957634,0.36432116767944994
text,B3_validation,interactions_d4,interaction_proxy_null,0.3,0.0,100,100,1.0,80,0.8,0.7111708344068411,0.8666330666689676,22,0.22,0.150012823846054,0.31070353514985793
