scenario,expected_profile,expected_signal,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,legacy_partial_reject,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,profile_pass
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,0,21263447,0.03201920192019202,0.7518146452358578,0.11562643578348818,0.25441770831639116,False,0.11428571428571428,0.65,-0.0003290490451268689,-0.0010896610741745068,0.0003326585278761063,-0.01986574349787887,False,False,False,False,True
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,1,21263448,-0.22683468346834684,0.023238099822237665,-0.21111290608234645,0.03594293880925777,True,-0.5293233082706766,0.018,-0.0012246160604776207,-0.0029640789088282962,0.0005594631453201571,-0.05304922207483098,True,False,False,False,False
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,2,21263449,0.1117311731173117,0.26840899914073196,0.1315783247014551,0.19421412228679344,False,0.41052631578947363,0.074,-0.000399832059501528,-0.001971740174014621,0.0010578358039080387,-0.021083383962358055,False,False,False,False,False
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,3,21263450,-0.02505850585058506,0.8045418475322409,0.23037614181572216,0.021787538116058002,True,0.13984962406015036,0.57,0.000524799924353149,-0.0013299924975659382,0.0021539264559856564,0.024697417368113667,False,True,False,False,True
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,4,21263451,0.09903390339033903,0.3269378227291371,-0.06539976028322105,0.5201305507026197,False,-0.10676691729323308,0.67,-9.487659248366004e-05,-0.0010435827624036768,0.0007628656867424837,-0.005924266739154304,False,False,False,False,True
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,5,21263452,-0.015613561356135612,0.8774662466967019,-0.06117223252868439,0.547513887926882,False,-0.7127819548872181,0.002,-0.0007538859986463142,-0.0016941897042307052,7.215621565812132e-05,-0.030015376922645914,True,False,False,False,False
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,6,21263453,0.029450945094509445,0.7711508718362058,0.09541644445580981,0.3474894895534873,False,-0.1263157894736842,0.594,-6.97355727070012e-05,-0.0008122435468462812,0.0005904454743045121,-0.0030537564225593433,False,False,False,False,True
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,7,21263454,-0.009240924092409241,0.9272944518045138,0.05123346787303384,0.6145260670171385,False,-0.12180451127819547,0.598,-7.516531888634992e-05,-0.0003098284690524673,0.00015697428500158905,-0.0046173257588424605,False,False,False,False,True
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,8,21263455,0.06569456945694568,0.5160874248744134,0.20062254018445277,0.046468781949895926,True,0.12030075187969923,0.602,-0.0001503661804272867,-0.002078578346581634,0.0014237309428107537,-0.0067445605461362084,False,False,False,False,True
null_metric,no-increment,False,100,2,polynomial_ridge_interactions,9,21263456,0.2688748874887488,0.006831524310261455,0.21902140536166265,0.029400292698818786,True,0.18796992481203004,0.442,2.0074943105605897e-05,-0.001682254476494476,0.001659626496633441,0.0007120422033307684,False,True,False,False,False
