protocol_id,baseline,scenario,reliability,beta,repetition,wild_draws,status,n_groups,orthogonal_wild_p,orthogonal_score_mean,partial_rank_slope,supported,positive_supported
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,79,4999,estimated,240,0.9568,0.00021767757809375982,0.003118337051727978,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,80,4999,estimated,240,0.2336,0.005716619475833235,0.07391757473382528,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,81,4999,estimated,240,0.1948,-0.005576948943395218,-0.08401885331874964,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,82,4999,estimated,240,0.7976,0.0012283448526263674,0.015582664804229592,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,83,4999,estimated,240,0.5444,-0.002337028855908822,-0.037640323957244405,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,84,4999,estimated,240,0.2634,-0.004849406994866538,-0.060143852807944195,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,85,4999,estimated,240,0.6942,-0.0017089573986130379,-0.02455726904696311,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,86,4999,estimated,240,0.4898,0.0028292578110279427,0.04157524793658463,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,87,4999,estimated,240,0.0306,0.008838555616674968,0.12567483025037296,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,88,4999,estimated,240,0.967,-0.00016117412207428185,-0.002456958692033091,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,89,4999,estimated,240,0.0604,-0.007373357358024228,-0.10382944900060885,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,90,4999,estimated,240,0.8958,0.0005908045594725395,0.008337368440102348,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,91,4999,estimated,240,0.5198,0.002685852512402115,0.03994115416381579,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,92,4999,estimated,240,0.7674,0.0012436064800437079,0.016795189731192962,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,93,4999,estimated,240,0.2164,0.00523697677680753,0.07130596975783544,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,94,4999,estimated,240,0.0992,0.007270052277917618,0.10091211603122724,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,95,4999,estimated,240,0.4056,-0.0035644927966732073,-0.047677792105840125,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,96,4999,estimated,240,0.2522,-0.004690879052957927,-0.0693662148099766,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,97,4999,estimated,240,0.0864,-0.006391316897146633,-0.10084177752961511,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,98,4999,estimated,240,0.2104,0.004905285248407185,0.07485297472568246,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.3,0.0,99,4999,estimated,240,0.429,0.003451397016710206,0.048322503729270175,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,0,4999,estimated,240,0.3472,-0.0038821769305445544,-0.0570078156573977,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,1,4999,estimated,240,0.7396,0.0014905756898067296,0.02350833977728102,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,2,4999,estimated,240,0.3566,0.004027738180310252,0.053847372282290654,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,3,4999,estimated,240,0.5336,-0.0024735983272015094,-0.03856795441101444,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,4,4999,estimated,240,0.4152,0.003223547096486715,0.05417385435156016,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,5,4999,estimated,240,0.6818,-0.001673312596644136,-0.02681228221577907,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,6,4999,estimated,240,0.39,-0.0035666198827837142,-0.05571478316053433,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,7,4999,estimated,240,0.4932,0.0032761860953216797,0.03969984718759243,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,8,4999,estimated,240,0.0002,0.013818795481533008,0.19197213936765578,True,True
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,9,4999,estimated,240,0.7804,-0.0013560573632432399,-0.01759708588630219,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,10,4999,estimated,240,0.2444,0.003975007292028742,0.0639250789055203,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,11,4999,estimated,240,0.0318,0.009876049806866499,0.1426339578149963,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,12,4999,estimated,240,0.8266,0.0008668271541373433,0.012062512104160403,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,13,4999,estimated,240,0.6148,-0.0021290908165035884,-0.029442697470993717,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,14,4999,estimated,240,0.0136,-0.010625882643924778,-0.1402153006067789,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,15,4999,estimated,240,0.9604,-0.00019167420188639616,-0.002796101382715019,False,False
mbe3-pgdl-transfer-confirmation-v2,B1_design,additive_proxy_null,0.8,0.0,16,4999,estimated,240,0.0072,0.01085181753564692,0.17689214757847388,False,False
