baseline,metric,nuisance_model,status,target,controls,group_col,permutation_block_col,n,independence_units,n_splits,polynomial_degree,run_residual_r,residual_r,residual_p,residual_ci_low,residual_ci_high,baseline_mse,augmented_mse,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,increment_classification,refit_bootstrap_draws,refit_bootstrap_successful,refit_residual_ci_low,refit_residual_ci_high,refit_delta_mse_ci_low,refit_delta_mse_ci_high,refit_predictive_classification,refit_increment_classification
B3_validation,prediction_confidence,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.2499356976038355,-0.019819819819819822,0.901,,,0.0009052842708383061,0.0008639539404306568,4.133033040764928e-05,,,0.045654532768338946,no-supported-increment,999,999,-0.6812604029798446,0.41029601887654676,-0.0007834723493777916,0.0003045202869392297,no-supported-increment,no-supported-increment
B3_validation,prediction_confidence,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.2811115569410578,-0.4187902187902188,0.01,,,0.0010260692771047793,0.0009377176973345302,8.835157977024914e-05,,,0.08610683678157427,residual-dependence-only,999,999,-0.7268701249040885,0.4238007961746156,-0.0033916079864159533,0.001796187193492557,no-supported-increment,residual-dependence-only
B3_validation,prediction_entropy,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,0.283086926551231,0.32406692406692406,0.051,,,0.0009052842708383061,0.0007904694145052224,0.00011481485633308374,,,0.12682740662970268,no-supported-increment,999,999,-0.38925461877500267,0.6750662774175521,-0.0003391622902810898,0.0007947593313136375,no-supported-increment,no-supported-increment
B3_validation,prediction_entropy,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,0.3256396802370443,0.39588159588159594,0.016,,,0.0010260692771047793,0.0009770945168743243,4.8974760230455e-05,,,0.04773046160064866,residual-dependence-only,999,999,-0.4714384024028676,0.6867757294608384,-0.0050806450040798475,0.0020810758741191416,no-supported-increment,residual-dependence-only
B3_validation,prediction_margin,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.2412337829356873,0.01904761904761905,0.912,,,0.0009052842708383061,0.0008643590050809345,4.0925265757371654e-05,,,0.04520708806690552,no-supported-increment,999,999,-0.6496200138862822,0.369795609423228,-0.000580617225770401,0.0003945419838934015,no-supported-increment,no-supported-increment
B3_validation,prediction_margin,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.3163719044826486,-0.4594594594594595,0.008,,,0.0010260692771047793,0.0009285887395011207,9.748053760365869e-05,,,0.0950038557617823,residual-dependence-only,999,999,-0.7609037075180226,0.3450828778820731,-0.002194546980900397,0.0027573283599507236,no-supported-increment,residual-dependence-only
B3_validation,gradient_norm,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.1381647581715485,-0.1588159588159588,0.355,,,0.0009052842708383061,0.0008742116209041357,3.107264993417044e-05,,,0.034323638369853395,no-supported-increment,999,999,-0.5956608523256322,0.5219747682801232,-0.001253582987133249,0.0005571203092500507,no-supported-increment,no-supported-increment
B3_validation,gradient_norm,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,0.01434817947055979,0.1966537966537967,0.274,,,0.0010260692771047793,0.0008395217310299331,0.00018654754607484627,,,0.18180794439262463,no-supported-increment,999,999,-0.49728770025580216,0.7567342476814088,-0.00536868688045549,0.0029954915046114102,no-supported-increment,no-supported-increment
B3_validation,empirical_fisher_trace,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.20968970734166759,-0.14543114543114544,0.405,,,0.0009052842708383061,0.000822673833668005,8.261043717030115e-05,,,0.09125358722272145,no-supported-increment,999,999,-0.606986797856065,0.522754044468105,-0.0018938302860171071,0.0006580462704729124,no-supported-increment,no-supported-increment
B3_validation,empirical_fisher_trace,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss,val_loss",config_id,model_size,180,36,5,6,-0.07083452721511231,0.01312741312741313,0.948,,,0.0010260692771047793,0.0008280810044642623,0.000197988272640517,,,0.19295799714340242,no-supported-increment,999,999,-0.6292615686259411,0.7137064723756911,-0.010488303573951776,0.00263152184794552,no-supported-increment,no-supported-increment
