run_uuid,run_id,config_id,seed_id,split_id,environment_id,model_size,dim,depth,heads,learning_rate,weight_decay,dropout,seed,steps,batch_size,sequence_length,final_train_batch_loss,val_loss,val_perplexity,val_token_accuracy,test_loss,test_perplexity,test_token_accuracy,metric_batch_loss,metric_batch_accuracy,prediction_confidence,prediction_entropy,prediction_margin,gradient_norm,empirical_fisher_trace,fim_erank,fim_norm,feature_erank,parameter_l2,distance_from_initialization_l2,relative_distance_from_initialization,update_to_weight_ratio,sharpness_random_perturbation,random_metric,metric_batch_loss_metric_batch_std,metric_batch_accuracy_metric_batch_std,prediction_confidence_metric_batch_std,prediction_entropy_metric_batch_std,prediction_margin_metric_batch_std,gradient_norm_metric_batch_std,empirical_fisher_trace_metric_batch_std,fim_erank_metric_batch_std,fim_norm_metric_batch_std,feature_erank_metric_batch_std,parameter_l2_metric_batch_std,distance_from_initialization_l2_metric_batch_std,relative_distance_from_initialization_metric_batch_std,update_to_weight_ratio_metric_batch_std,sharpness_random_perturbation_metric_batch_std,elapsed_s,error
9210c3c7-eee1-48a1-a09b-32088e573cb1,47434cae0f98-s2701,47434cae0f98,2701,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.0,2701,6000,48,64,6.71086311340332,6.460521829128266,639.3946242687124,0.15546875,6.399800264835358,601.7248402585984,0.1556640625,6.648310581843059,0.14388020833333334,0.13339651127656302,6.6407060623168945,0.07368925213813782,1.1918378273646038,10.76987361907959,7.573225816090901,0.9466532270113627,1.0128709475199382,1780.64990234375,172.04953002929688,0.09610860794782639,0.09662175923585892,0.008370320002237955,-0.5185102820396423,0.1342990584574774,0.021066002197087808,0.015081088756127296,0.1595367106857303,0.01065462377975069,0.11793390017818066,1.2697121517578682,0.05684015434533017,0.007105019293166271,0.0028804201015019066,0.0,0.0,0.0,0.0,8.687405772949353e-05,145.24608659744263,
9da47708-e503-475a-af1d-be80b754068d,47434cae0f98-s2702,47434cae0f98,2702,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.0,2702,6000,48,64,6.585551738739014,6.435515546798706,623.6039970487767,0.1599609375,6.337674748897553,565.4798987218178,0.164013671875,6.748065531253815,0.14583333333333334,0.14738485713799795,6.516005992889404,0.08404391755660374,1.180466930071513,11.703253110249838,7.5916086832682295,0.9489510854085287,1.011148730913798,1778.943115234375,171.93701171875,0.09613456577062607,0.09665121138095856,0.0032298763593037925,0.7290657758712769,0.19739647275335093,0.014788823817188212,0.011801222117255055,0.11962668485872742,0.008329381402277576,0.02583967349473424,1.596466416921345,0.16606253919307404,0.020757817399134255,0.0032745787774164994,0.0,0.0,0.0,0.0,0.00048316802402987175,142.73827171325684,
008f6b31-e41e-45d1-8f68-3fd786ad3c41,47434cae0f98-s2703,47434cae0f98,2703,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.0,2703,6000,48,64,6.685140609741211,6.43674887418747,624.373579414033,0.15704345703125,6.379813027381897,589.8174176414043,0.15582275390625,6.842572430769603,0.14778645833333334,0.1386314332485199,6.578591982523601,0.0765547255674998,1.1527540683746338,10.163543065388998,7.544943014780681,0.9431178768475851,1.0133746067682903,1779.789794921875,169.72117614746094,0.09484896808862686,0.09536023437976837,0.0041312575340271,-1.0203146934509277,0.13725759636572848,0.010022659061419695,0.013232792691670244,0.12706347414383132,0.011374975174850224,0.091323856308468,0.8457942252187228,0.18348537181094046,0.022935671476367558,0.003536270712712627,0.0,0.0,0.0,0.0,0.0023607810543170345,142.7708237171173,
f96bd50a-ac1d-41a1-aee0-5eef1d4f114b,47434cae0f98-s2704,47434cae0f98,2704,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.0,2704,6000,48,64,6.643775463104248,6.464816880226135,642.1467629088636,0.15780029296875,6.4002036333084105,601.9676060473523,0.153369140625,6.773922979831696,0.13932291666666666,0.1391316850980123,6.553516864776611,0.07600037008523941,1.1830766201019287,10.709052721659342,7.53633975982666,0.9420424699783325,1.0167869726816814,1777.943359375,173.82083129882812,0.09721570461988449,0.09776511043310165,0.006320734818776448,0.0012064753100275993,0.2686282407317607,0.01683921504736662,0.005980576312444547,0.06069278225713131,0.00565378681581694,0.05236882686541267,0.5364151071283519,0.07538706461515485,0.009423383076894356,0.005167611288034161,0.0,0.0,0.0,0.0,0.006685690628403565,142.67177510261536,
f0a149aa-40bd-482b-863a-619c7cf4f92d,47434cae0f98-s2705,47434cae0f98,2705,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.0,2705,6000,48,64,6.641668319702148,6.443273961544037,628.4609924239264,0.1567626953125,6.339812517166138,566.690056763685,0.1616455078125,6.6661317348480225,0.14322916666666666,0.13440490265687308,6.64238707224528,0.07333401342233022,1.224370002746582,11.112874984741211,7.499465465545654,0.9374331831932068,1.0162667036056519,1780.3212890625,172.43508911132812,0.096331886947155,0.09685616195201874,0.0016431013743082683,-1.783803105354309,0.1860598961289326,0.008807128423482215,0.006576179605069718,0.06935384503435986,0.005781351626383677,0.07806687903667978,0.3977954421987725,0.05395105058820172,0.006743881323525215,0.0010890601337186197,0.0,0.0,0.0,0.0,0.0062738560879563145,142.44719457626343,
dd6af351-b88f-4de8-9d42-50c6fb2e35d1,5cb8752413d0-s2701,5cb8752413d0,2701,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.2,2701,6000,48,64,6.998741626739502,6.577236819267273,718.5510970449064,0.12452392578125,6.51953227519989,678.2610716133354,0.12452392578125,6.770709911982219,0.11848958333333333,0.11996040989955266,6.580150922139485,0.056351919968922935,0.9477416475613912,6.801860968271892,7.434898058573405,0.9293622573216757,1.0195908943812053,1772.460693359375,189.6620635986328,0.10594714432954788,0.10700494796037674,0.0017901261647542317,-0.3432933986186981,0.11783704551299203,0.019949939382870523,0.009503241657206216,0.11837718134599043,0.004829905087437019,0.04146136520274704,0.8704251963646569,0.11641972260600354,0.014552465325750443,0.0027192099012454483,0.0,0.0,0.0,0.0,0.002533412064077669,144.15169858932495,
ac55e30a-8271-42e5-85a4-951e6b03bada,5cb8752413d0-s2702,5cb8752413d0,2702,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.2,2702,6000,48,64,6.904757976531982,6.57732744216919,718.6162171811395,0.1269287109375,6.487991571426392,657.2020933583607,0.128662109375,6.866808871428172,0.12109375,0.12398171176513036,6.517077128092448,0.057095846782128014,0.9452207684516907,6.4749579429626465,7.50717814763387,0.9383972684542338,1.0178238948186238,1771.5040283203125,188.43809509277344,0.10536076128482819,0.10637181252241135,-0.0017266074816385906,-0.5721818804740906,0.19932312056572013,0.005859375,0.009673464185659465,0.10049828960436438,0.005537445586633038,0.05420315995872635,0.5368096144612664,0.08591389401481765,0.010739236751852206,0.00506034603077411,0.0,0.0,0.0,0.0,0.002584688218603823,143.3692319393158,
57104659-5d23-440c-96c9-4a18d98f2da0,5cb8752413d0-s2703,5cb8752413d0,2703,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.2,2703,6000,48,64,6.965000152587891,6.548855006694794,698.4440021012092,0.1259765625,6.503104305267334,667.2096439271475,0.12252197265625,6.931479136149089,0.11328125,0.12342678755521774,6.505603313446045,0.05600351095199585,1.076343258221944,7.066629886627197,7.290554364522298,0.9113192955652872,1.02083420753479,1772.2548828125,185.37059020996094,0.10359466820955276,0.10459589958190918,-0.0005160967508951823,-1.0319422483444214,0.15149640786941077,0.01188039556698871,0.009403087105323159,0.10216748983781121,0.00680587770599113,0.05185923278036255,0.3191814743046974,0.1465364625537264,0.0183170578192158,0.004908349462460118,0.0,0.0,0.0,0.0,0.00022548301092011974,143.5878551006317,
83417f8c-f2ef-4d8a-b329-321ad6131cf7,5cb8752413d0-s2704,5cb8752413d0,2704,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.2,2704,6000,48,64,6.958569049835205,6.581555831432342,721.6612395111606,0.124609375,6.5123552799224855,673.4106217536266,0.12222900390625,6.857410172621409,0.11458333333333333,0.1193399007121722,6.56257438659668,0.054259005934000015,0.9956470131874084,6.6913838386535645,7.342586040496826,0.9178232550621033,1.0225685040156047,1770.712890625,189.12071228027344,0.10577273368835449,0.10680484026670456,-0.0011598865191141765,-1.4455528259277344,0.2391199734530629,0.009830513587592123,0.0013694799569075884,0.023028586829737265,0.0015694595143638643,0.04791134769630937,0.9180371339544515,0.3380291770401988,0.04225364713002485,0.0030965618945434717,0.0,0.0,0.0,0.0,0.001659023978992049,143.4476420879364,
f5444097-18e5-47a8-bb0e-024dc0a2553f,5cb8752413d0-s2705,5cb8752413d0,2705,official-wikitext2-train-valid-test,wikitext2-causal-lm-fixed-splits-v1-replication,small,96,2,4,0.00015,0.0,0.2,2705,6000,48,64,6.9438700675964355,6.580645143985748,721.0043308442832,0.1216796875,6.485297501087189,655.4339275427689,0.12486572265625,6.788432856400807,0.111328125,0.12284089624881744,6.554604371388753,0.0568323681751887,1.0412636200586955,7.117399533589681,7.300474802652995,0.9125593503316244,1.0199249188105266,1772.5924072265625,186.20265197753906,0.10402321815490723,0.105045385658741,-0.0005184213320414225,0.8882606029510498,0.14647385158889156,0.00390625,0.004036062461480261,0.042590550849513555,0.005400493963651227,0.04989820113829314,0.1327383982770677,0.09588055583992816,0.01198506947999102,0.0016247773388645725,0.0,0.0,0.0,0.0,0.006881394246102292,143.61957597732544,
