repetition,seed,scenario,expected_stable_increment,contains_conditional_increment,configurations,raw_spearman,raw_kendall,partial_spearman,granulated_kendall,granulated_min_axis,jiang_cmi,jiang_cmi_min_conditioning,mbe_additive_residual_r,mbe_additive_p,mbe_additive_delta,mbe_additive_delta_ci_low,mbe_additive_class,mbe_interaction_residual_r,mbe_interaction_p,mbe_interaction_delta,mbe_interaction_delta_ci_low,mbe_interaction_class
0,50260786,independent_null,False,False,27,-0.007326007326007325,0.0028490028490028496,-0.0786984048547399,-0.012345679012345678,-0.18518518518518523,5.85505390620652e-06,none,-0.17399267399267399,0.382,-0.0006417874209221405,-0.001713956974946054,no-supported-increment,-0.19291819291819293,0.328,-0.00036827933462809694,-0.0010535716694213494,no-supported-increment
0,50261795,design_proxy,False,False,27,0.9664224664224663,0.851851851851852,0.6430368822078336,0.7037037037037037,0.48148148148148157,0.2768508007795108,"hp_a,hp_c",0.8754578754578756,0.001,0.00880920391901582,0.00424939167391924,increment-supported,0.5427350427350427,0.005,-0.0010346887196621343,-0.006493058032578956,residual-dependence-only
0,50262804,interaction_proxy,False,False,27,0.724053724053724,0.5783475783475784,0.33522125139254483,0.40740740740740744,-0.1111111111111111,0.2243610410569824,"hp_a,hp_c",0.7832722832722833,0.001,0.004485902095123097,0.00021753640872470645,increment-supported,0.3504273504273504,0.087,-0.0009730252098041729,-0.002654685135374215,no-supported-increment
0,50263813,genuine_increment,True,True,27,0.5842490842490842,0.39601139601139607,0.8382504896215253,0.5308641975308642,0.037037037037037056,0.11628492567643335,none,0.9053724053724053,0.001,0.044127245144751234,0.018157338496179277,increment-supported,0.86996336996337,0.001,0.06517237251120744,0.03613078505266639,increment-supported
0,50264822,axis_specialist_proxy,False,False,27,0.8284493284493284,0.6296296296296297,0.04536277509767166,0.38271604938271603,0.03703703703703704,0.01236452846479042,hp_a,-0.03418803418803419,0.854,-0.0014409899138686701,-0.002295198198768821,no-supported-increment,-0.05372405372405373,0.772,0.00022730705221514318,-0.00017672492502775072,no-supported-increment
0,50265831,sign_flip_increment,False,True,27,-0.2551892551892551,-0.1623931623931624,-0.005272176983677948,0.1604938271604938,-0.037037037037037056,0.019107550217179182,none,-0.14957264957264954,0.46,-0.043470655266349974,-0.08438464865015434,no-supported-increment,-0.31684981684981683,0.092,0.06386642764976726,0.028248089344475168,predictive-improvement-only
1,50270793,independent_null,False,False,27,-0.024420024420024417,-0.019943019943019946,0.13831051840839817,0.037037037037037035,-0.1111111111111111,0.00028691627396563465,none,-0.1452991452991453,0.477,-0.0021825643919829475,-0.0035963922286942427,no-supported-increment,-0.11477411477411475,0.575,-0.0005739895717239568,-0.0011186779989382683,no-supported-increment
1,50271802,design_proxy,False,False,27,0.9706959706959707,0.8632478632478634,0.5569411983824382,0.7283950617283951,0.48148148148148145,0.18579615823532594,"hp_a,hp_c",0.6752136752136753,0.001,0.0011423085961545579,-0.0009301630151784682,residual-dependence-only,0.44810744810744807,0.02,-0.0010249151448815368,-0.00208269267888516,residual-dependence-only
1,50272811,interaction_proxy,False,False,27,0.6978021978021978,0.50997150997151,0.442369529229106,0.25925925925925924,-0.48148148148148157,0.19672017145834297,none,0.8168498168498168,0.001,0.0075096321818633825,0.002493609727232569,increment-supported,0.3455433455433455,0.069,-0.0009369695898383615,-0.0021063393747794692,no-supported-increment
1,50273820,genuine_increment,True,True,27,0.315018315018315,0.1965811965811966,0.7214332189897608,0.38271604938271614,0.037037037037037056,0.028058248066139123,none,0.8455433455433455,0.001,0.02436909194312995,0.010148224329989389,increment-supported,0.7155067155067154,0.001,0.0017395575291810628,-0.007933671594965535,residual-dependence-only
