sample_size,repetition,scenario,expected_increment,nuisance_model,residual_p,delta_mse,refit_delta_mse_ci_low,joint_supported,predictive_supported
100,0,null_metric,False,polynomial_ridge,0.915,-0.0020414011619314942,-0.0049125875132877556,False,False
100,0,null_metric,False,polynomial_ridge_interactions,0.965,0.00019170706670240678,-0.0022404311158401987,False,False
100,0,nonlinear_proxy,False,polynomial_ridge,0.84,-0.0008466513375480697,-0.0017917778457880555,False,False
100,0,nonlinear_proxy,False,polynomial_ridge_interactions,0.8,-7.383870244744191e-05,-0.001714110298549406,False,False
100,0,heteroskedastic_null,False,polynomial_ridge,0.14,-0.00039888046247550137,-0.005215489688016698,False,False
100,0,heteroskedastic_null,False,polynomial_ridge_interactions,0.2,-0.0031305958949025773,-0.0046195188200793096,False,False
100,0,clustered_null,False,polynomial_ridge,0.365,-0.0011757435468756142,-0.04945628969915957,False,False
100,0,clustered_null,False,polynomial_ridge_interactions,0.1,-0.006016618319385856,-0.056257434124772555,False,False
100,0,genuine_increment,True,polynomial_ridge,0.005,0.04385785942580633,0.027376401817777507,True,True
100,0,genuine_increment,True,polynomial_ridge_interactions,0.005,0.04309458828512594,0.02740812061116951,True,True
100,1,null_metric,False,polynomial_ridge,0.7,-0.003960016795197644,-0.005756398614605196,False,False
100,1,null_metric,False,polynomial_ridge_interactions,0.985,-0.0005292636158725841,-0.0026271925083725745,False,False
100,1,nonlinear_proxy,False,polynomial_ridge,0.235,-0.0015108170054136429,-0.0035025076201062135,False,False
100,1,nonlinear_proxy,False,polynomial_ridge_interactions,0.205,-0.00010208280662001717,-0.0010898696614741802,False,False
100,1,heteroskedastic_null,False,polynomial_ridge,0.84,-0.0020919425908579765,-0.0026486710980657855,False,False
100,1,heteroskedastic_null,False,polynomial_ridge_interactions,0.69,-0.00018595775911521215,-0.001111792400359182,False,False
100,1,clustered_null,False,polynomial_ridge,0.915,-0.0036250929423534365,-0.04087086972836097,False,False
100,1,clustered_null,False,polynomial_ridge_interactions,0.48,-0.007532594001451022,-0.031668090200954534,False,False
100,1,genuine_increment,True,polynomial_ridge,0.005,0.04268146769965527,0.02746624480456762,True,True
100,1,genuine_increment,True,polynomial_ridge_interactions,0.005,0.047425395334578534,0.02886670938766553,True,True
100,2,null_metric,False,polynomial_ridge,0.33,-0.0022835586079392525,-0.0050268161615765125,False,False
100,2,null_metric,False,polynomial_ridge_interactions,0.285,-0.0011332667569457326,-0.0028376435922952033,False,False
100,2,nonlinear_proxy,False,polynomial_ridge,0.24,0.001879792027850543,-0.002378593900867067,False,False
100,2,nonlinear_proxy,False,polynomial_ridge_interactions,0.585,0.0007791220291197311,-0.0015793792075706299,False,False
100,2,heteroskedastic_null,False,polynomial_ridge,0.98,-0.00038801634935878813,-0.0018982985151428063,False,False
100,2,heteroskedastic_null,False,polynomial_ridge_interactions,0.965,-0.0008017563797705126,-0.0010920899478859423,False,False
100,2,clustered_null,False,polynomial_ridge,0.675,-0.031148567094656444,-0.15354302210458146,False,False
100,2,clustered_null,False,polynomial_ridge_interactions,0.9,-0.00019279102374519103,-0.08225335882378086,False,False
100,2,genuine_increment,True,polynomial_ridge,0.005,0.045075242744724076,0.026355170883159106,True,True
100,2,genuine_increment,True,polynomial_ridge_interactions,0.005,0.048610422846998985,0.02867109484871058,True,True
100,3,null_metric,False,polynomial_ridge,0.355,-0.0036509543347041026,-0.005787553121497567,False,False
100,3,null_metric,False,polynomial_ridge_interactions,0.44,4.7865962516911026e-05,-0.0014604326919308741,False,False
100,3,nonlinear_proxy,False,polynomial_ridge,0.495,-3.069656322765655e-05,-0.0010180995585387712,False,False
100,3,nonlinear_proxy,False,polynomial_ridge_interactions,0.44,1.0126808410175665e-05,-0.0006149402166211285,False,False
100,3,heteroskedastic_null,False,polynomial_ridge,0.155,-0.0008407255093631407,-0.001860166118889494,False,False
100,3,heteroskedastic_null,False,polynomial_ridge_interactions,0.09,0.00010638320555730364,-0.0010619586802875162,False,False
100,3,clustered_null,False,polynomial_ridge,0.33,-0.0062925261646053846,-0.0516768727984243,False,False
