sample_size,scenario,expected_increment,nuisance_model,repetitions,joint_support_rate,predictive_support_rate,median_delta_mse,median_refit_ci_low
100,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.009956642876065742,-0.07038190767116911
100,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.005862927170367065,-0.056257434124772555
100,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04268146769965527,0.02727590833757985
100,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04309458828512594,0.02740812061116951
100,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0008407255093631407,-0.00195021590375097
100,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0002747462852737692,-0.0011036520288988986
100,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.0002969103165801328,-0.0012971254533764656
100,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.04,-6.224994246890186e-05,-0.0007189959004914736
100,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0018857332941061046,-0.004200393695490258
100,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0006085478245299765,-0.002035089865640934
150,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0026956100559239714,-0.016103411021021342
150,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00262760031256898,-0.01278902016727886
150,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04328533517380028,0.03276004785538228
150,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.043358362905244884,0.03209273591885285
150,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.000644359179022308,-0.0011956717626215479
150,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00014614427485841464,-0.0006030954066568328
150,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00016162886660274142,-0.0007056630497458433
150,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-8.626314629147334e-05,-0.00040642691165982526
150,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.001053401085811187,-0.002625523570483617
150,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0003197104121095695,-0.0010979890480906774
200,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0026283059229875207,-0.007902715404300209
200,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0009807453562676281,-0.005014433778109629
200,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.041537405676154715,0.03311541565290031
200,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04206570405459649,0.03285967352917054
200,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0003522464331608202,-0.0007370088919335294
200,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-7.623281214173133e-05,-0.00038103823930057333
200,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00013010759801738297,-0.00043489148643271656
200,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-9.005413951078574e-06,-0.0002969699642548209
200,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0008831736799988152,-0.0018047052879213699
200,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00031542222126015873,-0.0008288575425560996
300,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0011914472021839068,-0.003794749614000786
300,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0009019450448453075,-0.0024861380975067762
300,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.042142120867765025,0.03477928525887899
300,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04157912761932703,0.03406310282913021
300,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.00022056209166165276,-0.00045256460089146774
300,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-6.396502816982501e-05,-0.000230922916560775
300,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00012045322648753659,-0.0002543369893017872
300,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-5.141539908579563e-05,-0.00020519663226688066
300,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0007073241460981046,-0.0011995235380525813
300,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00022556341698681467,-0.00046660351614056085
