baseline,metric,nuisance_model,status,target,controls,group_col,permutation_block_col,n,independence_units,n_splits,polynomial_degree,run_residual_r,residual_r,residual_p,residual_ci_low,residual_ci_high,baseline_mse,augmented_mse,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,increment_classification,refit_bootstrap_draws,refit_bootstrap_successful,refit_residual_ci_low,refit_residual_ci_high,refit_delta_mse_ci_low,refit_delta_mse_ci_high,refit_predictive_classification,refit_increment_classification
B2_training_state,fim_norm,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.24011864569827643,-0.6365508365508367,0.002,,,0.0012625901203271513,0.0010394116508384004,0.00022317846948875092,,,0.17676240760613815,residual-dependence-only,999,999,-0.831864567238567,0.341628285358437,-0.005357555935241457,0.0012738793116089104,no-supported-increment,residual-dependence-only
B2_training_state,feature_erank,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.06847234839794274,0.056885456885456896,0.732,,,0.001204857255477181,0.0009463748099065276,0.0002584824455706534,,,0.21453366728350073,no-supported-increment,999,999,-0.7342169472893426,0.6703098954140854,-0.0013517939808288376,0.001259437030261683,no-supported-increment,no-supported-increment
B2_training_state,feature_erank,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.05957185877327364,0.3250965250965251,0.046,,,0.0012625901203271513,0.0010898898554100572,0.00017270026491709414,,,0.13678252517320946,residual-dependence-only,999,999,-0.6298699278294881,0.8006810299642376,-0.006297106657201881,0.002021391448584556,no-supported-increment,residual-dependence-only
B2_training_state,parameter_l2,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.005587707250400889,-0.005662805662805663,0.985,,,0.001204857255477181,0.0014701248116569788,-0.00026526755617979777,,,-0.22016513157381382,no-supported-increment,999,999,-0.48218070760679277,0.47574713696954135,-0.0015522174804617308,0.0004920073884706374,no-supported-increment,no-supported-increment
B2_training_state,parameter_l2,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.31680565625658974,-0.4815958815958816,0.005,,,0.0012625901203271513,0.0015326776064123714,-0.00027008748608522005,,,-0.21391541224418686,residual-dependence-only,999,999,-0.6092360702007745,0.42851628985591816,-0.007617279528433993,0.0006687581919825765,no-supported-increment,residual-dependence-only
B2_training_state,distance_from_initialization_l2,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.14090225139431095,-0.2648648648648649,0.125,,,0.001204857255477181,0.0009618360854600073,0.00024302117001717368,,,0.20170121307932506,no-supported-increment,999,999,-0.7923692090897165,0.45255241990699774,-0.0009028609755411207,0.0009745955291333416,no-supported-increment,no-supported-increment
B2_training_state,distance_from_initialization_l2,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.21442798970052945,-0.36138996138996143,0.039,,,0.0012625901203271513,0.0010530841895097225,0.0002095059308174288,,,0.16593344700269272,residual-dependence-only,999,999,-0.7450277120451977,0.6418146718146718,-0.004293514861047887,0.0011087809852772688,no-supported-increment,residual-dependence-only
B2_training_state,relative_distance_from_initialization,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.07660104655218443,0.06435006435006435,0.713,,,0.001204857255477181,0.0010468243225941474,0.00015803293288303363,,,0.13116319976049365,no-supported-increment,999,999,-0.485142379920407,0.7027086579852295,-0.000657386389568864,0.0009641703720464235,no-supported-increment,no-supported-increment
B2_training_state,relative_distance_from_initialization,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.024611158411426803,0.014414414414414415,0.938,,,0.0012625901203271513,0.0011757561504499609,8.683396987719041e-05,,,0.06877447279144776,no-supported-increment,999,999,-0.46359203466557514,0.7336484771859842,-0.004506089687119091,0.0016817010201826226,no-supported-increment,no-supported-increment
B2_training_state,update_to_weight_ratio,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.13309134720607121,-0.23397683397683397,0.189,,,0.001204857255477181,0.0010762961741426643,0.00012856108133451672,,,0.1067023340317608,no-supported-increment,999,999,-0.5852347468798562,0.630020597322348,-0.0007361560327811194,0.0008725779655774048,no-supported-increment,no-supported-increment
B2_training_state,update_to_weight_ratio,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.16647332832076062,-0.27490347490347494,0.114,,,0.0012625901203271513,0.0011965438705865753,6.604624974057604e-05,,,0.05231012715627991,no-supported-increment,999,999,-0.5233908341915551,0.683704202936537,-0.004904009082666332,0.0018274476765747462,no-supported-increment,no-supported-increment
B2_training_state,sharpness_random_perturbation,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.1644578353539089,-0.21853281853281856,0.195,,,0.001204857255477181,0.0012128322333512494,-7.974977874068397e-06,,,-0.006619022990329194,no-supported-increment,999,999,-0.7559355425531982,0.4325387290388697,-0.0004966559667197869,0.0005745528862140513,no-supported-increment,no-supported-increment
B2_training_state,sharpness_random_perturbation,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,0.07618140281151804,0.5235521235521235,0.002,,,0.0012625901203271513,0.0012155954823784422,4.699463794870912e-05,,,0.03722081869017974,residual-dependence-only,999,999,-0.6027548918640576,0.6647614486076119,-0.003064535972145607,0.00203418103521361,no-supported-increment,residual-dependence-only
B2_training_state,random_metric,polynomial_ridge,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.05351196719650861,-0.1451737451737452,0.359,,,0.001204857255477181,0.0012501632558219644,-4.5306000344783395e-05,,,-0.037602794969135205,no-supported-increment,999,999,-0.5528331289665617,0.47515117995713674,-0.0003851408760253168,0.00027812187613730684,no-supported-increment,no-supported-increment
B2_training_state,random_metric,polynomial_ridge_interactions,estimated,test_loss,"model_size,learning_rate,weight_decay,dropout,final_train_batch_loss",config_id,model_size,180,36,5,6,-0.1534616055339388,-0.3722007722007722,0.022,,,0.0012625901203271513,0.001442787043147746,-0.00018019692282059477,,,-0.14272004819260245,residual-dependence-only,999,999,-0.7242108391387376,0.4169399781402086,-0.0017505413050973497,0.0013431607382452756,no-supported-increment,residual-dependence-only
