scenario,expected_profile,expected_signal,n,polynomial_degree,nuisance_model,legacy_partial_reject_rate,legacy_partial_reject_ci_low,legacy_partial_reject_ci_high,crossfit_residual_reject_rate,crossfit_residual_reject_ci_low,crossfit_residual_reject_ci_high,joint_increment_decision_rate,joint_increment_decision_ci_low,joint_increment_decision_ci_high,profile_pass_rate,profile_pass_ci_low,profile_pass_ci_high,repetitions,median_residual_r,median_delta_mse,median_relative_mse_improvement
clustered_null,conditional-null,False,100,1,polynomial_ridge,0.41,0.3186731302113651,0.5079856994658921,0.07,0.03431926106727268,0.137495147390735,0.01,0.0017674320641406505,0.054486196178705315,1.0,0.9630065017930143,1.0,100,0.08872180451127819,-0.001133217205331668,-0.06374824152739073
clustered_null,conditional-null,False,200,1,polynomial_ridge,0.42,0.3279838267435473,0.5179351329695703,0.06,0.027786123963188192,0.1247681544589592,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.0627579737335835,-0.00046558104443874225,-0.023699153322529615
clustered_null,conditional-null,False,400,1,polynomial_ridge,0.35,0.26364248243097527,0.44745556703112027,0.11,0.06254196357064568,0.18631296503080313,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.019338959212376935,-0.0002580587717731647,-0.013695582437446
clustered_null,conditional-null,False,800,1,polynomial_ridge,0.35,0.26364248243097527,0.44745556703112027,0.07,0.03431926106727268,0.137495147390735,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,0.0319897873062078,-9.693924750976517e-05,-0.005229053330659871
genuine_increment,increment-survives,True,100,1,polynomial_ridge,1.0,0.9630065017930143,1.0,0.99,0.9455138038212946,0.9982325679358593,0.99,0.9455138038212946,0.9982325679358593,1.0,0.9630065017930143,1.0,100,0.8436090225563909,0.040719298898802964,0.7161237700901584
genuine_increment,increment-survives,True,200,1,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8310506566604129,0.04157894410713904,0.7323394215561411
genuine_increment,increment-survives,True,400,1,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8512423816221285,0.04013474642564917,0.7414549842348064
genuine_increment,increment-survives,True,800,1,polynomial_ridge,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,1.0,0.9630065017930143,1.0,100,0.8501875073245049,0.040793079922423564,0.7432504591437892
heteroskedastic_null,conditional-null,False,100,1,polynomial_ridge,0.1,0.0552291370606751,0.17436566150491345,0.04,0.01566330399154762,0.0983707143588792,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,-0.054887218045112776,-0.0004629202871060112,-0.005218771297280718
heteroskedastic_null,conditional-null,False,200,1,polynomial_ridge,0.18,0.1170022549894635,0.2666735838630073,0.01,0.0017674320641406505,0.054486196178705315,0.0,3.469446951953614e-18,0.03699349820698568,1.0,0.9630065017930143,1.0,100,-0.047560975609756105,-0.00015733885336827874,-0.0018717809806561955
