reliability_tier,quantile,source_metric,icc,baseline,beta,repetition,csv,refit_bootstrap,permutations,simulation_seed,analysis_seed,nuisance_model,status,delta_mse,residual_p,refit_delta_mse_ci_low,refit_delta_mse_ci_high,predictive_supported,joint_supported
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361470965,3432270965,polynomial_ridge,estimated,0.01897873122313116,0.01,0.00392783760545772,0.03832562437018737,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,12,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361470965,3432270965,polynomial_ridge_interactions,estimated,0.01366418251507932,0.01,-0.03931768895065212,0.06529125013335393,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361570968,3433270968,polynomial_ridge,estimated,0.013559144107220662,0.01,0.003980257550335516,0.023676160939609208,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,13,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361570968,3433270968,polynomial_ridge_interactions,estimated,0.01871978503091945,0.01,-0.027334297615003847,0.06021103764861986,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361670971,3434270971,polynomial_ridge,estimated,0.013237936458394361,0.01,0.0034790815080000086,0.024623966987292977,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,14,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361670971,3434270971,polynomial_ridge_interactions,estimated,0.03493679095156971,0.01,-0.00988188188367809,0.058921883786969595,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361770974,3435270974,polynomial_ridge,estimated,0.021556503270856904,0.01,0.0016390843517614761,0.032590651453652565,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,15,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361770974,3435270974,polynomial_ridge_interactions,estimated,0.02000418197487612,0.01,-0.054030630798996254,0.06076794482808989,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361870977,3436270977,polynomial_ridge,estimated,0.017808737265533295,0.01,0.0019435222806492092,0.03226256176069357,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,16,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361870977,3436270977,polynomial_ridge_interactions,estimated,0.021089127248260647,0.01,-0.0487624285810056,0.057772516175618335,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361970980,3437270980,polynomial_ridge,estimated,0.027867753690009572,0.01,0.007768571867334353,0.038190451149504465,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,17,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,361970980,3437270980,polynomial_ridge_interactions,estimated,0.021128156470194292,0.01,-0.00823357945251225,0.0738777723083569,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362070983,3438270983,polynomial_ridge,estimated,0.02069267329500543,0.01,0.006288268660791385,0.027585646678792087,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,18,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362070983,3438270983,polynomial_ridge_interactions,estimated,0.021121678470707034,0.01,-0.011724585174849077,0.050183277245027455,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362170986,3439270986,polynomial_ridge,estimated,0.01063026108653309,0.01,0.0017852098138479145,0.02495550473917912,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,19,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362170986,3439270986,polynomial_ridge_interactions,estimated,0.02106709252138768,0.01,-0.0055493956163509,0.054392583401459686,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362270989,3440270989,polynomial_ridge,estimated,0.014262863016337952,0.01,0.0033000378880828542,0.02307295320173564,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,20,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362270989,3440270989,polynomial_ridge_interactions,estimated,0.023943656920843007,0.01,-0.029566406173214408,0.04859162254360233,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362370992,3441270992,polynomial_ridge,estimated,0.022855152871600167,0.01,0.006364875299586435,0.033691653351339265,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,21,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362370992,3441270992,polynomial_ridge_interactions,estimated,0.023615930475566274,0.01,-0.012793537595627296,0.06374367834924248,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362470995,3442270995,polynomial_ridge,estimated,0.012315237360319989,0.01,0.004567528658538231,0.027329081733500626,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,22,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362470995,3442270995,polynomial_ridge_interactions,estimated,0.020483039119938,0.01,-0.04614897570153921,0.05137501298990602,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362570998,3443270998,polynomial_ridge,estimated,0.01824945558521701,0.01,0.006226442270328992,0.030542071942853584,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,23,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362570998,3443270998,polynomial_ridge_interactions,estimated,0.02906547956170463,0.01,-0.03193954775370059,0.07589014475705681,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362671001,3444271001,polynomial_ridge,estimated,0.013208255484501398,0.01,0.0004988339340076847,0.02095331513781609,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,24,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362671001,3444271001,polynomial_ridge_interactions,estimated,0.006301970767599214,0.01,-0.062145177227984044,0.058113379050843565,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362771004,3445271004,polynomial_ridge,estimated,0.021890648880645493,0.01,0.00852017942115596,0.04373216036760109,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,25,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362771004,3445271004,polynomial_ridge_interactions,estimated,0.035927543100439746,0.01,-0.024840215097537754,0.06605276246816977,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362871007,3446271007,polynomial_ridge,estimated,0.017821618552895442,0.01,0.004401634613626905,0.03175669392517955,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,26,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362871007,3446271007,polynomial_ridge_interactions,estimated,0.017762951871495652,0.01,-0.024264879478594004,0.05121294887048147,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362971010,3447271010,polynomial_ridge,estimated,0.016989793030987323,0.01,0.002852002672536749,0.02683849520744155,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,27,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,362971010,3447271010,polynomial_ridge_interactions,estimated,0.022422931261567865,0.01,-0.0328509751043069,0.052136000649150395,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363071013,3448271013,polynomial_ridge,estimated,0.025244702419343484,0.01,0.006010387692439349,0.03169773886626464,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,28,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363071013,3448271013,polynomial_ridge_interactions,estimated,0.022811779239807813,0.01,-0.016187241176413934,0.06829941029139476,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363171016,3449271016,polynomial_ridge,estimated,0.009416512619237052,0.01,0.002003782743015349,0.018367323804086108,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,29,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363171016,3449271016,polynomial_ridge_interactions,estimated,0.025233154907160035,0.01,-0.020539805475818757,0.05202778382582729,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363271019,3450271019,polynomial_ridge,estimated,0.01838552531755993,0.01,0.006202844600039242,0.026436981599018684,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,30,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363271019,3450271019,polynomial_ridge_interactions,estimated,0.012093849411638411,0.01,-0.01489491144091936,0.04829212658710093,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363371022,3451271022,polynomial_ridge,estimated,0.012614710856268576,0.01,0.0033600558585834585,0.02044356901704529,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,31,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363371022,3451271022,polynomial_ridge_interactions,estimated,0.019059744747949855,0.01,-0.01916784617592926,0.04011513484945862,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363471025,3452271025,polynomial_ridge,estimated,0.015304610772266787,0.01,0.0027098772859995247,0.025417978361877293,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,32,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363471025,3452271025,polynomial_ridge_interactions,estimated,0.015735189590574794,0.01,-0.0283697077100274,0.06316475325528392,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363571028,3453271028,polynomial_ridge,estimated,0.010550318113764334,0.01,0.0037635589815515546,0.02322127381317172,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,33,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363571028,3453271028,polynomial_ridge_interactions,estimated,0.01976305200414731,0.01,-0.00771862117011435,0.039981411513807255,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363671031,3454271031,polynomial_ridge,estimated,0.02667305395469428,0.01,0.008788253434940383,0.04394496443390798,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,34,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363671031,3454271031,polynomial_ridge_interactions,estimated,0.03055374361253698,0.01,-0.01560876547316813,0.07517330515374125,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363771034,3455271034,polynomial_ridge,estimated,0.010428370564121478,0.01,0.0005942937108498382,0.023659304328334362,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,35,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363771034,3455271034,polynomial_ridge_interactions,estimated,0.015513824845258485,0.01,-0.02470733247754688,0.04174533001606757,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363871037,3456271037,polynomial_ridge,estimated,0.012187543597892859,0.01,0.0036054943842445,0.01931541560547589,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,36,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363871037,3456271037,polynomial_ridge_interactions,estimated,0.012424393560783089,0.01,-0.031064918662842184,0.031767638721566134,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363971040,3457271040,polynomial_ridge,estimated,0.0039015528330311067,0.01,-0.0008231080363652434,0.014350057077044448,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,37,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,363971040,3457271040,polynomial_ridge_interactions,estimated,3.502345018388184e-05,0.01,-0.032480911368219026,0.02120279658547185,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364071043,3458271043,polynomial_ridge,estimated,0.015413098235646206,0.01,0.007365218338100654,0.04528976934969349,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,38,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364071043,3458271043,polynomial_ridge_interactions,estimated,0.024004609615602232,0.01,-0.01563363590496493,0.09427674029163575,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364171046,3459271046,polynomial_ridge,estimated,0.026198863963877477,0.01,0.007268349552664933,0.039398080225898566,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,39,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364171046,3459271046,polynomial_ridge_interactions,estimated,0.023129206185672956,0.01,-0.06781641476025639,0.0785503325057325,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364271049,3460271049,polynomial_ridge,estimated,0.0169135805093529,0.01,0.004300483786552711,0.026578034026472293,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,40,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364271049,3460271049,polynomial_ridge_interactions,estimated,0.022328470564338246,0.01,-0.0350840704616437,0.055136141479162834,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364371052,3461271052,polynomial_ridge,estimated,0.01077143461126148,0.01,0.004580878056459198,0.019906778015918388,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,41,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364371052,3461271052,polynomial_ridge_interactions,estimated,0.01635988095387884,0.01,-0.025606178010409566,0.04695426046297475,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,42,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364471055,3462271055,polynomial_ridge,estimated,0.01669334322231445,0.01,0.0035198470445201623,0.026719048124107015,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,42,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364471055,3462271055,polynomial_ridge_interactions,estimated,0.030908993851048817,0.01,-0.029879928971607943,0.07444069966783574,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,43,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364571058,3463271058,polynomial_ridge,estimated,0.02259479433889089,0.01,0.007787125468089785,0.03432451934675364,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,43,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364571058,3463271058,polynomial_ridge_interactions,estimated,0.05406774255850685,0.01,-0.0202993927929917,0.06227994324434326,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,44,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364671061,3464271061,polynomial_ridge,estimated,0.012757635504348478,0.01,0.0038002252625047926,0.02232255654437913,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,44,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364671061,3464271061,polynomial_ridge_interactions,estimated,0.027141566389019427,0.01,-0.006638496932811806,0.05218929122731681,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,45,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364771064,3465271064,polynomial_ridge,estimated,0.013840433515723298,0.01,0.0019016310985754874,0.027557609031937078,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,45,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364771064,3465271064,polynomial_ridge_interactions,estimated,0.025657435402490908,0.01,-0.032553013127283245,0.04864132822087986,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,46,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364871067,3466271067,polynomial_ridge,estimated,0.01003639961810414,0.01,0.0007564419971513688,0.021199489600644772,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,46,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364871067,3466271067,polynomial_ridge_interactions,estimated,0.011081283874214488,0.01,-0.06261979316415336,0.04038060862302359,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,47,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364971070,3467271070,polynomial_ridge,estimated,0.008706195783715344,0.01,9.089603323122167e-05,0.0295079973830329,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,47,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,364971070,3467271070,polynomial_ridge_interactions,estimated,0.012913794167550837,0.01,-0.07339794542307963,0.04180765397740497,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,48,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365071073,3468271073,polynomial_ridge,estimated,0.019810394821118803,0.01,0.004612595870210036,0.03264024122770909,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,48,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365071073,3468271073,polynomial_ridge_interactions,estimated,0.01378372808478761,0.01,-0.02823509591741046,0.06084167991332254,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,49,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365171076,3469271076,polynomial_ridge,estimated,0.021356609872366893,0.01,0.0001613922603749382,0.03226873260158831,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,49,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365171076,3469271076,polynomial_ridge_interactions,estimated,0.04374390322526911,0.01,-0.04268754652358338,0.07762997727989358,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,50,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365271079,3470271079,polynomial_ridge,estimated,0.026510915616912746,0.01,0.0074233853715692,0.04879462265196002,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,50,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365271079,3470271079,polynomial_ridge_interactions,estimated,0.03177762450575326,0.01,-0.035652856741362114,0.09053309356617795,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,51,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365371082,3471271082,polynomial_ridge,estimated,0.028134742069177238,0.01,0.00917155986185372,0.04180607161110439,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,51,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365371082,3471271082,polynomial_ridge_interactions,estimated,0.03957015144890834,0.01,-0.05319863734965448,0.09013861326538523,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,52,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365471085,3472271085,polynomial_ridge,estimated,0.01597925513713359,0.01,0.0036266130699697096,0.030039222714191658,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,52,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365471085,3472271085,polynomial_ridge_interactions,estimated,0.02763271650032824,0.01,-0.04035937287393932,0.06491707160799685,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,53,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365571088,3473271088,polynomial_ridge,estimated,0.01569190145355286,0.01,0.006819401543700164,0.030715913325831526,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,53,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365571088,3473271088,polynomial_ridge_interactions,estimated,0.01873696331431199,0.01,-0.024436229891889878,0.043671175317583806,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,54,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365671091,3474271091,polynomial_ridge,estimated,0.008574931439964698,0.01,0.0027221972382469044,0.017829765457665153,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,54,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365671091,3474271091,polynomial_ridge_interactions,estimated,0.00977139111572237,0.01,-0.03382684580159568,0.04793513417112857,False,False
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,55,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365771094,3475271094,polynomial_ridge,estimated,0.014811694221142514,0.01,0.004220167382842251,0.025342996953540364,True,True
high,0.9,distance_from_initialization_l2,0.99,B1_design,0.5,55,/home/codex/mbe/experiments/15_causal_text_factorial_replication/kaggle_downloads/v1/mbe2_causal_text_factorial_replication.csv,199,99,365771094,3475271094,polynomial_ridge_interactions,estimated,0.0166032292090734,0.01,-0.027723975650537348,0.042762411498796005,False,False
