scope,baseline,candidate_id,scenario,icc,beta,repetition,wild_draws,status,n_groups,stable_positive,positive_split_count,maximum_orthogonal_wild_p,minimum_orthogonal_score_mean
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,12,999,estimated,48,False,0,0.035,-0.06522634838449233
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,13,999,estimated,48,False,0,0.926,-0.007419061505717109
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,14,999,estimated,48,False,0,0.956,-0.01036723966422338
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,15,999,estimated,48,False,0,0.561,-0.043358389794305376
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,16,999,estimated,48,False,0,0.385,0.018660587941017905
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,17,999,estimated,48,False,0,0.81,-0.01119716750245373
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,18,999,estimated,48,False,0,0.018,-0.05343851684011041
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.3,0.0,19,999,estimated,48,False,0,0.985,-0.0019921989714213953
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,0,999,estimated,48,False,0,0.69,-0.01087154294639193
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,1,999,estimated,48,False,0,0.155,-0.09729308713671181
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,2,999,estimated,48,False,0,0.003,-0.0727353025171793
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,3,999,estimated,48,False,0,0.855,-0.0186738709664304
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,4,999,estimated,48,False,0,0.423,0.017052625812713385
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,5,999,estimated,48,False,0,0.942,-0.033446677788820676
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,6,999,estimated,48,False,0,0.925,-0.01609165004753524
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,7,999,estimated,48,False,2,0.931,0.0014391925625683727
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,8,999,estimated,48,False,0,0.037,-0.045103160623682415
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,9,999,estimated,48,False,0,0.87,-0.009642210901326232
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,10,999,estimated,48,False,0,0.984,0.0002306452710808237
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,11,999,estimated,48,False,0,0.781,-0.016402591286387463
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,12,999,estimated,48,False,0,0.531,0.011726229060689637
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,13,999,estimated,48,False,0,0.343,-0.03904657126241976
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,14,999,estimated,48,False,0,0.905,-0.0012626269886096854
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,15,999,estimated,48,False,0,0.247,0.03355409558229063
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,16,999,estimated,48,False,0,0.48,-0.027483911717298134
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,17,999,estimated,48,False,0,0.829,-0.009561377164120713
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,18,999,estimated,48,False,0,0.783,0.004507915370484158
image48,B1_design,d4_r01_repeat3_a01,independent_null,0.8,0.0,19,999,estimated,48,False,0,0.061,-0.04974607359191407
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,0,999,estimated,48,False,0,0.369,-0.01628070937399975
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,1,999,estimated,48,False,0,0.699,-0.013999926017988551
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,2,999,estimated,48,False,0,0.165,-0.0360559439422262
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,3,999,estimated,48,False,0,0.658,-0.015261015197001298
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,4,999,estimated,48,False,0,0.988,-0.009620612866292342
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,5,999,estimated,48,False,0,0.74,-0.004530155785243362
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,6,999,estimated,48,False,0,0.653,0.002721867566989916
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,7,999,estimated,48,False,0,0.597,-0.007883582184369154
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,8,999,estimated,48,False,0,0.163,0.016856142072231406
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,9,999,estimated,48,False,2,0.024,0.01737823596897518
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,10,999,estimated,48,False,0,0.106,-0.04255693625286139
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,11,999,estimated,48,False,0,0.775,-0.003447370402120375
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,12,999,estimated,48,False,0,0.899,0.001440023453384
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,13,999,estimated,48,False,0,0.754,-0.006976156677547252
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,14,999,estimated,48,False,0,0.066,-0.03370831644740517
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,15,999,estimated,48,False,0,0.962,-0.006035938975081318
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,16,999,estimated,48,False,0,0.03,0.01615031164935403
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,17,999,estimated,48,True,3,0.003,0.026378122531242706
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,18,999,estimated,48,False,0,0.678,0.004584712715928481
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.3,0.0,19,999,estimated,48,False,0,0.953,-0.02284293557569701
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,0,999,estimated,48,True,3,0.004,0.04407213502038778
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,1,999,estimated,48,False,0,0.941,-0.029023958249036873
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,2,999,estimated,48,False,0,0.604,-0.033944383292327185
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,3,999,estimated,48,False,0,0.809,-0.04709890676109491
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,4,999,estimated,48,False,1,0.301,0.019605404451669976
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,5,999,estimated,48,False,0,0.761,-0.006684327471797702
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,6,999,estimated,48,False,0,0.306,-0.026131914745052953
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,7,999,estimated,48,False,0,0.099,0.023815084443266226
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,8,999,estimated,48,False,0,0.928,-0.022825499409852668
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,9,999,estimated,48,False,0,0.97,-0.0007951068868891862
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,10,999,estimated,48,False,0,0.822,0.0022804299518939257
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,11,999,estimated,48,False,1,0.016,0.01568882488099407
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,12,999,estimated,48,False,0,0.991,-0.011837154672337905
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,13,999,estimated,48,False,0,0.973,-0.016245281573912897
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,14,999,estimated,48,False,0,0.714,0.004338988507250288
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,15,999,estimated,48,False,0,0.611,0.00645206607081781
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,16,999,estimated,48,False,0,0.571,-0.006490874979918518
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,17,999,estimated,48,False,0,0.823,-0.003815984081772116
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,18,999,estimated,48,False,0,0.413,-0.046865029316546736
image48,B1_design,d4_r01_repeat3_a01,interaction_proxy_null,0.8,0.0,19,999,estimated,48,False,0,0.076,-0.040576704963758245
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,0,999,estimated,48,False,1,0.443,0.011475151406629705
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,1,999,estimated,48,False,0,0.381,-0.021400735335101246
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,2,999,estimated,48,False,0,0.344,-0.02584363128765814
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,3,999,estimated,48,False,0,0.647,0.004117376929069434
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,4,999,estimated,48,False,0,0.516,0.007657484557817125
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,5,999,estimated,48,False,0,0.809,-0.016731631642202965
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,6,999,estimated,48,False,0,0.101,-0.031279862919860194
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,7,999,estimated,48,False,0,0.614,-0.012368533666859922
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,8,999,estimated,48,False,0,0.147,-0.03290828095172688
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,9,999,estimated,48,False,0,0.983,-0.013086720667426659
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,10,999,estimated,48,False,1,0.316,0.012835882576598076
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,11,999,estimated,48,False,0,0.237,-0.025027529731096787
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,12,999,estimated,48,False,0,0.828,-0.025884551745200015
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,13,999,estimated,48,False,0,0.999,-0.022850889240779965
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,14,999,estimated,48,False,1,0.139,0.01734991402085963
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,15,999,estimated,48,False,0,0.765,-0.004601497751992904
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,16,999,estimated,48,False,0,0.734,0.0046343913263812405
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,17,999,estimated,48,False,0,0.841,-0.012522801060467983
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,18,999,estimated,48,False,0,0.363,-0.023075197100358658
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.3,0.0,19,999,estimated,48,False,0,0.142,0.01254063795827678
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,0,999,estimated,48,False,0,0.762,-0.0032034802851982126
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,1,999,estimated,48,False,0,0.148,-0.053343344254818535
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,2,999,estimated,48,False,0,0.853,-0.0021204737870670694
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,3,999,estimated,48,False,0,0.82,-0.02755238239926187
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,4,999,estimated,48,False,0,0.604,-0.013504035476696367
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,5,999,estimated,48,False,0,0.783,0.0029683455789150394
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,6,999,estimated,48,False,0,0.732,-0.02429980529222196
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,7,999,estimated,48,False,0,0.549,-0.03376762946769646
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,8,999,estimated,48,False,0,0.817,-0.012933640966678381
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,9,999,estimated,48,True,3,0.001,0.03725638231982803
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,10,999,estimated,48,False,0,0.837,-0.0231743344435445
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,11,999,estimated,48,False,0,0.002,-0.060601344348609705
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,12,999,estimated,48,False,0,0.015,-0.03995829092597455
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,13,999,estimated,48,False,1,0.235,0.02208237495461661
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,14,999,estimated,48,False,0,0.374,-0.04901706484311549
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,15,999,estimated,48,False,0,0.923,0.001305376509486279
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,16,999,estimated,48,False,0,0.41,-0.013330191945490804
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,17,999,estimated,48,False,0,0.937,-0.000925306544614948
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,18,999,estimated,48,False,1,0.803,0.0032022453202863906
image48,B1_design,d4_r01_repeat3_a01,nonlinear_proxy_null,0.8,0.0,19,999,estimated,48,False,0,0.97,-0.0005525468348879931
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,0,999,estimated,48,False,0,0.963,-0.018236091782085562
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,1,999,estimated,48,False,0,0.873,-0.028110275375995572
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,2,999,estimated,48,False,0,0.788,-0.014787472865928734
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,3,999,estimated,48,False,1,0.495,0.0065938073312156245
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,4,999,estimated,48,False,0,0.416,-0.03265057532413581
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,5,999,estimated,48,False,0,0.603,-0.01204172759542376
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,6,999,estimated,48,True,3,0.002,0.047042249135126606
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,7,999,estimated,48,False,0,0.1,-0.04404509766437242
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,8,999,estimated,48,False,0,0.999,-0.008891956216376604
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,9,999,estimated,48,False,0,0.912,-0.00295043857923841
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,10,999,estimated,48,False,0,0.634,-0.022571965470399667
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,11,999,estimated,48,False,0,0.466,0.009489994812309317
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,12,999,estimated,48,False,0,0.873,-0.01372218029987309
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,13,999,estimated,48,False,0,0.918,-0.027829588583548972
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,14,999,estimated,48,False,0,0.968,-0.000625009895603224
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,15,999,estimated,48,False,0,0.074,-0.04885245726737867
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,16,999,estimated,48,False,0,0.915,-0.01368807802074754
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,17,999,estimated,48,False,0,0.963,-0.018777628457525914
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,18,999,estimated,48,False,0,0.487,0.010856325500426178
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.3,0.0,19,999,estimated,48,False,0,0.905,-0.0017928795932287908
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,0,999,estimated,48,False,1,0.182,0.024626930949188802
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,1,999,estimated,48,False,1,0.997,5.88087901427746e-05
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,2,999,estimated,48,False,0,0.937,-0.013130712014934473
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,3,999,estimated,48,False,0,0.924,-0.0020170020010908726
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,4,999,estimated,48,False,1,0.151,0.016249397997321793
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,5,999,estimated,48,False,1,0.926,0.0015299471305021935
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,6,999,estimated,48,False,0,0.998,-7.230841091340294e-05
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,7,999,estimated,48,False,0,0.064,-0.04268918068974179
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,8,999,estimated,48,False,0,0.996,-0.000121299471450724
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,9,999,estimated,48,False,2,0.113,0.021239718628175294
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,10,999,estimated,48,False,0,0.73,-0.031195589293404814
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,11,999,estimated,48,False,1,0.256,0.019941061786477903
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,12,999,estimated,48,False,1,0.6,0.006873651112061874
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,13,999,estimated,48,False,0,0.772,-0.020376462723849065
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,14,999,estimated,48,False,0,0.404,-0.017659625202438804
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,15,999,estimated,48,False,0,0.076,0.023416350524380874
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,16,999,estimated,48,False,0,0.872,0.0018468994200651447
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,17,999,estimated,48,False,0,0.049,-0.04826078072875484
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,18,999,estimated,48,False,0,0.571,0.007434188986757456
image48,B1_design,d4_r01_repeat3_a05,additive_proxy_null,0.8,0.0,19,999,estimated,48,False,0,0.7,-0.035929675331974165
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,0,999,estimated,48,False,1,0.151,0.026971686804792897
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,1,999,estimated,48,False,0,0.665,-0.01185572678598928
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,2,999,estimated,48,False,0,0.812,-0.002379593172941045
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,3,999,estimated,48,False,1,0.902,-0.0073733294369107095
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,4,999,estimated,48,False,0,0.509,-0.0072916287107449565
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,5,999,estimated,48,False,0,0.703,0.0037175536584270457
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,6,999,estimated,48,False,0,0.496,-0.08385987440124959
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,7,999,estimated,48,False,1,0.071,0.01617752834566327
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,8,999,estimated,48,False,2,0.12,0.01687498230571945
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,9,999,estimated,48,False,0,0.917,-0.0112983525226973
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,10,999,estimated,48,False,0,0.584,-0.012763645972035451
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,11,999,estimated,48,False,0,0.656,0.004064510825543327
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,12,999,estimated,48,False,0,0.532,-0.036135862610657064
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,13,999,estimated,48,False,1,0.859,0.0016250052601583641
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,14,999,estimated,48,False,2,0.176,0.01464843455811756
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,15,999,estimated,48,False,1,0.946,-0.00045936197804349096
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,16,999,estimated,48,False,0,0.747,-0.011153371502248677
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,17,999,estimated,48,False,0,0.511,0.0077414540896707795
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,18,999,estimated,48,False,0,0.975,-0.016724750910688622
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.3,0.0,19,999,estimated,48,False,0,0.764,-0.007122698258765413
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,0,999,estimated,48,False,0,0.446,-0.03350807659293695
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,1,999,estimated,48,False,0,0.906,0.001037350592653809
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,2,999,estimated,48,False,0,0.393,-0.026504849896825042
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,3,999,estimated,48,True,3,0.006,0.03551749170110725
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,4,999,estimated,48,False,2,0.069,0.03802108939562313
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,5,999,estimated,48,False,0,0.464,-0.014490275446104981
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,6,999,estimated,48,False,0,0.377,-0.04496058539698591
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,7,999,estimated,48,False,1,0.883,0.0022783976364296756
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,8,999,estimated,48,False,0,0.787,-0.00344428852013354
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,9,999,estimated,48,False,0,0.845,-0.006045173451339648
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,10,999,estimated,48,False,2,0.203,0.020235203985582078
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,11,999,estimated,48,False,0,0.919,-0.009494503011701072
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,12,999,estimated,48,False,0,0.541,0.010110432708848089
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,13,999,estimated,48,False,0,0.322,-0.027746013095149864
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,14,999,estimated,48,False,0,0.916,-0.02066916575433664
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,15,999,estimated,48,False,0,0.734,-0.03472851448913888
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,16,999,estimated,48,False,0,0.334,-0.03056489863948796
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,17,999,estimated,48,False,0,0.564,-0.018959541956046433
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,18,999,estimated,48,False,0,0.487,0.015152520441469633
image48,B1_design,d4_r01_repeat3_a05,heteroskedastic_proxy_null,0.8,0.0,19,999,estimated,48,False,0,0.549,0.009215925679044465
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,0,999,estimated,48,False,1,0.701,0.004252726568225051
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,1,999,estimated,48,False,0,0.956,0.0007778363558341682
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,2,999,estimated,48,True,3,0.023,0.02139550227658092
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,3,999,estimated,48,False,1,0.146,0.013471225686283924
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,4,999,estimated,48,False,2,0.134,0.024275124900129463
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,5,999,estimated,48,False,2,0.736,0.00493219248544706
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,6,999,estimated,48,True,3,0.001,0.04854642470371321
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,7,999,estimated,48,False,0,0.817,0.002288380921117841
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,8,999,estimated,48,False,2,0.165,0.011017706338744972
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,9,999,estimated,48,True,3,0.003,0.04865586944332853
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,10,999,estimated,48,False,1,0.152,0.018675790605398992
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,11,999,estimated,48,False,0,0.711,-0.015008258904143049
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,12,999,estimated,48,True,3,0.028,0.033540870387376055
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,13,999,estimated,48,False,0,0.735,-0.008683831510396853
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,14,999,estimated,48,False,1,0.29,0.01472327512885538
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,15,999,estimated,48,False,2,0.356,-0.013652270044152181
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,16,999,estimated,48,False,0,0.547,-0.040805696072964394
image48,B1_design,d4_r01_repeat3_a05,increment,0.3,0.35,17,999,estimated,48,False,2,0.373,0.014753446017165306
