protocol_id,scope,baseline,candidate_id,scenario,icc,beta,repetition,wild_draws,simulation_seed,analysis_seed,status,orthogonal_score_mean,orthogonal_score_t,orthogonal_student_p,orthogonal_wild_p,partial_rank_slope,partial_rank_slope_ci_low,partial_rank_slope_ci_high,supported,positive_supported
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,1,999,9405814534703671459,11635636036171649352,estimated,0.001186678169310805,0.12430341584403606,0.9016051576935719,0.901,0.018284215339521688,-0.27663245303072553,0.3132008837097689,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,2,999,12201849521696066844,2589565399448011395,estimated,-0.0037070966137127234,-0.4214830244635654,0.6753238831361742,0.673,-0.059680383504099,-0.34292364281627213,0.22356287580807416,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,3,999,16045530317951199212,16217209621337779668,estimated,0.005973087849562857,0.7010749236678974,0.4867129967539509,0.482,0.11140072702043294,-0.20550998449049676,0.42831143853136266,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,4,999,11498857457679728599,12682617617192857981,estimated,0.0015003354136159514,0.17708644631014106,0.8602014369524563,0.862,0.026798625475257725,-0.2747914309965269,0.3283886819470424,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,5,999,13606537309099795386,5620114760729901857,estimated,0.006362173884843794,0.7301202951039577,0.46894037324530624,0.478,0.10244322165952885,-0.15862109716934653,0.3635075404884042,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,6,999,16287486207769559892,7076346014498035925,estimated,-0.010651633929574097,-0.9913355992507796,0.326598164163934,0.347,-0.1743052382801121,-0.511274290995998,0.1626638144357738,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,7,999,5072496713561723994,6108443267580088813,estimated,-0.012955759346563385,-1.4206763598495318,0.16201146612269327,0.163,-0.20558886737943363,-0.44948825253316194,0.03831051777429467,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,8,999,16947790830699195557,16002995410604245993,estimated,-0.00677448290270972,-0.44977330806626475,0.6549414884663123,0.662,-0.06281317714755301,-0.33811623552149417,0.21248988122638812,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.3,0.0,9,999,16492810498770673856,14231839033052098461,estimated,0.015162983518135303,1.6969457535616221,0.09632082867507365,0.098,0.17197557807947816,-0.026041528097756977,0.3699926842567133,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,0,999,17163573072266203713,11126139170548104235,estimated,-0.018740427739788183,-1.5665364516076048,0.12393195446467092,0.125,-0.18471077401249322,-0.39817383795846983,0.028752289933483388,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,1,999,12725401712437324759,7956917340883027381,estimated,0.004103936579187253,0.43793264322156644,0.6634412379558736,0.664,0.04767765621343509,-0.17383558326731577,0.26919089569418597,False,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,2,999,14028102585514082991,6691603883807734928,estimated,-0.05524706379565014,-3.340334501180179,0.0016460067460399594,0.001,-0.4723579023555898,-0.7360528918904427,-0.2086629128207369,True,False
mbe3-orthogonal-score-development-v2,image,B1_design,configmean_additive_d4_r01,independent_null,0.8,0.0,3,999,2541534463717605827,5789589620062907501,estimated,-0.017383199717358713,-1.4586399555880118,0.15131516839289216,0.148,-0.17736372782259957,-0.42368850749794906,0.06896105185274995,False,False
