scenario,expected_profile,expected_signal,n,polynomial_degree,nuisance_model,repetition,seed,raw_r,raw_p,partial_r,partial_p,legacy_partial_reject,crossfit_residual_r,crossfit_residual_p,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_residual_reject,positive_delta_mse,delta_ci_positive,joint_increment_decision,profile_pass
null_metric,no-increment,False,100,3,polynomial_ridge,0,21264443,-0.10795079507950794,0.2850410241823002,-0.14255509785451642,0.15925210867431824,False,-0.28721804511278193,0.212,-0.0009254223453362305,-0.0020247165723491977,0.0002517044329656199,-0.03869414666862652,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,1,21264444,-0.061014101410141006,0.5464872282439903,0.1027583574441903,0.31147594692860625,False,-0.23759398496240602,0.306,-0.0015523444369610756,-0.0037269923566119797,0.0004834450593406241,-0.06310167946286523,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,2,21264445,0.07720372037203718,0.4451823851358101,-0.017630307373124706,0.8624903526589692,False,-0.007518796992481202,0.98,-0.0028954864572599236,-0.004951450525260991,-0.0012175114344565334,-0.1184643278051174,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,3,21264446,0.1059105910591059,0.2942962698476558,0.12358417620534957,0.22295491278828153,False,-0.2902255639097744,0.232,-0.0005155469341358715,-0.0027536349821867387,0.0017102968259069956,-0.02111824879575187,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,4,21264447,0.012397239723972397,0.9025676301046908,0.05370517511114336,0.5975309053902848,False,-0.11278195488721804,0.654,-0.0024201123271044497,-0.0038693103725249527,-0.001262123209172766,-0.08337411134405505,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,5,21264448,0.008016801680168016,0.9369042725031066,-0.06547430617628283,0.5196540020462507,False,-0.14285714285714285,0.526,-0.0009386013008562781,-0.003084759247098936,0.001306258665391091,-0.031048300980752813,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,6,21264449,0.055805580558055796,0.5813117374593564,0.006018274600973903,0.9528556525434667,False,-0.2270676691729323,0.326,-0.0013823024629884273,-0.0032004857053425442,0.0003364204939246599,-0.040856776066053105,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,7,21264450,-0.05165316531653165,0.6097863309506141,-0.13180240939772694,0.193449009950769,False,-0.5142857142857143,0.014,-0.002186680995249546,-0.0038974191267694062,-0.0003751122808750312,-0.07429382364142195,True,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,8,21264451,-0.04892889288928893,0.6287925329749429,-0.0543741877737806,0.5929672829595797,False,0.05714285714285714,0.82,-0.0015208366915691988,-0.0028211370310668718,-0.0004866185084077505,-0.055160644314325144,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,9,21264452,-0.08768076807680766,0.38569203436896216,0.04436849258247152,0.662786576666305,False,0.09624060150375939,0.73,-0.0009327549689706026,-0.00227603151419589,0.0002766987429552846,-0.04923630668975816,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,10,21264453,-0.14528652865286526,0.14922797452979064,-0.21003108467418166,0.036926426413765305,True,0.2556390977443609,0.294,-0.0006799427339589555,-0.0029598139795009156,0.0016558131578186675,-0.03527522751652718,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,11,21264454,0.027638763876387636,0.7848801922655372,0.03667118496452097,0.7185772207027118,False,0.11879699248120301,0.638,-0.0008616240588869735,-0.002067282703149499,0.00012574641424027732,-0.037227158506572613,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,12,21264455,-0.030303030303030304,0.7647193935567352,0.03155682929524706,0.7565031417857183,False,-0.11879699248120301,0.644,-0.0017619638386838082,-0.0031480088584623206,-0.0005907013887547654,-0.06877843319847389,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,13,21264456,0.20565256525652562,0.04010500396268705,0.04997494486234671,0.6232592295681295,False,-0.18345864661654135,0.408,-0.0005077885182022575,-0.0024646741248502617,0.00111689511761154,-0.020451916653711377,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,14,21264457,-0.1097989798979898,0.2768259693808295,-0.08011950484695611,0.4305077402464007,False,-0.512781954887218,0.03,-0.0018006724986523136,-0.003748962009347108,0.00018923862752542485,-0.07375745449533351,True,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,15,21264458,0.14174617461746172,0.15950017485681778,0.02081232125727154,0.8379845508201514,False,0.1413533834586466,0.602,-0.0020288665185815152,-0.0037669115903506637,-0.0004554983087617633,-0.1105218013515146,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,16,21264459,0.07438343834383437,0.4620336312082833,-0.022305021841852634,0.8265403472256352,False,0.04962406015037594,0.822,2.3437941573830473e-05,-0.0022062448921243614,0.002267756661759927,0.0008977790490378981,False,True,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,17,21264460,0.10204620462046203,0.31236473068948806,-0.12771752604682637,0.2077413207088896,False,-0.12781954887218044,0.594,-0.0001921216763805106,-0.0015937337277125492,0.0010071653953174808,-0.013343158253499665,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,18,21264461,-0.0947974797479748,0.34815635626512315,0.002004373258330249,0.9842906719987408,False,0.2721804511278195,0.24,-0.0016822156692929066,-0.0027009986454850695,-0.0008718429754411887,-0.08663588524053698,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,19,21264462,-0.03517551755175517,0.7282605666004925,-0.11302122098900332,0.2653486067469129,False,-0.3714285714285714,0.114,-0.0003264158351624809,-0.0014778271105272563,0.0008430338542972294,-0.013595661208344786,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,20,21264463,0.03741974197419742,0.7116639115078,0.0087184351371304,0.9317468443036837,False,-0.28421052631578947,0.196,-0.0013775300073415875,-0.0022896141538934858,-0.000535519319233132,-0.0733602733420779,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,21,21264464,-0.14508250825082508,0.1498060913025382,0.03965774499638586,0.6967350377424242,False,-0.07518796992481201,0.74,-0.0010948511371316264,-0.00307289752440985,0.0002973285881580592,-0.057913726820489106,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,22,21264465,-0.07827182718271827,0.4388916658643533,-0.06295139739320771,0.5359044850127941,False,-0.04360902255639097,0.836,-0.0008018325767461358,-0.0033341150619077744,0.0013667631727311137,-0.03788557701160296,False,False,False,False,True
null_metric,no-increment,False,100,3,polynomial_ridge,23,21264466,-0.03101110111011101,0.7593870325020167,0.08677967766994979,0.39305306540853796,False,-0.26165413533834586,0.274,-0.002018804218161571,-0.004006893617580931,-8.849874810427612e-05,-0.07937365495276955,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,24,21264467,0.11782778277827782,0.24299392702981285,0.08951007393090178,0.3782781295556613,False,0.2571428571428572,0.222,5.337418942414837e-05,-0.002151938688482873,0.0021466767421948704,0.0019042428989791296,False,True,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,25,21264468,-0.15689168916891685,0.11902895591827238,0.07251727824954905,0.47565144521951586,False,0.04661654135338346,0.872,-0.00038935754888782224,-0.0014099602959279352,0.000534438966687475,-0.030120613064765017,False,False,False,False,False
null_metric,no-increment,False,100,3,polynomial_ridge,26,21264469,-0.05848184818481848,0.563290538183177,-0.07979809446298292,0.43236534569750285,False,0.22406015037593985,0.342,-0.001995161161472605,-0.003046188122314757,-0.0008850792981053657,-0.0781970244797734,False,False,False,False,False
