study_id,scope,baseline_level,metric,target,controls,nuisance_model,n,independence_units,raw_r,partial_r,legacy_classification,crossfit_run_residual_r,crossfit_residual_r,crossfit_permutation_p,crossfit_residual_ci_low,crossfit_residual_ci_high,baseline_mse,augmented_mse,delta_mse,delta_mse_ci_low,delta_mse_ci_high,relative_mse_improvement,crossfit_permutation_q,increment_classification
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.pacbayes_flatness,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.6625467610550482,0.500871120135499,survives,0.5698575968283371,0.5895783975783976,0.001,0.5465292934911753,0.6299720008815202,0.017164553678831847,0.01121429701166569,0.005950256667166157,0.004904388645938954,0.007031963365099578,0.3466595624041363,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.pacbayes_init,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.6927113036470601,0.6712523181580097,survives,0.6326937389599644,0.6404592644592646,0.001,0.5934482241268708,0.6859352020396391,0.017555433085184417,0.007806166581096531,0.009749266504087886,0.008525872252412442,0.010993679022946403,0.555341839576467,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.pacbayes_mag_flatness,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.7204511403519301,0.6280605738435199,survives,0.5840966071785375,0.6305761025761026,0.001,0.5765417169395531,0.6787346788733859,0.017338480643152895,0.008883224208675827,0.008455256434477068,0.007528059592328502,0.009373761289546435,0.4876584406959624,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.pacbayes_mag_init,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.30098123892172746,0.10974222662755585,weak-or-mixed,0.29301802196985904,0.2931105651105651,0.001,0.23396116450936466,0.34916322895682467,0.017473336405601163,0.01367752777916191,0.0037958086264392524,0.0027018567019767474,0.004855815959336434,0.21723433569461226,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.pacbayes_mag_orig,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.27170563444551593,-0.03947754002851043,washout,0.15936402274702896,0.1562901002901003,0.001,0.09861348206844188,0.2161966289446923,0.01767166311727486,0.016365405718107483,0.0013062573991673779,0.0005874032518722419,0.001979057725736369,0.07391819267369643,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.pacbayes_orig,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.6457030913061134,0.6285678734083301,survives,0.5810731324631224,0.5898012858012858,0.001,0.5430746725820648,0.6373718363843257,0.01751943830923757,0.010602939281077951,0.00691649902815962,0.005916122533202178,0.008065720851502338,0.3947899987474324,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.param_norm,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.5875206397347865,0.5447107586726675,survives,0.46472478666592726,0.47255594855594857,0.001,0.4130467726311199,0.5239446955060151,0.017466981697825713,0.01339319942015904,0.004073782277666674,0.0031885373888738515,0.0049464469697683925,0.23322760326552455,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.params,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.24652835765402295,-0.15327514873426906,weak-or-mixed,0.04052936873366633,0.035571731571731574,0.262,-0.030586669864457176,0.10064705897849421,0.01762034572066728,0.01780901686243821,-0.00018867114177093317,-0.000312411035541818,-6.709244969681622e-05,-0.010707573208943158,0.262,no-supported-increment
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.path_norm,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.4475992855828127,0.3449670572750451,survives,0.3130708884492764,0.32442302442302445,0.001,0.26404740921896946,0.38686080965553926,0.01720065195458495,0.010604871260681086,0.006595780693903864,0.0053711526582913595,0.00770290371512846,0.3834610869005877,0.0010666666666666667,increment-supported
dziugaite-et-al-2020-robust-generalization-v1,pooled,B1_design,complexity.path_norm_over_margin,gen.gap,"hp.dataset,hp.lr,hp.model_depth,hp.model_width,hp.train_dataset_size",polynomial_ridge,9700,1000,0.45198281700740417,0.3604462620218809,survives,0.33059990604675016,0.3417025977025977,0.001,0.2852525327053155,0.3991105106373071,0.017451643043363312,0.010528111396948734,0.006923531646414578,0.005804735546547072,0.008072500941174354,0.3967266365242056,0.0010666666666666667,increment-supported
