baseline,candidate_id,scenario,reliability,beta,planned_repetitions,estimated_repetitions,estimability_rate,support_count,support_rate,support_wilson_95_low,support_wilson_95_high,positive_support_count,positive_support_rate,positive_support_wilson_95_low,positive_support_wilson_95_high
B1_design,interactions_d6_r001,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B1_design,interactions_d6_r001,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r001,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r001,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r001,nonlinear_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,additive_proxy_null,0.8,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,interaction_increment,0.3,0.2,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B1_design,interactions_d6_r01,interaction_increment,0.3,0.35,20,20,1.0,7,0.35,0.18119182410108206,0.5671457233147638,7,0.35,0.18119182410108206,0.5671457233147638
B1_design,interactions_d6_r01,interaction_increment,0.3,0.5,20,20,1.0,10,0.5,0.2992980081982123,0.7007019918017877,10,0.5,0.2992980081982123,0.7007019918017877
B1_design,interactions_d6_r01,interaction_increment,0.8,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B1_design,interactions_d6_r01,interaction_increment,0.8,0.35,20,20,1.0,14,0.7,0.4810271816464765,0.8545227551323956,14,0.7,0.4810271816464765,0.8545227551323956
B1_design,interactions_d6_r01,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B1_design,interactions_d6_r01,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B1_design,interactions_d6_r01,nonlinear_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,interaction_increment,0.3,0.2,20,20,1.0,2,0.1,0.027866481213768224,0.3010336452284873,2,0.1,0.027866481213768224,0.3010336452284873
B2_training_loss,interactions_d2_r0,interaction_increment,0.3,0.35,20,20,1.0,7,0.35,0.18119182410108206,0.5671457233147638,7,0.35,0.18119182410108206,0.5671457233147638
B2_training_loss,interactions_d2_r0,interaction_increment,0.3,0.5,20,20,1.0,12,0.6,0.3865815007622531,0.781193467627183,12,0.6,0.3865815007622531,0.781193467627183
B2_training_loss,interactions_d2_r0,interaction_increment,0.8,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d2_r0,interaction_increment,0.8,0.35,20,20,1.0,13,0.65,0.43285427668523624,0.818808175898918,13,0.65,0.43285427668523624,0.818808175898918
B2_training_loss,interactions_d2_r0,interaction_increment,0.8,0.5,20,20,1.0,19,0.95,0.763868806553258,0.9911185511992047,19,0.95,0.763868806553258,0.9911185511992047
B2_training_loss,interactions_d2_r0,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r0,nonlinear_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,interaction_increment,0.3,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d2_r001,interaction_increment,0.3,0.35,20,20,1.0,7,0.35,0.18119182410108206,0.5671457233147638,7,0.35,0.18119182410108206,0.5671457233147638
B2_training_loss,interactions_d2_r001,interaction_increment,0.3,0.5,20,20,1.0,13,0.65,0.43285427668523624,0.818808175898918,13,0.65,0.43285427668523624,0.818808175898918
B2_training_loss,interactions_d2_r001,interaction_increment,0.8,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d2_r001,interaction_increment,0.8,0.35,20,20,1.0,15,0.75,0.531299122381256,0.8881382985923343,15,0.75,0.531299122381256,0.8881382985923343
B2_training_loss,interactions_d2_r001,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B2_training_loss,interactions_d2_r001,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r001,nonlinear_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d2_r01,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,interaction_increment,0.3,0.2,20,20,1.0,2,0.1,0.027866481213768224,0.3010336452284873,2,0.1,0.027866481213768224,0.3010336452284873
B2_training_loss,interactions_d2_r01,interaction_increment,0.3,0.35,20,20,1.0,8,0.4,0.21880653237281705,0.6134184992377469,8,0.4,0.21880653237281705,0.6134184992377469
B2_training_loss,interactions_d2_r01,interaction_increment,0.3,0.5,20,20,1.0,14,0.7,0.4810271816464765,0.8545227551323956,14,0.7,0.4810271816464765,0.8545227551323956
B2_training_loss,interactions_d2_r01,interaction_increment,0.8,0.2,20,20,1.0,3,0.15,0.052368745896216595,0.36041886474075696,3,0.15,0.052368745896216595,0.36041886474075696
B2_training_loss,interactions_d2_r01,interaction_increment,0.8,0.35,20,20,1.0,15,0.75,0.531299122381256,0.8881382985923343,15,0.75,0.531299122381256,0.8881382985923343
B2_training_loss,interactions_d2_r01,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B2_training_loss,interactions_d2_r01,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r01,nonlinear_proxy_null,0.8,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d2_r1,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,interaction_increment,0.3,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d2_r1,interaction_increment,0.3,0.35,20,20,1.0,10,0.5,0.2992980081982123,0.7007019918017877,10,0.5,0.2992980081982123,0.7007019918017877
B2_training_loss,interactions_d2_r1,interaction_increment,0.3,0.5,20,20,1.0,14,0.7,0.4810271816464765,0.8545227551323956,14,0.7,0.4810271816464765,0.8545227551323956
B2_training_loss,interactions_d2_r1,interaction_increment,0.8,0.2,20,20,1.0,7,0.35,0.18119182410108206,0.5671457233147638,7,0.35,0.18119182410108206,0.5671457233147638
B2_training_loss,interactions_d2_r1,interaction_increment,0.8,0.35,20,20,1.0,17,0.85,0.6395811352592431,0.9476312541037835,17,0.85,0.6395811352592431,0.9476312541037835
B2_training_loss,interactions_d2_r1,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B2_training_loss,interactions_d2_r1,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d2_r1,nonlinear_proxy_null,0.8,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d4_r0,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,interaction_increment,0.3,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d4_r0,interaction_increment,0.3,0.35,20,20,1.0,9,0.45,0.2581978582556243,0.6579146575496577,9,0.45,0.2581978582556243,0.6579146575496577
B2_training_loss,interactions_d4_r0,interaction_increment,0.3,0.5,20,20,1.0,10,0.5,0.2992980081982123,0.7007019918017877,10,0.5,0.2992980081982123,0.7007019918017877
B2_training_loss,interactions_d4_r0,interaction_increment,0.8,0.2,20,20,1.0,2,0.1,0.027866481213768224,0.3010336452284873,2,0.1,0.027866481213768224,0.3010336452284873
B2_training_loss,interactions_d4_r0,interaction_increment,0.8,0.35,20,20,1.0,15,0.75,0.531299122381256,0.8881382985923343,15,0.75,0.531299122381256,0.8881382985923343
B2_training_loss,interactions_d4_r0,interaction_increment,0.8,0.5,20,20,1.0,19,0.95,0.763868806553258,0.9911185511992047,19,0.95,0.763868806553258,0.9911185511992047
B2_training_loss,interactions_d4_r0,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0,nonlinear_proxy_null,0.8,0.0,20,20,1.0,2,0.1,0.027866481213768224,0.3010336452284873,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d4_r0001,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,interaction_increment,0.3,0.2,20,20,1.0,2,0.1,0.027866481213768224,0.3010336452284873,2,0.1,0.027866481213768224,0.3010336452284873
B2_training_loss,interactions_d4_r0001,interaction_increment,0.3,0.35,20,20,1.0,6,0.3,0.1454772448676043,0.5189728183535235,6,0.3,0.1454772448676043,0.5189728183535235
B2_training_loss,interactions_d4_r0001,interaction_increment,0.3,0.5,20,20,1.0,12,0.6,0.3865815007622531,0.781193467627183,12,0.6,0.3865815007622531,0.781193467627183
B2_training_loss,interactions_d4_r0001,interaction_increment,0.8,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d4_r0001,interaction_increment,0.8,0.35,20,20,1.0,13,0.65,0.43285427668523624,0.818808175898918,13,0.65,0.43285427668523624,0.818808175898918
B2_training_loss,interactions_d4_r0001,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B2_training_loss,interactions_d4_r0001,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r0001,nonlinear_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d4_r001,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,independent_null,0.3,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d4_r001,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,interaction_increment,0.3,0.2,20,20,1.0,3,0.15,0.052368745896216595,0.36041886474075696,3,0.15,0.052368745896216595,0.36041886474075696
B2_training_loss,interactions_d4_r001,interaction_increment,0.3,0.35,20,20,1.0,6,0.3,0.1454772448676043,0.5189728183535235,6,0.3,0.1454772448676043,0.5189728183535235
B2_training_loss,interactions_d4_r001,interaction_increment,0.3,0.5,20,20,1.0,12,0.6,0.3865815007622531,0.781193467627183,12,0.6,0.3865815007622531,0.781193467627183
B2_training_loss,interactions_d4_r001,interaction_increment,0.8,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d4_r001,interaction_increment,0.8,0.35,20,20,1.0,12,0.6,0.3865815007622531,0.781193467627183,12,0.6,0.3865815007622531,0.781193467627183
B2_training_loss,interactions_d4_r001,interaction_increment,0.8,0.5,20,20,1.0,19,0.95,0.763868806553258,0.9911185511992047,19,0.95,0.763868806553258,0.9911185511992047
B2_training_loss,interactions_d4_r001,interaction_proxy_null,0.3,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d4_r001,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r001,nonlinear_proxy_null,0.8,0.0,20,20,1.0,1,0.05,0.008881448800795402,0.23613119344674205,1,0.05,0.008881448800795402,0.23613119344674205
B2_training_loss,interactions_d4_r01,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,interaction_increment,0.3,0.2,20,20,1.0,2,0.1,0.027866481213768224,0.3010336452284873,2,0.1,0.027866481213768224,0.3010336452284873
B2_training_loss,interactions_d4_r01,interaction_increment,0.3,0.35,20,20,1.0,8,0.4,0.21880653237281705,0.6134184992377469,8,0.4,0.21880653237281705,0.6134184992377469
B2_training_loss,interactions_d4_r01,interaction_increment,0.3,0.5,20,20,1.0,13,0.65,0.43285427668523624,0.818808175898918,13,0.65,0.43285427668523624,0.818808175898918
B2_training_loss,interactions_d4_r01,interaction_increment,0.8,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d4_r01,interaction_increment,0.8,0.35,20,20,1.0,11,0.55,0.34208534245034233,0.7418021417443759,11,0.55,0.34208534245034233,0.7418021417443759
B2_training_loss,interactions_d4_r01,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B2_training_loss,interactions_d4_r01,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r01,nonlinear_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,additive_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,additive_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,heteroskedastic_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,heteroskedastic_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,independent_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,independent_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,interaction_increment,0.3,0.2,20,20,1.0,4,0.2,0.08065766257979806,0.41601743225189364,4,0.2,0.08065766257979806,0.41601743225189364
B2_training_loss,interactions_d4_r1,interaction_increment,0.3,0.35,20,20,1.0,11,0.55,0.34208534245034233,0.7418021417443759,11,0.55,0.34208534245034233,0.7418021417443759
B2_training_loss,interactions_d4_r1,interaction_increment,0.3,0.5,20,20,1.0,19,0.95,0.763868806553258,0.9911185511992047,19,0.95,0.763868806553258,0.9911185511992047
B2_training_loss,interactions_d4_r1,interaction_increment,0.8,0.2,20,20,1.0,3,0.15,0.052368745896216595,0.36041886474075696,3,0.15,0.052368745896216595,0.36041886474075696
B2_training_loss,interactions_d4_r1,interaction_increment,0.8,0.35,20,20,1.0,15,0.75,0.531299122381256,0.8881382985923343,15,0.75,0.531299122381256,0.8881382985923343
B2_training_loss,interactions_d4_r1,interaction_increment,0.8,0.5,20,20,1.0,20,1.0,0.8388748419471806,1.0,20,1.0,0.8388748419471806,1.0
B2_training_loss,interactions_d4_r1,interaction_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,interaction_proxy_null,0.8,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
B2_training_loss,interactions_d4_r1,nonlinear_proxy_null,0.3,0.0,20,20,1.0,0,0.0,0.0,0.16112515805281938,0,0.0,0.0,0.16112515805281938
