protocol_id,baseline,candidate_id,scenario,reliability,beta,repetition,wild_draws,status,n_groups,orthogonal_wild_p,orthogonal_score_mean,positive_supported,supported
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,2,999,estimated,240,0.164,0.006525941601763398,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,3,999,estimated,240,0.631,-0.0025293082729897173,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,4,999,estimated,240,0.036,0.010439534170067068,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,5,999,estimated,240,0.793,-0.0013470855728105588,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,6,999,estimated,240,0.152,0.006650470231467961,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,7,999,estimated,240,0.704,0.0016932429890147243,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,8,999,estimated,240,0.193,0.00610926436011963,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,9,999,estimated,240,0.5,0.0032678248159132514,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,10,999,estimated,240,0.704,0.0018929810988894018,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,11,999,estimated,240,0.222,-0.006738056956349712,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,12,999,estimated,240,0.447,-0.0038011025866661057,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,13,999,estimated,240,0.072,-0.008423386710797601,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,14,999,estimated,240,0.339,-0.004200714411207815,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,15,999,estimated,240,0.523,-0.0030047693365091903,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,16,999,estimated,240,0.293,0.004662449676478816,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,17,999,estimated,240,0.083,-0.00818255053389289,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,18,999,estimated,240,0.583,-0.0031005537512654663,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.3,0.0,19,999,estimated,240,0.63,0.002018517566786537,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,0,999,estimated,240,0.694,0.0017856533071517605,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,1,999,estimated,240,0.012,0.012112581043679018,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,2,999,estimated,240,0.595,0.0024541102738227243,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,3,999,estimated,240,0.223,-0.005871174066513514,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,4,999,estimated,240,0.013,0.010968038997575116,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,5,999,estimated,240,0.923,-0.0004325386906761782,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,6,999,estimated,240,0.824,-0.0011899533049521268,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,7,999,estimated,240,0.083,-0.007685358135154074,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,8,999,estimated,240,0.906,0.0006577953711573504,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,9,999,estimated,240,0.616,-0.0021854395531950175,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,10,999,estimated,240,0.804,0.0012098685952410815,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,11,999,estimated,240,0.786,-0.001262196021638695,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,12,999,estimated,240,0.306,-0.004752038953215409,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,13,999,estimated,240,0.817,-0.001177641612608173,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,14,999,estimated,240,0.768,0.001514640287002673,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,15,999,estimated,240,0.838,-0.0011071328333763922,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,16,999,estimated,240,0.079,-0.008860614972136836,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,17,999,estimated,240,0.498,-0.003037700077438345,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,18,999,estimated,240,0.174,0.006505421372633302,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,independent_null,0.8,0.0,19,999,estimated,240,0.894,-0.0005655613955774315,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,0,999,estimated,240,0.001,0.012851324335266257,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,1,999,estimated,240,0.067,0.008391712233350675,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,2,999,estimated,240,0.001,0.016462242217051618,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,3,999,estimated,240,0.001,0.01558796699423274,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,4,999,estimated,240,0.431,0.00330583440487846,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,5,999,estimated,240,0.225,0.005504901666357241,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,6,999,estimated,240,0.006,0.011904820323744004,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,7,999,estimated,240,0.021,0.010125814085022009,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,8,999,estimated,240,0.742,0.00121908370482183,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,9,999,estimated,240,0.021,0.010209118361197799,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,10,999,estimated,240,0.001,0.013470542190291167,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,11,999,estimated,240,0.55,0.002439770466905561,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,12,999,estimated,240,0.166,0.00555118036904868,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,13,999,estimated,240,0.02,0.00981285559726765,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,14,999,estimated,240,0.796,0.0011563509296683594,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,15,999,estimated,240,0.003,0.013598494137962427,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,16,999,estimated,240,0.259,0.0047010938245609975,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,17,999,estimated,240,0.031,0.009477719421726268,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,18,999,estimated,240,0.036,0.007453541735107179,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.2,19,999,estimated,240,0.085,-0.008769766448236769,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,0,999,estimated,240,0.001,0.014605896516342875,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,1,999,estimated,240,0.077,0.007833478558183702,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,2,999,estimated,240,0.031,0.009480601001069847,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,3,999,estimated,240,0.005,0.013151047002103315,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,4,999,estimated,240,0.031,0.010203450861579986,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,5,999,estimated,240,0.073,0.007242051446361138,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,6,999,estimated,240,0.001,0.019629780558168258,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,7,999,estimated,240,0.003,0.014636811058049874,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,8,999,estimated,240,0.001,0.021503639778225236,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,9,999,estimated,240,0.01,0.01045359805743547,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,10,999,estimated,240,0.003,0.010469893549030185,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,11,999,estimated,240,0.001,0.014211257860415057,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,12,999,estimated,240,0.003,0.012188708977287084,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,13,999,estimated,240,0.001,0.01446948079145508,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,14,999,estimated,240,0.143,0.006857519505046719,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,15,999,estimated,240,0.001,0.020247288059367055,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,16,999,estimated,240,0.001,0.018920216972458128,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,17,999,estimated,240,0.001,0.020393981584180123,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,18,999,estimated,240,0.356,0.003629142172652683,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.35,19,999,estimated,240,0.001,0.018696297935745527,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,0,999,estimated,240,0.001,0.01850627738935719,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,1,999,estimated,240,0.001,0.013259809736465313,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,2,999,estimated,240,0.001,0.023102750272130476,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,3,999,estimated,240,0.002,0.01425280888500616,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,4,999,estimated,240,0.042,0.009439018688060609,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,5,999,estimated,240,0.002,0.016336912956490833,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,6,999,estimated,240,0.002,0.016332302883717485,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,7,999,estimated,240,0.001,0.02234189900002723,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,8,999,estimated,240,0.001,0.014164989191096508,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,9,999,estimated,240,0.006,0.011812315858596455,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,10,999,estimated,240,0.001,0.01689145564674162,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,11,999,estimated,240,0.001,0.015607535982961895,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,12,999,estimated,240,0.004,0.01269303449228284,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,13,999,estimated,240,0.001,0.01639773411332422,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,14,999,estimated,240,0.002,0.014920560217882546,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,15,999,estimated,240,0.001,0.025027721917168864,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,16,999,estimated,240,0.001,0.014498071533330511,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,17,999,estimated,240,0.001,0.018362440919537204,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,18,999,estimated,240,0.001,0.019614867257443803,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.3,0.5,19,999,estimated,240,0.001,0.023621618543404964,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,0,999,estimated,240,0.039,0.009114264483289393,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,1,999,estimated,240,0.015,0.010998738470799265,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,2,999,estimated,240,0.002,0.012829113547782796,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,3,999,estimated,240,0.113,0.0069712064195639025,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,4,999,estimated,240,0.001,0.017156534377167798,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,5,999,estimated,240,0.078,0.007071750815964123,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,6,999,estimated,240,0.047,0.00861364639934454,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,7,999,estimated,240,0.019,0.010640057380027977,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,8,999,estimated,240,0.001,0.01962186805540991,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,9,999,estimated,240,0.103,0.00650917155860654,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,10,999,estimated,240,0.041,0.008146003709471604,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,11,999,estimated,240,0.006,0.011811278203629505,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,12,999,estimated,240,0.047,0.008922374797904094,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,13,999,estimated,240,0.002,0.014264892388413034,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,14,999,estimated,240,0.001,0.015920924370940115,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,15,999,estimated,240,0.001,0.013349614142910587,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,16,999,estimated,240,0.012,0.010526277326510439,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,17,999,estimated,240,0.001,0.019238525253329565,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,18,999,estimated,240,0.002,0.014968039559501895,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.2,19,999,estimated,240,0.005,0.013393190128489628,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,0,999,estimated,240,0.001,0.01880510423521111,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,1,999,estimated,240,0.002,0.01592597040948612,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,2,999,estimated,240,0.001,0.01462041019878052,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,3,999,estimated,240,0.001,0.020027179008739248,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,4,999,estimated,240,0.001,0.029071667851422605,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,5,999,estimated,240,0.001,0.01865478467196186,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,6,999,estimated,240,0.001,0.023107553347415113,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,7,999,estimated,240,0.001,0.01192676824437803,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,8,999,estimated,240,0.001,0.018709788513494082,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,9,999,estimated,240,0.006,0.012726188772667032,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,10,999,estimated,240,0.001,0.02513833036607679,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,11,999,estimated,240,0.001,0.01989597041106959,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,12,999,estimated,240,0.001,0.022414765073466323,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,13,999,estimated,240,0.001,0.024660994619221274,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,14,999,estimated,240,0.001,0.020481256443586542,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,15,999,estimated,240,0.001,0.025538730967370367,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,16,999,estimated,240,0.001,0.019638140232973292,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,17,999,estimated,240,0.001,0.013871025408634914,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,18,999,estimated,240,0.001,0.020275026398193847,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.35,19,999,estimated,240,0.001,0.01650964331119885,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,0,999,estimated,240,0.001,0.03492422271553625,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,1,999,estimated,240,0.001,0.023989952097807677,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,2,999,estimated,240,0.001,0.026310763309142823,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,3,999,estimated,240,0.001,0.025803835983127698,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,4,999,estimated,240,0.001,0.025141813046333308,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,5,999,estimated,240,0.001,0.02684260267157062,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,6,999,estimated,240,0.001,0.025671452895069186,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,7,999,estimated,240,0.001,0.026985344686943143,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,8,999,estimated,240,0.001,0.023180195285928382,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,9,999,estimated,240,0.001,0.02134311139233879,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,10,999,estimated,240,0.001,0.025173959949358154,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,11,999,estimated,240,0.001,0.029851850410890814,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,12,999,estimated,240,0.001,0.0262215315096788,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,13,999,estimated,240,0.001,0.027041882027640803,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,14,999,estimated,240,0.001,0.025925938114390097,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,15,999,estimated,240,0.001,0.02242804110700965,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,16,999,estimated,240,0.001,0.02728902339396786,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,17,999,estimated,240,0.001,0.01588240381164562,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,18,999,estimated,240,0.001,0.02058308661732394,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_increment,0.8,0.5,19,999,estimated,240,0.001,0.024611119957678167,True,True
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,0,999,estimated,240,0.686,-0.001669851983614278,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,1,999,estimated,240,0.67,0.001833596056473052,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,2,999,estimated,240,0.834,-0.0007755262785050653,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,3,999,estimated,240,0.09,0.007728934118108622,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,4,999,estimated,240,0.893,-0.00047626842127337275,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,5,999,estimated,240,0.74,-0.0012165714108985923,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,6,999,estimated,240,0.656,0.0020816150432878123,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,7,999,estimated,240,0.656,-0.001841925164197337,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,8,999,estimated,240,0.947,0.0002784934089526551,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,9,999,estimated,240,0.839,-0.0008525518156100622,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,10,999,estimated,240,0.324,-0.004074926479777698,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,11,999,estimated,240,0.059,0.006929808467905846,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,12,999,estimated,240,0.295,-0.004427220634537562,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,13,999,estimated,240,0.004,0.011716267147245869,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,14,999,estimated,240,0.099,0.006802838328646628,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,15,999,estimated,240,0.966,0.00018449857070488757,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,16,999,estimated,240,0.632,0.0021743499264232735,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,17,999,estimated,240,0.298,-0.00446898799800442,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,18,999,estimated,240,0.168,0.006867038923010655,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.3,0.0,19,999,estimated,240,0.102,0.006740824931001624,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.8,0.0,0,999,estimated,240,0.851,0.0008016463013016752,False,False
mbe3-pgdl-nuisance-development-v1,B1_design,interactions_d4_r1,interaction_proxy_null,0.8,0.0,1,999,estimated,240,0.724,0.0012984945075828157,False,False
