design_scope,panels,n_groups,baseline,scenario,icc,beta,planned_repetitions,estimated_repetitions,estimability_rate,support_count,support_rate,support_wilson_95_low,support_wilson_95_high,positive_support_count,positive_support_rate,positive_support_wilson_95_low,positive_support_wilson_95_high
text,8,192,B3_validation,additive_proxy_null,0.3,0.0,50,50,1.0,1,0.02,0.003539259271646236,0.10495443589637815,1,0.02,0.003539259271646236,0.10495443589637815
text,8,192,B3_validation,additive_proxy_null,0.8,0.0,50,50,1.0,1,0.02,0.003539259271646236,0.10495443589637815,1,0.02,0.003539259271646236,0.10495443589637815
text,8,192,B3_validation,heteroskedastic_proxy_null,0.3,0.0,50,50,1.0,2,0.04,0.011038884327619805,0.1346009068750702,2,0.04,0.011038884327619805,0.1346009068750702
text,8,192,B3_validation,heteroskedastic_proxy_null,0.8,0.0,50,50,1.0,1,0.02,0.003539259271646236,0.10495443589637815,1,0.02,0.003539259271646236,0.10495443589637815
text,8,192,B3_validation,independent_null,0.3,0.0,50,50,1.0,1,0.02,0.003539259271646236,0.10495443589637815,1,0.02,0.003539259271646236,0.10495443589637815
text,8,192,B3_validation,independent_null,0.8,0.0,50,50,1.0,2,0.04,0.011038884327619805,0.1346009068750702,2,0.04,0.011038884327619805,0.1346009068750702
text,8,192,B3_validation,interaction_increment,0.3,0.2,50,50,1.0,18,0.36,0.24138749651846741,0.49858983123887307,18,0.36,0.24138749651846741,0.49858983123887307
text,8,192,B3_validation,interaction_increment,0.3,0.35,50,50,1.0,45,0.9,0.7863976856252035,0.9565242350681096,45,0.9,0.7863976856252035,0.9565242350681096
text,8,192,B3_validation,interaction_increment,0.3,0.5,50,50,1.0,50,1.0,0.9286524008666414,1.0,50,1.0,0.9286524008666414,1.0
text,8,192,B3_validation,interaction_increment,0.8,0.2,50,50,1.0,41,0.82,0.6920394632569922,0.9022980732976582,41,0.82,0.6920394632569922,0.9022980732976582
text,8,192,B3_validation,interaction_increment,0.8,0.35,50,50,1.0,50,1.0,0.9286524008666414,1.0,50,1.0,0.9286524008666414,1.0
text,8,192,B3_validation,interaction_increment,0.8,0.5,50,50,1.0,50,1.0,0.9286524008666414,1.0,50,1.0,0.9286524008666414,1.0
text,8,192,B3_validation,interaction_proxy_null,0.3,0.0,50,50,1.0,2,0.04,0.011038884327619805,0.1346009068750702,2,0.04,0.011038884327619805,0.1346009068750702
text,8,192,B3_validation,interaction_proxy_null,0.8,0.0,50,50,1.0,1,0.02,0.003539259271646236,0.10495443589637815,1,0.02,0.003539259271646236,0.10495443589637815
text,8,192,B3_validation,nonlinear_proxy_null,0.3,0.0,50,50,1.0,0,0.0,6.938893903907228e-18,0.07134759913335872,0,0.0,6.938893903907228e-18,0.07134759913335872
text,8,192,B3_validation,nonlinear_proxy_null,0.8,0.0,50,50,1.0,0,0.0,6.938893903907228e-18,0.07134759913335872,0,0.0,6.938893903907228e-18,0.07134759913335872
