protocol_id,design_scope,panels,n_groups,baseline,scenario,icc,beta,repetition,wild_draws,status,orthogonal_wild_p,orthogonal_score_mean,partial_rank_slope,supported,positive_supported
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,20,999,estimated,0.011,0.0198862147363393,0.340085539274478,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,21,999,estimated,0.004,0.0241403450949195,0.3297318109252553,True,True
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,22,999,estimated,0.144,0.013826191685233,0.2310594686744946,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,23,999,estimated,0.015,0.017826501705309,0.3470958950839233,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,24,999,estimated,0.08,0.0144828152416172,0.227296362783464,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,25,999,estimated,0.608,0.0032910123079322,0.075858572355258,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,26,999,estimated,0.002,0.0333079817851791,0.4017849410732814,True,True
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,27,999,estimated,0.295,0.0104408619110291,0.1446277457147599,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,28,999,estimated,0.016,0.0132950425869692,0.3317717443047793,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,29,999,estimated,0.989,-8.268773140533991e-05,-0.0014627271107402,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,30,999,estimated,0.195,0.0086159460226438,0.119305122530878,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,31,999,estimated,0.125,0.0122459230356438,0.2136121186898208,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,32,999,estimated,0.014,0.0188534025678777,0.3036152733267344,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,33,999,estimated,0.998,2.5127624887892955e-05,0.0004173375563031,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,34,999,estimated,0.974,0.0002945257385767,0.0055245756431846,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,35,999,estimated,0.612,0.0038478360603677,0.0617855331277559,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,36,999,estimated,0.061,0.0108576479458562,0.1697063933816469,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,37,999,estimated,0.151,0.0066064782214468,0.1907198036945713,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,38,999,estimated,0.008,0.0160439995075031,0.2558150086599694,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,39,999,estimated,0.373,0.0076573334942349,0.1173980137661122,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,40,999,estimated,0.04,0.0122009684284909,0.1972541683492431,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,41,999,estimated,0.044,0.0136990170218097,0.2358723383153248,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,42,999,estimated,0.072,0.0117845102133757,0.2002902206966796,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,43,999,estimated,0.013,0.0170768842457498,0.2818412785416636,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,44,999,estimated,0.022,0.0171261205190482,0.2938976109079502,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,45,999,estimated,0.003,0.0285451053793909,0.397077115007757,True,True
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,46,999,estimated,0.017,0.0189172592166847,0.2750570827967774,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,47,999,estimated,0.01,0.0232464691655966,0.309723408430228,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,48,999,estimated,0.117,0.0100291054914288,0.1774958966965133,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.3,0.0,49,999,estimated,0.035,0.0157132152237328,0.2434459489093047,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,0,999,estimated,0.453,0.0076555111172675,0.0925199307579367,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,1,999,estimated,0.696,0.0027555923720988,0.0303625344819331,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,2,999,estimated,0.794,0.002522398141187,0.0332272761021637,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,3,999,estimated,0.641,-0.004231932960837,-0.0464637713260416,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,4,999,estimated,0.59,0.003960635251521,0.0538550726985826,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,5,999,estimated,0.042,0.0154894293375165,0.2334645823800589,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,6,999,estimated,0.144,0.0139167896166551,0.1816203094297262,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,7,999,estimated,0.081,0.0164999414387804,0.2181760957349562,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,8,999,estimated,0.021,0.0195790909117402,0.3937398032606361,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,9,999,estimated,0.081,0.0129775017562398,0.1920071017362325,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,10,999,estimated,0.061,0.0135822254880405,0.15063205315393,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,11,999,estimated,0.426,0.0061399441812144,0.0675758017506425,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,12,999,estimated,0.056,0.016544040495121,0.185108934549087,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,13,999,estimated,0.431,0.0060880493197057,0.0709090514784009,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,14,999,estimated,0.014,-0.0198537246513568,-0.3007116992502612,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,15,999,estimated,0.032,0.0149394876335292,0.2351078811559899,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,16,999,estimated,0.439,0.0054754522424788,0.0988964952521735,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,17,999,estimated,0.095,0.0127953632361835,0.1532786683056751,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,18,999,estimated,0.136,0.0130383372282181,0.1678519578407825,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,19,999,estimated,0.07,0.01518063660133,0.2273903899217606,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,20,999,estimated,0.035,0.0221665470748319,0.2504723388938683,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,21,999,estimated,0.704,-0.003423571404886,-0.0484394737749357,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,22,999,estimated,0.136,0.0142500013955154,0.1699787665981068,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,23,999,estimated,0.001,0.0272442116081876,0.4057346668993999,True,True
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,24,999,estimated,0.308,0.0091752102444616,0.1314169191442293,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,25,999,estimated,0.444,0.004884351733715,0.0669103425815939,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,26,999,estimated,0.613,0.0036083955034564,0.0602538590684728,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,27,999,estimated,0.573,-0.0046881890705654,-0.0565993547742751,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,28,999,estimated,0.32,0.0067006186844073,0.068219882319021,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,29,999,estimated,0.609,0.0041374539011697,0.0685379715441746,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,30,999,estimated,0.006,0.0401757543731572,0.4586553422797175,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,31,999,estimated,0.028,0.015039407038119,0.1953213835705543,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,32,999,estimated,0.006,0.022640022971695,0.3184700634043722,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,33,999,estimated,0.548,0.0052511217731141,0.0804627373715535,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,34,999,estimated,0.424,0.0095071397110302,0.0982287515684177,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,35,999,estimated,0.15,0.0093997986791389,0.1600723194633687,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,36,999,estimated,0.531,0.005362101908399,0.0684381836922429,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,37,999,estimated,0.95,0.0005887692971392,0.006158903264731,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,38,999,estimated,0.297,0.010498916963558,0.1185841349501945,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,39,999,estimated,0.393,-0.0087962615612181,-0.1082585833508999,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,40,999,estimated,0.372,0.0043241082280009,0.0729593259788371,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,41,999,estimated,0.11,0.0124799366944883,0.1686197846284818,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,42,999,estimated,0.538,0.0068046961288287,0.0651684313329897,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,43,999,estimated,0.384,0.0093397870082679,0.1043317153045125,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,44,999,estimated,0.249,0.0117170660786105,0.1587795062444399,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,45,999,estimated,0.987,9.8930037396155e-05,0.0012408495878985,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,46,999,estimated,0.034,0.020045848254432,0.2773137224517987,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,47,999,estimated,0.063,0.0121180807889009,0.2110607817196702,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,48,999,estimated,0.1,-0.0133917063406755,-0.1605455242766299,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,heteroskedastic_proxy_null,0.8,0.0,49,999,estimated,0.001,0.0283013548565721,0.3911442743028757,True,True
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,0,999,estimated,0.129,-0.0110321554416172,-0.1883536189166159,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,1,999,estimated,0.607,0.0030944704282376,0.0524143974435102,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,2,999,estimated,0.184,-0.0096757031278311,-0.1157329497154297,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,3,999,estimated,0.587,0.0047932136361882,0.0795008972315842,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,4,999,estimated,0.04,0.0193123073003628,0.2842924431656772,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,5,999,estimated,0.073,-0.0150545543072377,-0.3318017035966748,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,6,999,estimated,0.047,0.016326499633695,0.2047899867722347,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,7,999,estimated,0.587,0.0052688832022892,0.0598885721306319,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,8,999,estimated,0.032,-0.0194710816616489,-0.2848270301228276,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,9,999,estimated,0.746,0.0032721834253035,0.0455833853762177,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,10,999,estimated,0.164,0.0087302029920058,0.1617381477936371,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,11,999,estimated,0.737,0.0021077890677587,0.0281350728783369,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,12,999,estimated,0.521,-0.0054045532161234,-0.0757290761800628,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,13,999,estimated,0.171,-0.008660537125464,-0.12650144567608,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,14,999,estimated,0.447,0.006389486574745,0.0688066402027594,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,15,999,estimated,0.431,0.0070338367855955,0.0957949413521646,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,16,999,estimated,0.466,-0.0054920032972916,-0.0871025443419453,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,17,999,estimated,0.937,0.0007178624540291,0.0089672024171046,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,18,999,estimated,0.425,0.0053722890744885,0.1025364823986869,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,19,999,estimated,0.248,-0.0067148887175513,-0.1424790393254144,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,20,999,estimated,0.343,-0.008271637058725,-0.1068518668210582,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,21,999,estimated,0.705,0.0033168233996215,0.0437446078915313,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,22,999,estimated,0.311,0.0097037229338378,0.1257972279349811,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,23,999,estimated,0.876,0.0013058523872643,0.0189635675587121,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,24,999,estimated,0.143,-0.0124202734307972,-0.178433009206731,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,25,999,estimated,0.89,0.0011756987397275,0.01606139198039,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,26,999,estimated,0.471,0.0068195730848858,0.0800745335849644,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,27,999,estimated,0.31,0.0064145683648309,0.0787045144097987,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,28,999,estimated,0.141,-0.0101919751235896,-0.1567271846047858,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,29,999,estimated,0.876,0.0011386286502616,0.0179159719634672,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,30,999,estimated,0.903,0.0009815572776766,0.0154924171464875,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,31,999,estimated,0.244,-0.0118952692406506,-0.1893362327436276,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,32,999,estimated,0.52,-0.0044767138575678,-0.0676252111435048,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,33,999,estimated,0.697,0.0032566566221412,0.040268876406992,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,34,999,estimated,0.257,0.0099777734537515,0.1347179993971118,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,35,999,estimated,0.078,0.0159411044056394,0.2094681975597587,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,36,999,estimated,0.468,-0.0049198070428475,-0.0689187529802647,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,37,999,estimated,0.054,0.0157138440600935,0.2590865447014174,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,38,999,estimated,0.703,0.0027040749438773,0.040892861154397,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,39,999,estimated,0.616,-0.0034384639269659,-0.0630124794297149,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,40,999,estimated,0.476,0.0073610075954558,0.0974624474646607,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,41,999,estimated,0.208,0.0087724587381661,0.1384731160299529,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,42,999,estimated,0.132,-0.013706549913757,-0.1706572296549462,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,43,999,estimated,0.771,-0.003698054543753,-0.0466042710602749,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,44,999,estimated,0.31,-0.0088182332853663,-0.0865955799878854,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,45,999,estimated,0.894,-0.0010646409550516,-0.0172061233497881,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,46,999,estimated,0.138,-0.0170413402024378,-0.2194864793265614,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,47,999,estimated,0.065,0.0132967410365883,0.2162998401513516,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,48,999,estimated,0.064,0.0129454490265913,0.2007876002208286,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.3,0.0,49,999,estimated,0.183,0.0117727707525585,0.1388806878159093,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,0,999,estimated,0.213,-0.0104493662296302,-0.1013292274759742,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,1,999,estimated,0.009,-0.0223035696681212,-0.230607080407372,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,2,999,estimated,0.837,-0.0018876863361071,-0.0217681580555338,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,3,999,estimated,0.315,-0.0094906642988439,-0.1019689588304219,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,4,999,estimated,0.051,0.0163226321899206,0.160170660817645,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,5,999,estimated,0.002,-0.032693902968763,-0.3650868571025664,True,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,6,999,estimated,0.85,-0.0015519496806256,-0.0169775130959824,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,7,999,estimated,0.258,-0.0097782238254708,-0.0806035182741285,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,8,999,estimated,0.503,0.0061770560214742,0.0773384687600805,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,9,999,estimated,0.755,-0.0026466082072126,-0.0335004925013414,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,10,999,estimated,0.003,0.0265907778244583,0.2882968288488534,True,True
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,11,999,estimated,0.776,0.0021568016729089,0.0331622516791516,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,12,999,estimated,0.055,-0.0151697363151014,-0.2034734854475791,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,13,999,estimated,0.209,0.0116876064712222,0.1390177997748615,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,14,999,estimated,0.099,0.0166176608132533,0.1313599216591617,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,15,999,estimated,0.324,0.0084604620248655,0.1010026909721499,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,16,999,estimated,0.472,-0.007016458264108,-0.0854598192096926,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,17,999,estimated,0.871,-0.0015804410896548,-0.0171387914393398,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,18,999,estimated,0.836,-0.0017198162867017,-0.0189562926990222,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,19,999,estimated,0.578,-0.0062240272558317,-0.0661473067140061,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,20,999,estimated,0.253,-0.009325045785619,-0.1093251637684704,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,21,999,estimated,0.972,0.0003736192497591,0.003697482754767,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,22,999,estimated,0.258,-0.0106993459154695,-0.1291410130529021,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,23,999,estimated,0.248,0.0114532429293726,0.1331893507454539,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,24,999,estimated,0.075,0.0190708119653467,0.1876455603036639,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,25,999,estimated,0.606,-0.0062637726474286,-0.0737729954456017,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,26,999,estimated,0.062,0.0215725750038079,0.1935886010279458,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,27,999,estimated,0.527,0.0055158383146576,0.0477977097797279,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,28,999,estimated,0.368,0.0089847596047107,0.0969748473796369,False,False
mbe3-orthogonal-sample-size-frontier-v1,image,1,48,B3_validation,independent_null,0.8,0.0,29,999,estimated,0.972,0.0003889817776027,0.0052154113321608,False,False
