sample_size,scenario,expected_increment,nuisance_model,repetitions,joint_support_rate,predictive_support_rate,median_delta_mse,median_refit_ci_low
100,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0026127721369686597,-0.04981693374456377
100,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0012741810676162937,-0.04257765444176185
100,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04171891468202678,0.02649655437188113
100,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04278521586033346,0.026592095294188108
100,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0007059291473785669,-0.002035809066235832
100,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00014954369731099478,-0.0011408099164275833
100,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.00016830052571212544,-0.0011097460668120854
100,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.04,0.04,-6.3372742925491e-06,-0.0007143101856230165
100,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0020946532071922826,-0.004810946110271771
100,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00038332274923449927,-0.0018964018239804432
150,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.0016180829999336184,-0.019597237572117836
150,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0013290233304820726,-0.012646880738348616
150,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.041589394620474215,0.03065856356854908
150,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04033959038673798,0.02916219071275681
150,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0003786076303599409,-0.0010952357256990928
150,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00014161757408459423,-0.0005277994165750827
150,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.04,-0.00014494031002764557,-0.0006321474036996911
150,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.04,0.04,-8.654502648532993e-05,-0.0004026157863341728
150,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0008162296403507602,-0.0026206246590440596
150,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00029417270178723476,-0.0010361926778110174
200,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.003047378507088746,-0.007914940911846333
200,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.001316884019794913,-0.005921234230306179
200,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04187208526668635,0.0334022781958873
200,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04181075838370274,0.032300123495942294
200,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0004002445411121812,-0.0008039310032175265
200,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-7.664501846666415e-05,-0.00040109494616697496
200,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-0.0001778549785093307,-0.000438819965322019
200,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.04,0.04,8.744914469176364e-06,-0.0002924933167097625
200,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.0007691187623400653,-0.0018621804627272527
200,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00021325873609282647,-0.0008345719450667726
300,clustered_null,False,polynomial_ridge,25,0.0,0.0,-0.00183312293194628,-0.0037859868124530145
300,clustered_null,False,polynomial_ridge_interactions,25,0.0,0.0,-0.0008991571936195729,-0.002214693397129769
300,genuine_increment,True,polynomial_ridge,25,1.0,1.0,0.04260486724362632,0.03537914094308673
300,genuine_increment,True,polynomial_ridge_interactions,25,1.0,1.0,0.04228807293856452,0.03456385304642812
300,heteroskedastic_null,False,polynomial_ridge,25,0.0,0.0,-0.0001500666054846736,-0.0004570779220820554
300,heteroskedastic_null,False,polynomial_ridge_interactions,25,0.0,0.0,-7.11401890978406e-05,-0.00019340648194327102
300,nonlinear_proxy,False,polynomial_ridge,25,0.0,0.0,-1.6658757258216327e-05,-0.00027695061567604225
300,nonlinear_proxy,False,polynomial_ridge_interactions,25,0.0,0.0,-3.767576178564762e-05,-0.00017570095361872147
300,null_metric,False,polynomial_ridge,25,0.0,0.0,-0.00047149137759237153,-0.0010550313636863773
300,null_metric,False,polynomial_ridge_interactions,25,0.0,0.0,-0.00010774947766453713,-0.00044665308787722577
