structure,repetition,independence_units,residual_r,residual_p,rejected_05
homoskedastic,0,200,0.0924038100952524,0.197,False
homoskedastic,1,200,-0.0375414385359634,0.601,False
homoskedastic,2,200,0.16425410635265883,0.02,True
homoskedastic,3,200,-0.19603847447630363,0.006,True
homoskedastic,4,200,-0.07773947263912369,0.292,False
homoskedastic,5,200,-0.0734478361959049,0.325,False
homoskedastic,6,200,-0.025209630240756023,0.7,False
homoskedastic,7,200,0.12095106913338778,0.098,False
homoskedastic,8,200,-0.1269535190531156,0.074,False
homoskedastic,9,200,0.014608865221630544,0.819,False
homoskedastic,10,200,-0.038588464711617795,0.596,False
homoskedastic,11,200,-0.09684242106052653,0.184,False
homoskedastic,12,200,-0.00894622365559139,0.899,False
homoskedastic,13,200,-0.04002403061879969,0.583,False
homoskedastic,14,200,-0.005176629415735394,0.942,False
homoskedastic,15,200,0.10061201530038252,0.178,False
homoskedastic,16,200,-0.01707492687317183,0.793,False
homoskedastic,17,200,0.14934523363084082,0.045,True
homoskedastic,18,200,0.017436435910897774,0.814,False
homoskedastic,19,200,-0.07335333383334584,0.299,False
homoskedastic,20,200,-0.0003412589153891886,0.999,False
homoskedastic,21,200,0.09125928148203706,0.227,False
homoskedastic,22,200,-0.054406360159003984,0.461,False
homoskedastic,23,200,-0.044974891237868325,0.518,False
homoskedastic,24,200,-0.09184879621990549,0.226,False
homoskedastic,25,200,0.04025427145214093,0.555,False
homoskedastic,26,200,0.04183906166619272,0.581,False
homoskedastic,27,200,0.023718592964824124,0.717,False
homoskedastic,28,200,-0.07460889320067023,0.282,False
homoskedastic,29,200,-0.07639393849619472,0.292,False
homoskedastic,30,200,-0.05881797044926124,0.444,False
homoskedastic,31,200,0.06006227408020902,0.397,False
homoskedastic,32,200,-0.12893577174521711,0.082,False
homoskedastic,33,200,-0.04603915097877447,0.527,False
homoskedastic,34,200,0.005026627550674451,0.948,False
homoskedastic,35,200,0.07055276381909549,0.335,False
homoskedastic,36,200,-0.004026852181374386,0.951,False
homoskedastic,37,200,-0.028033461349083705,0.712,False
homoskedastic,38,200,0.000982525300026752,0.994,False
homoskedastic,39,200,0.10270006750168756,0.151,False
homoskedastic,40,200,-0.05279681992049803,0.485,False
homoskedastic,41,200,0.09524495255755513,0.189,False
homoskedastic,42,200,0.09211130278256958,0.187,False
homoskedastic,43,200,-0.004914874714946237,0.933,False
homoskedastic,44,200,-0.13458941520642034,0.066,False
homoskedastic,45,200,-0.13690622399544353,0.068,False
homoskedastic,46,200,0.07647041176029402,0.309,False
homoskedastic,47,200,-0.09179632933186326,0.197,False
homoskedastic,48,200,-0.055894397359934005,0.43,False
homoskedastic,49,200,-0.04041852562009045,0.574,False
homoskedastic,50,200,-0.12690617265431636,0.081,False
homoskedastic,51,200,-0.004545113627840697,0.943,False
homoskedastic,52,200,-0.028485712142803574,0.676,False
homoskedastic,53,200,0.1499122478061952,0.035,True
homoskedastic,54,200,0.08521641236646979,0.232,False
homoskedastic,55,200,0.1433900847521188,0.045,True
homoskedastic,56,200,-0.022136053401335037,0.743,False
homoskedastic,57,200,0.017544438610965277,0.807,False
homoskedastic,58,200,-0.060060001500037506,0.377,False
homoskedastic,59,200,-0.007197932647541438,0.928,False
homoskedastic,60,200,-0.011648545581844957,0.872,False
homoskedastic,61,200,0.03703893986310163,0.603,False
homoskedastic,62,200,-0.11734943373584342,0.126,False
homoskedastic,63,200,0.016371409285232133,0.824,False
homoskedastic,64,200,0.02738168454211356,0.705,False
homoskedastic,65,200,-0.047402685067126686,0.506,False
homoskedastic,66,200,-0.06919672991824796,0.331,False
homoskedastic,67,200,-0.12441540704096242,0.098,False
homoskedastic,68,200,-0.04465911647791195,0.56,False
homoskedastic,69,200,-0.08624022068568267,0.225,False
homoskedastic,70,200,0.01533788344708618,0.808,False
homoskedastic,71,200,0.011671800548867416,0.884,False
homoskedastic,72,200,0.0596594914872872,0.423,False
homoskedastic,73,200,0.028398709967749198,0.685,False
homoskedastic,74,200,0.024705617640441012,0.722,False
homoskedastic,75,200,-0.03845801913755041,0.606,False
homoskedastic,76,200,-0.005287632190804772,0.946,False
homoskedastic,77,200,0.03518191912763968,0.645,False
homoskedastic,78,200,0.02710717767944199,0.708,False
homoskedastic,79,200,-0.09343433585839647,0.205,False
homoskedastic,80,200,0.10848271206780172,0.128,False
homoskedastic,81,200,-0.18149553738843474,0.019,True
homoskedastic,82,200,-0.003943598589964749,0.967,False
homoskedastic,83,200,-0.11123378084452112,0.136,False
homoskedastic,84,200,-0.026427670602143388,0.713,False
homoskedastic,85,200,-0.040787534983703085,0.569,False
homoskedastic,86,200,-0.01583965787119464,0.826,False
homoskedastic,87,200,0.01316208398788212,0.842,False
homoskedastic,88,200,-0.015177385126148643,0.855,False
homoskedastic,89,200,0.03153680024630847,0.643,False
homoskedastic,90,200,0.08598218179786918,0.213,False
homoskedastic,91,200,-0.02232356646050051,0.742,False
homoskedastic,92,200,-0.00811070276756919,0.898,False
homoskedastic,93,200,0.11218563878023015,0.117,False
homoskedastic,94,200,0.03777844446111154,0.587,False
homoskedastic,95,200,0.08354762002086391,0.238,False
homoskedastic,96,200,0.003966100639804014,0.958,False
homoskedastic,97,200,-0.024444611115277886,0.716,False
homoskedastic,98,200,0.0599617715299568,0.426,False
homoskedastic,99,200,0.05560043171111657,0.42,False
homoskedastic,100,200,0.05215257337155298,0.496,False
homoskedastic,101,200,0.031569801083704725,0.64,False
homoskedastic,102,200,0.05588166799732937,0.461,False
homoskedastic,103,200,0.043895613851204565,0.552,False
homoskedastic,104,200,0.04992576686633774,0.451,False
homoskedastic,105,200,-0.047210680267006686,0.525,False
homoskedastic,106,200,0.05347033675841897,0.486,False
homoskedastic,107,200,0.004051601290032252,0.956,False
homoskedastic,108,200,-0.049007725193129834,0.491,False
homoskedastic,109,200,-0.02298057451436286,0.754,False
homoskedastic,110,200,0.0978939840598524,0.209,False
homoskedastic,111,200,-0.15757374843387761,0.029,True
homoskedastic,112,200,-0.11899876959378683,0.099,False
homoskedastic,113,200,0.02586514662866572,0.745,False
homoskedastic,114,200,-0.0567884623029043,0.418,False
homoskedastic,115,200,0.14178734785396177,0.05,True
homoskedastic,116,200,-0.0074956902031394325,0.913,False
homoskedastic,117,200,0.1066151653791345,0.154,False
homoskedastic,118,200,0.07381537306509671,0.305,False
homoskedastic,119,200,0.02038250956273907,0.771,False
homoskedastic,120,200,-0.12327908197704945,0.081,False
homoskedastic,121,200,-0.015268881722043052,0.839,False
homoskedastic,122,200,-0.03880447011175279,0.6,False
homoskedastic,123,200,0.038147467992002984,0.596,False
homoskedastic,124,200,-0.07838601843997482,0.302,False
homoskedastic,125,200,0.04419638805699247,0.528,False
homoskedastic,126,200,0.08085052126303159,0.254,False
homoskedastic,127,200,0.11378684467111679,0.103,False
homoskedastic,128,200,0.1471866796669917,0.038,True
homoskedastic,129,200,-0.04954775727434432,0.467,False
homoskedastic,130,200,-0.017248937691795144,0.804,False
homoskedastic,131,200,-0.12388209705242634,0.097,False
homoskedastic,132,200,-0.007238433675255019,0.913,False
homoskedastic,133,200,0.019975256872144534,0.799,False
homoskedastic,134,200,-0.02229206566116772,0.74,False
homoskedastic,135,200,0.022843329649491463,0.724,False
homoskedastic,136,200,0.04706894437446682,0.498,False
homoskedastic,137,200,-0.023184579614490365,0.756,False
